,season,id,name,position,team,conference,usage.overall,usage.pass,usage.rush,usage.firstDown,usage.secondDown,usage.thirdDown,usage.standardDowns,usage.passingDowns
2375,2024,4880156,Bradley West,WR,Morehead State,,0.029,0.065,0.0,0.022,0.0,0.085,0.023,0.037
2376,2024,4880174,Tadd Barr,WR,Buffalo,MAC,0.023,0.048,0.0,0.039,0.009,0.014,0.033,0.0
2377,2024,4880185,Finn Hogan,WR,Bowling Green,MAC,0.039,0.067,0.0,0.035,0.035,0.05,0.023,0.069
2378,2024,4880217,Brian Shane,TE,Miami (OH),MAC,0.017,0.037,0.0,0.0,0.0,0.0,0.024,0.0
2379,2024,4880223,Cole Mitchell,TE,Robert Morris,,0.025,0.049,0.0,0.026,0.028,0.022,0.02,0.036
2380,2024,4880236,Will Kacmarek,TE,Ohio State,B1G,0.023,0.044,0.0,0.016,0.023,0.049,0.021,0.029
2381,2024,4880239,Nolan McCormick,RB,Ohio,MAC,0.08,0.01,0.129,0.073,0.077,0.114,0.103,0.015
2382,2024,4880272,Byrum Brown,QB,South Florida,AAC,0.557,0.817,0.296,0.536,0.513,0.679,0.507,0.638
2383,2024,4880279,P.J. Prioleau,RB,Virginia Tech,ACC,0.029,0.0,0.044,0.017,0.045,0.032,0.042,0.0
2384,2024,4880281,Jordyn Tyson,WR,Arizona State,B12,0.105,0.252,0.006,0.094,0.112,0.123,0.092,0.138
2385,2024,4880301,Austin Jarrard,TE,Sacramento State,,0.014,0.029,0.0,0.011,0.0,0.044,0.014,0.013
2386,2024,4880322,Franklin Estrada,RB,TCU,B12,0.046,0.0,0.111,0.03,0.048,0.1,0.061,0.0
2387,2024,4880339,Jason Weir,TE,Stonehill,,0.016,0.043,0.0,0.0,0.024,0.034,0.011,0.029
2388,2024,4880358,Cam Pedro,WR,Southeast Missouri State,,0.096,0.144,0.003,0.091,0.109,0.089,0.089,0.109
2389,2024,4880369,Davis Sherwood,TE,Notre Dame,Ind,0.015,0.036,0.0,0.0,0.0,0.04,0.01,0.032
2390,2024,4880395,Tae Meadows,RB,Troy,SBC,0.016,0.0,0.032,0.036,0.0,0.0,0.024,0.0
2391,2024,4880395,Tae Meadows,RB,Troy,,0.016,0.0,0.032,0.036,0.0,0.0,0.024,0.0
2392,2024,4880449,Blake Bosma,TE,Western Michigan,MAC,0.061,0.136,0.003,0.046,0.08,0.078,0.048,0.094
2393,2024,4880453,Cole Speer,WR,Georgia,SEC,0.023,0.043,0.0,0.0,0.024,0.111,0.01,0.061
2394,2024,4880505,Jack Rilling,WR,Marist,,0.034,0.054,0.0,0.041,0.03,0.034,0.035,0.032
2395,2024,4880511,Jordan Ford,RB,Georgia State,SBC,0.061,0.029,0.111,0.047,0.068,0.086,0.048,0.088
2396,2024,4880608,Juju McDowell,RB,South Carolina,SEC,0.047,0.014,0.071,0.06,0.042,0.027,0.053,0.036
2397,2024,4880610,Eriq Rice,WR,South Carolina,SEC,0.019,0.046,0.0,0.0,0.036,0.038,0.0,0.071
2398,2024,4880638,Kye Robichaux,RB,Boston College,ACC,0.231,0.026,0.382,0.307,0.224,0.107,0.295,0.082
2399,2024,4880640,Alex Williams,TE,Western Illinois,,0.018,0.027,0.0,0.013,0.038,0.0,0.01,0.033
2400,2024,4880644,Bryce Damous,TE,UAB,AAC,0.036,0.059,0.004,0.035,0.037,0.034,0.032,0.044
2401,2024,4880664,Jostein Clarke,WR,Bethune-Cookman,,0.016,0.03,0.0,0.0,0.0,0.05,0.0,0.04
2402,2024,4880681,Amin Hassan,RB,Navy,AAC,0.032,0.023,0.035,0.017,0.045,0.036,0.021,0.057
2403,2024,4880684,Maquel Haywood,RB,App State,SBC,0.091,0.027,0.162,0.106,0.07,0.075,0.112,0.056
2404,2024,4880691,Thomas Scully,TE,Navy,AAC,0.019,0.063,0.0,0.0,0.0,0.167,0.0,0.071
2405,2024,4880697,Daba Fofana,FB,Navy,AAC,0.078,0.005,0.102,0.098,0.077,0.044,0.089,0.053
2406,2024,4880758,Chris Irvin,QB,Western Illinois,,0.073,0.117,0.013,0.064,0.078,0.07,0.063,0.092
2407,2024,4880774,Jake Boust,TE,Fresno State,MWC,0.023,0.049,0.0,0.034,0.023,0.0,0.021,0.029
2408,2024,4880818,Matthew McCallister,WR,McNeese,,0.024,0.055,0.0,0.03,0.0,0.053,0.024,0.023
2409,2024,4880823,Julien Lewis,WR,Grambling,,0.038,0.07,0.01,0.071,0.029,0.0,0.048,0.024
2410,2024,4880845,Charles Montgomery,WR,Marshall,SBC,0.056,0.126,0.01,0.035,0.06,0.096,0.043,0.088
2411,2024,4880847,Arthur Rodgers,RB,North Carolina Central,,0.083,0.012,0.151,0.078,0.089,0.088,0.068,0.118
2412,2024,4880870,Xzavior Kautai,TE,North Texas,AAC,0.017,0.029,0.0,0.014,0.0,0.026,0.027,0.0
2413,2024,4880963,Andrew Jacobs,WR,Youngstown State,,0.015,0.033,0.0,0.012,0.015,0.023,0.015,0.015
2414,2024,4880964,Terron Kellman,RB,Charlotte,AAC,0.088,0.004,0.19,0.096,0.095,0.066,0.093,0.081
2415,2024,4880964,Terron Kellman,RB,Charlotte,,0.088,0.004,0.19,0.096,0.095,0.066,0.093,0.081
2416,2024,4881352,Jack Shields,QB,Buffalo,MAC,0.027,0.0,0.041,0.05,0.021,0.0,0.031,0.02
2417,2024,4881563,Mike Sharpe II,RB,Arkansas State,SBC,0.035,0.011,0.074,0.0,0.061,0.056,0.022,0.059
2418,2024,4881826,Cash Jones,RB,Georgia,SEC,0.043,0.048,0.037,0.034,0.031,0.067,0.041,0.048
2419,2024,4881836,Mekhi Mews,WR,Houston,B12,0.052,0.109,0.01,0.053,0.058,0.051,0.046,0.065
2420,2024,4881961,Kobe Paul,WR,Jackson State,,0.042,0.092,0.0,0.027,0.018,0.111,0.033,0.063
2421,2024,4882061,Jacob Newell,TE,Akron,MAC,0.058,0.101,0.0,0.049,0.062,0.079,0.049,0.075
2422,2024,4882071,Kristian Dalton,RB,Tarleton State,,0.041,0.0,0.064,0.032,0.024,0.118,0.032,0.071
2423,2024,4882093,Bhayshul Tuten,RB,Virginia Tech,ACC,0.293,0.071,0.476,0.362,0.323,0.136,0.333,0.213
2424,2024,4882120,Jamison Warren,WR,North Carolina A&T,,0.032,0.055,0.009,0.021,0.045,0.031,0.026,0.043
2425,2024,4882121,Nicholas Dobson,TE,North Carolina A&T,,0.035,0.069,0.0,0.028,0.044,0.04,0.04,0.025
2426,2024,4882122,Sterling Berkhalter,WR,Cincinnati,B12,0.023,0.046,0.0,0.023,0.032,0.011,0.024,0.021
2427,2024,4882697,Nemo Squire,RB,Gardner-Webb,,0.015,0.0,0.04,0.036,0.0,0.0,0.027,0.0
2428,2024,4883095,Ryan Belk,TE,Yale,,0.015,0.034,0.0,0.022,0.0,0.029,0.013,0.024
2429,2024,4883100,Nathan Denney,RB,Yale,,0.118,0.038,0.191,0.105,0.156,0.102,0.122,0.108
2430,2024,4883103,Luke Foster,TE,Yale,,0.014,0.027,0.0,0.021,0.0,0.0,0.02,0.0
2431,2024,4883110,Grant Jordan,QB,Yale,,0.446,0.722,0.196,0.442,0.379,0.544,0.416,0.527
2432,2024,4883118,Chase Nenad,WR,Yale,,0.058,0.122,0.0,0.068,0.06,0.039,0.061,0.048
2433,2024,4883119,David Pantelis,WR,Yale,,0.105,0.213,0.009,0.105,0.106,0.094,0.104,0.108
2434,2024,4883120,Tre Peterson,RB,Yale,,0.102,0.008,0.188,0.103,0.149,0.037,0.107,0.09
2435,2024,4883127,Mason Shipp,WR,Yale,,0.071,0.15,0.0,0.071,0.065,0.07,0.066,0.084
2436,2024,4883647,Elic Ayomanor,WR,Stanford,ACC,0.097,0.194,0.0,0.096,0.098,0.099,0.089,0.115
2437,2024,4883676,Jalen Johnson,WR,Grambling,,0.027,0.054,0.005,0.007,0.036,0.053,0.019,0.042
2438,2024,4883774,Jayden McGowan,WR,Boston College,ACC,0.04,0.06,0.026,0.019,0.024,0.107,0.023,0.077
2439,2024,4883859,Jordan Smith,WR,South Carolina State,,0.034,0.049,0.013,0.0,0.033,0.097,0.0,0.111
2440,2024,4883877,Joe Crifasi,QB,Central Connecticut,,0.029,0.059,0.006,0.009,0.065,0.018,0.027,0.034
2441,2024,4883885,Peter Cleary,TE,Central Connecticut,,0.027,0.064,0.0,0.01,0.038,0.05,0.021,0.041
2442,2024,4883899,Hope Adebayo,RB,St. Thomas (MN),,0.262,0.037,0.458,0.352,0.254,0.131,0.328,0.144
2443,2024,4883912,Andrew McElroy,WR,Northern Illinois,MAC,0.034,0.082,0.0,0.017,0.033,0.067,0.028,0.048
2444,2024,4883936,Shawn Shipman,RB,Western Illinois,,0.045,0.005,0.086,0.058,0.042,0.027,0.052,0.027
2445,2024,4883946,Landon Reed,RB,St. Thomas (MN),,0.034,0.043,0.028,0.053,0.029,0.014,0.054,0.0
2446,2024,4883989,Aiden Carlson,TE,St. Thomas (MN),,0.026,0.051,0.0,0.058,0.0,0.0,0.039,0.0
2447,2024,4884043,AJ Barber,WR,Princeton,,0.089,0.156,0.015,0.108,0.076,0.08,0.096,0.075
2448,2024,4884086,Jalen Macon,QB,Northern Illinois,MAC,0.162,0.241,0.103,0.111,0.167,0.375,0.125,0.333
2449,2024,4884087,Daemon Dawkins,WR,Arkansas-Pine Bluff,,0.034,0.064,0.004,0.038,0.035,0.029,0.033,0.036
2450,2024,4884105,Kevin English,WR,Arkansas-Pine Bluff,,0.025,0.043,0.0,0.03,0.02,0.028,0.034,0.015
2451,2024,4884393,Elijah Burris,RB,Hampton,,0.232,0.046,0.357,0.256,0.273,0.116,0.256,0.175
2452,2024,4884395,Romon Copeland,WR,Austin Peay,,0.104,0.162,0.046,0.109,0.129,0.069,0.111,0.092
2453,2024,4884398,Tyler Thompson,WR,Hampton,,0.018,0.029,0.011,0.028,0.017,0.0,0.025,0.0
2454,2024,4884402,Ja'Quan Snipes,RB,Hampton,,0.158,0.021,0.245,0.188,0.152,0.099,0.174,0.118
2455,2024,4884403,Tymere Robinson,RB,Hampton,,0.132,0.015,0.208,0.136,0.138,0.122,0.16,0.067
2456,2024,4884418,TK Paisant,TE,Hampton,,0.017,0.043,0.0,0.009,0.016,0.036,0.01,0.032
2457,2024,4885048,Carson Goda,TE,Illinois,B1G,0.021,0.042,0.0,0.023,0.0,0.057,0.016,0.031
2458,2024,4885443,Robert Giaimo,RB,Lindenwood,,0.101,0.017,0.167,0.115,0.126,0.046,0.114,0.073
2459,2024,4885466,Jeff Caldwell,WR,Lindenwood,,0.086,0.19,0.008,0.08,0.076,0.111,0.077,0.106
2460,2024,4885469,Darrin Fugitt,TE,Lindenwood,,0.026,0.056,0.003,0.028,0.016,0.03,0.022,0.034
2461,2024,4886048,Jordan Riles,WR,Northern Colorado,,0.024,0.054,0.0,0.0,0.057,0.013,0.015,0.041
2462,2024,4886073,Aidan Quinn,TE,Southern Illinois,,0.015,0.028,0.0,0.024,0.0,0.023,0.015,0.014
2463,2024,4887152,Savion Sims,WR,Texas Southern,,0.015,0.05,0.0,0.0,0.0,0.067,0.0,0.056
2464,2024,4887420,Andre Crawley,WR,Morgan State,,0.065,0.149,0.011,0.04,0.1,0.069,0.057,0.078
2465,2024,4887438,Elisha Cummings,RB,Idaho,,0.208,0.041,0.361,0.221,0.242,0.151,0.215,0.196
2466,2024,4887446,Gevani McCoy,QB,Oregon State,PAC,0.381,0.7,0.114,0.329,0.383,0.478,0.328,0.51
2467,2024,4887635,Brady Meitz,QB,Stetson,,0.472,0.704,0.048,0.354,0.561,0.577,0.382,0.637
2468,2024,4887689,Duce Taylor,QB,Morgan State,,0.387,0.769,0.111,0.283,0.425,0.464,0.293,0.571
2469,2024,4887796,Kayvon Britten,RB,Tarleton State,,0.378,0.045,0.616,0.434,0.34,0.331,0.425,0.251
2470,2024,4887824,Gary Clinton,TE,Missouri State,,0.029,0.051,0.0,0.042,0.03,0.0,0.029,0.029
2471,2024,4887918,Junior Bergen,WR,Montana,,0.081,0.159,0.003,0.064,0.092,0.087,0.066,0.114
2472,2024,4888130,Noah Bodden,QB,Southern,,0.289,0.519,0.069,0.21,0.295,0.422,0.216,0.413
2473,2024,4888131,Antonio Jones,WR,Temple,AAC,0.045,0.075,0.01,0.04,0.051,0.052,0.038,0.056
2474,2024,4888136,Tyce Fusilier,RB,Southern,,0.033,0.0,0.063,0.051,0.034,0.0,0.049,0.0
2475,2024,4888163,Avion McBride,TE,Georgia State,SBC,0.014,0.02,0.0,0.0,0.048,0.0,0.022,0.0
2476,2024,4888607,Destun Thomas,WR,Kennesaw State,CUSA,0.018,0.033,0.013,0.0,0.028,0.036,0.015,0.024
2477,2024,4888706,Parker Kingston,WR,BYU,B12,0.032,0.05,0.016,0.029,0.034,0.038,0.032,0.031
2478,2024,4888723,Wesley Grimes,WR,NC State,ACC,0.039,0.076,0.0,0.045,0.039,0.024,0.044,0.027
2479,2024,4888886,Kenyon Clay,RB,Southern Miss,SBC,0.143,0.054,0.23,0.155,0.177,0.081,0.158,0.118
2480,2024,4889929,Quinn Ewers,QB,Texas,SEC,0.505,0.921,0.058,0.45,0.491,0.658,0.435,0.656
2481,2024,4890060,Jack Hestera,WR,Utah State,MWC,0.043,0.075,0.004,0.03,0.072,0.033,0.04,0.049
2482,2024,4890269,Cole Hoskyns,TE,Gardner-Webb,,0.023,0.041,0.0,0.022,0.0,0.043,0.022,0.027
2483,2024,4890328,Adrian Green,WR,Houston Christian,,0.026,0.055,0.0,0.011,0.047,0.028,0.021,0.034
2484,2024,4890373,Bauer Sharp,TE,Oklahoma,SEC,0.062,0.134,0.005,0.046,0.083,0.063,0.051,0.084
2485,2024,4890413,Tyleek Sealey,RB,Presbyterian,,0.039,0.0,0.072,0.018,0.023,0.08,0.034,0.049
2486,2024,4890615,Tre'jon Spiller,WR,Prairie View A&M,,0.055,0.115,0.0,0.05,0.041,0.084,0.041,0.079
2487,2024,4890973,Ashton Jeanty,RB,Boise State,MWC,0.41,0.054,0.69,0.484,0.416,0.253,0.477,0.246
2488,2024,4891191,Christian Anaya,WR,Western Illinois,,0.058,0.095,0.007,0.056,0.059,0.046,0.055,0.063
2489,2024,4891198,Tre Spivey,WR,Kansas State,B12,0.047,0.096,0.006,0.036,0.042,0.052,0.036,0.077
2490,2024,4891709,Barry White,TE,Alabama A&M,,0.033,0.067,0.0,0.047,0.018,0.031,0.034,0.032
2491,2024,4891852,Jordan Smart,WR,Ole Miss,SEC,0.014,0.025,0.0,0.0,0.0,0.091,0.019,0.0
2492,2024,4892055,Cam Pygatt,WR,Georgetown,,0.054,0.099,0.009,0.051,0.042,0.085,0.055,0.051
2493,2024,4892216,Quincy McDuffie,WR,Long Island University,,0.019,0.038,0.0,0.0,0.071,0.0,0.0,0.071
2494,2024,4892292,Connor Finer,TE,Kennesaw State,CUSA,0.016,0.043,0.0,0.0,0.0,0.058,0.0,0.038
2495,2024,4892437,Peyton Kramer,WR,Tarleton State,,0.02,0.05,0.0,0.037,0.0,0.0,0.027,0.0
2496,2024,4892466,NyGhee Lolley,WR,Delaware State,,0.067,0.125,0.007,0.066,0.052,0.078,0.067,0.067
2497,2024,4892576,Jamaal Pritchett,WR,South Alabama,SBC,0.118,0.24,0.003,0.126,0.114,0.106,0.101,0.159
2498,2024,4892983,Terrell Timmons Jr.,WR,Colorado,B12,0.017,0.025,0.0,0.035,0.0,0.0,0.026,0.0
2499,2024,4893047,Tyler Wilkins,WR,Morgan State,,0.016,0.038,0.0,0.045,0.0,0.0,0.029,0.0
2500,2024,4893657,Gavin Wimsatt,QB,Kentucky,SEC,0.174,0.192,0.159,0.121,0.228,0.194,0.152,0.218
2501,2024,4893710,Jalen Geer,WR,Princeton,,0.034,0.065,0.0,0.022,0.037,0.044,0.018,0.065
2502,2024,4893718,Xavier Leigh,RB,Sacred Heart,INDAA,0.154,0.049,0.221,0.16,0.159,0.135,0.156,0.151
2503,2024,4893719,Blaine McAllister,QB,Princeton,,0.161,0.156,0.174,0.11,0.194,0.233,0.14,0.194
2504,2024,4893724,Trey Eberhart III,RB,Sacred Heart,INDAA,0.02,0.0,0.04,0.05,0.0,0.0,0.037,0.0
2505,2024,4893731,John Volker,RB,Princeton,,0.175,0.041,0.333,0.233,0.156,0.106,0.215,0.103
2506,2024,4893733,Matthew Mahoney,WR,Princeton,,0.024,0.045,0.0,0.026,0.042,0.0,0.021,0.03
2507,2024,4893738,Luke Colella,WR,Princeton,,0.105,0.194,0.008,0.091,0.108,0.128,0.093,0.125
2508,2024,4893748,Connor Hulstein,TE,Princeton,,0.028,0.054,0.0,0.013,0.017,0.079,0.009,0.066
2509,2024,4893750,Tyler Picinic,TE,Princeton,,0.043,0.068,0.0,0.0,0.0,0.133,0.024,0.069
2510,2024,4893754,Simon Brackin,TE,Princeton,,0.018,0.037,0.0,0.02,0.026,0.0,0.012,0.03
2511,2024,4893815,JaMario Clements,RB,Duquesne,,0.207,0.006,0.397,0.248,0.258,0.07,0.254,0.111
2512,2024,4893852,Ty Stylski,RB,Dayton,,0.063,0.012,0.107,0.095,0.068,0.0,0.067,0.056
2513,2024,4894449,Miller McCrumby,TE,Arkansas State,SBC,0.02,0.039,0.0,0.009,0.047,0.0,0.008,0.046
2514,2024,4894451,Brennan Parachek,TE,Michigan State,B1G,0.021,0.041,0.0,0.025,0.033,0.0,0.02,0.024
2515,2024,4894661,Durell Robinson,RB,UConn,Ind,0.143,0.037,0.234,0.151,0.131,0.149,0.156,0.115
2516,2024,4896057,Chance Miller,WR,Portland State,,0.029,0.072,0.0,0.029,0.016,0.029,0.026,0.036
2517,2024,4896113,DJ Nelson,TE,Alabama A&M,,0.038,0.081,0.004,0.042,0.023,0.053,0.035,0.046
2518,2024,4896167,Jake Johnson,QB,Austin Peay,,0.063,0.115,0.027,0.052,0.048,0.08,0.067,0.053
2519,2024,4896184,C.J. Henry,QB,Delaware State,,0.238,0.403,0.06,0.173,0.268,0.295,0.213,0.281
2520,2024,4896289,Gavin Freeman,WR,Oklahoma State,B12,0.03,0.048,0.0,0.034,0.049,0.0,0.023,0.044
2521,2024,4896389,Louis Brown,WR,San Diego State,MWC,0.072,0.147,0.0,0.071,0.084,0.061,0.06,0.092
2522,2024,4896391,Sean Wilson,WR,Virginia,ACC,0.034,0.058,0.0,0.055,0.024,0.016,0.048,0.01
2523,2024,4896653,Ryan Corbett,WR,Colgate,,0.017,0.034,0.0,0.038,0.0,0.0,0.027,0.0
2524,2024,4897730,Braylon McReynolds,RB,South Alabama,SBC,0.081,0.025,0.127,0.095,0.09,0.024,0.094,0.033
2525,2024,4898018,Josh Sapp,TE,Clemson,ACC,0.014,0.024,0.0,0.012,0.016,0.015,0.008,0.028
2526,2024,4898646,Keshawn Brown,WR,Massachusetts,Ind,0.029,0.056,0.0,0.0,0.048,0.059,0.0,0.077
2527,2024,4899046,Brendan Sorsby,QB,Cincinnati,B12,0.603,0.978,0.228,0.516,0.631,0.761,0.533,0.767
2528,2024,4899137,Johnny Thompson Jr.,RB,Kansas,B12,0.079,0.0,0.119,0.103,0.095,0.0,0.094,0.0
2529,2024,4899361,Kedrick Reescano,RB,Arizona,B12,0.11,0.017,0.249,0.111,0.136,0.076,0.127,0.08
2530,2024,4899366,Semaj Morgan,WR,Michigan,B1G,0.057,0.113,0.017,0.052,0.049,0.069,0.052,0.065
2531,2024,4899368,Kendrick Raphael,RB,NC State,ACC,0.11,0.021,0.208,0.12,0.128,0.071,0.12,0.087
2532,2024,4899369,Christopher Vizzina,QB,Clemson,ACC,0.088,0.14,0.031,0.06,0.081,0.175,0.065,0.151
2533,2024,4899468,Kaden Anderson,QB,Wyoming,MWC,0.232,0.452,0.058,0.239,0.202,0.267,0.226,0.244
2534,2024,4899470,Ja'Koby Banks,WR,Memphis,AAC,0.031,0.019,0.047,0.043,0.024,0.024,0.033,0.026
2535,2024,4899472,Chris Culliver,WR,North Carolina,ACC,0.033,0.056,0.006,0.033,0.035,0.033,0.028,0.042
2536,2024,4899668,Nathan Jones,TE,Minnesota,B1G,0.014,0.029,0.0,0.0,0.0,0.091,0.0,0.059
2537,2024,4899704,Jordan King,WR,California,ACC,0.023,0.04,0.0,0.037,0.014,0.0,0.025,0.016
2538,2024,4900025,Kanye Roberts,RB,App State,SBC,0.166,0.022,0.33,0.179,0.189,0.115,0.181,0.139
2539,2024,4900146,Cartevious Norton,RB,Charlotte,AAC,0.184,0.006,0.39,0.223,0.195,0.108,0.239,0.082
2540,2024,4900146,Cartevious Norton,RB,Charlotte,,0.184,0.006,0.39,0.223,0.195,0.108,0.239,0.082
2541,2024,4900152,Zyion Claville,WR,Texas Southern,,0.047,0.083,0.0,0.0,0.083,0.1,0.069,0.0
2542,2024,4900351,Noah Bennee,TE,Weber State,,0.019,0.043,0.0,0.023,0.021,0.011,0.021,0.014
2543,2024,4900640,Kyle Parker,WR,LSU,SEC,0.02,0.032,0.0,0.01,0.03,0.027,0.013,0.038
2544,2024,4900771,Marquis Gillis,RB,Delaware State,,0.048,0.029,0.08,0.0,0.158,0.0,0.053,0.042
2545,2024,4900879,Jacquon Gibson,WR,Massachusetts,Ind,0.04,0.094,0.0,0.023,0.064,0.046,0.024,0.077
2546,2024,4900903,Senika McKie,WR,Coastal Carolina,SBC,0.035,0.081,0.0,0.03,0.037,0.033,0.03,0.045
2547,2024,4900934,Stephen Kittleman,QB,Tulsa,AAC,0.034,0.033,0.036,0.049,0.021,0.029,0.045,0.017
2548,2024,4905244,Andrew Savaiinaea,TE,Nevada,MWC,0.03,0.052,0.0,0.034,0.048,0.0,0.029,0.034
2549,2024,4905594,Jawaun Northington,RB,Murray State,,0.162,0.031,0.265,0.157,0.179,0.14,0.173,0.141
2550,2024,4905609,Fredrick Moore,WR,Michigan,B1G,0.039,0.078,0.017,0.016,0.056,0.058,0.023,0.071
2551,2024,4906094,Nick Munson,WR,Ball State,MAC,0.016,0.023,0.0,0.0,0.024,0.034,0.0,0.042
2552,2024,4907543,Marcus Sanders Jr.,WR,Georgia Southern,SBC,0.019,0.029,0.008,0.029,0.006,0.02,0.02,0.018
2553,2024,4907573,Dalen Cobb,WR,Georgia Southern,SBC,0.072,0.117,0.022,0.083,0.071,0.056,0.066,0.084
2554,2024,4907671,Anthony Evans III,WR,Georgia,SEC,0.037,0.048,0.021,0.063,0.018,0.015,0.04,0.029
2555,2024,4907735,Michael Buckley,WR,New Mexico,MWC,0.06,0.111,0.0,0.063,0.048,0.08,0.053,0.077
2556,2024,4907786,Rocky Beers,TE,Florida International,CUSA,0.068,0.125,0.0,0.045,0.1,0.077,0.083,0.043
2557,2024,4909483,Jordin Parker,WR,Western Michigan,MAC,0.037,0.073,0.01,0.038,0.018,0.077,0.031,0.052
2558,2024,4909541,Ty Harding,WR,Massachusetts,Ind,0.041,0.093,0.006,0.048,0.029,0.029,0.036,0.051
2559,2024,4910238,Keyshaun Pipkin,WR,Northern Illinois,MAC,0.015,0.032,0.0,0.022,0.015,0.0,0.014,0.019
2560,2024,4910239,Justus Ross-Simmons,WR,Syracuse,ACC,0.024,0.041,0.0,0.029,0.025,0.014,0.027,0.018
2561,2024,4910682,Jamal Hailey,RB,Western Michigan,MAC,0.036,0.0,0.058,0.049,0.037,0.0,0.05,0.0
2562,2024,4910711,Justin Holmes,TE,Marshall,SBC,0.016,0.031,0.0,0.0,0.05,0.0,0.029,0.0
2563,2024,4911851,Lequint Allen,RB,Syracuse,ACC,0.298,0.118,0.601,0.373,0.295,0.158,0.352,0.179
2564,2024,4911888,Mike Higgins,TE,Rutgers,B1G,0.021,0.042,0.0,0.021,0.039,0.0,0.012,0.041
2565,2024,4911906,Kanen Hamlett,TE,App State,SBC,0.019,0.041,0.0,0.0,0.042,0.027,0.022,0.014
2566,2024,4911914,Andrew Paul,RB,Jacksonville State,CUSA,0.056,0.004,0.082,0.063,0.045,0.039,0.064,0.032
2567,2024,4911929,Alonza Barnett,QB,James Madison,SBC,0.583,0.992,0.224,0.518,0.545,0.768,0.52,0.721
2568,2024,4911932,Joshua Thompson,WR,Georgia Southern,SBC,0.021,0.038,0.0,0.045,0.0,0.0,0.033,0.0
2569,2024,4911961,Jack Lausch,QB,Northwestern,B1G,0.608,0.889,0.252,0.549,0.614,0.712,0.537,0.742
2570,2024,4911971,Jahiem White,RB,West Virginia,B12,0.186,0.048,0.295,0.233,0.191,0.119,0.215,0.129
2571,2024,4912041,Kendrick Rucker,TE,Louisiana Tech,CUSA,0.014,0.033,0.0,0.0,0.0,0.063,0.0,0.045
2572,2024,4912052,Justin Joly,TE,NC State,ACC,0.057,0.112,0.0,0.035,0.074,0.047,0.048,0.078
2573,2024,4912067,Chase Sowell,WR,East Carolina,AAC,0.059,0.117,0.004,0.041,0.069,0.089,0.043,0.095
2574,2024,4912119,Tucker Kilcrease,QB,Troy,SBC,0.254,0.319,0.193,0.207,0.255,0.307,0.218,0.325
2575,2024,4912119,Tucker Kilcrease,QB,Troy,,0.254,0.319,0.193,0.207,0.255,0.307,0.218,0.325
2576,2024,4912130,Trell Harris,WR,Virginia,ACC,0.056,0.103,0.0,0.051,0.07,0.019,0.058,0.051
2577,2024,4912135,Justius Lowe,WR,Oregon,B1G,0.043,0.082,0.0,0.067,0.022,0.018,0.049,0.026
2578,2024,4912164,Jordyn Williams,WR,Central Michigan,MAC,0.045,0.084,0.0,0.045,0.048,0.024,0.063,0.0
2579,2024,4912186,Trey Johnson,WR,Bowling Green,MAC,0.016,0.033,0.0,0.0,0.056,0.0,0.0,0.063
2580,2024,4912218,Cyrus Allen,WR,Texas A&M,SEC,0.04,0.095,0.0,0.033,0.047,0.049,0.027,0.068
2581,2024,4912240,Tylan Hines,RB,Hawai'i,MWC,0.081,0.046,0.144,0.087,0.102,0.034,0.092,0.06
2582,2024,4912254,Jordan McCants,WR,Jacksonville State,CUSA,0.024,0.062,0.002,0.025,0.028,0.017,0.018,0.039
2583,2024,4912265,J.C. Sivley,TE,UAB,AAC,0.01,0.016,0.0,0.0,0.032,0.0,0.014,0.0
2584,2024,4912275,Christian Washington,RB,Coastal Carolina,SBC,0.16,0.015,0.265,0.2,0.158,0.087,0.182,0.116
2585,2024,4912281,Taven Curry,RB,UL Monroe,SBC,0.078,0.018,0.113,0.055,0.048,0.151,0.068,0.098
2586,2024,4912286,Iverson Hooks,WR,UAB,AAC,0.042,0.068,0.0,0.063,0.041,0.013,0.043,0.041
2587,2024,4912342,Wayne Knight,RB,James Madison,SBC,0.102,0.037,0.158,0.095,0.131,0.087,0.096,0.115
2588,2024,4912346,Jayden Mines,WR,James Madison,SBC,0.014,0.0,0.024,0.031,0.0,0.0,0.022,0.0
2589,2024,4912361,Devan Williams,WR,Houston,B12,0.028,0.066,0.003,0.014,0.032,0.046,0.021,0.042
2590,2024,4912453,Lucky Sutton,RB,San Diego State,MWC,0.028,0.0,0.059,0.011,0.031,0.022,0.014,0.051
2591,2024,4912647,Austin Novosad,QB,Oregon,B1G,0.03,0.069,0.0,0.0,0.0,0.091,0.037,0.0
2592,2024,4912864,Raheim Jeter,QB,East Carolina,AAC,0.016,0.0,0.028,0.0,0.0,0.067,0.0,0.045
2593,2024,4913159,Jaylen Anderson,RB,West Virginia,B12,0.036,0.01,0.051,0.035,0.045,0.033,0.04,0.029
2594,2024,4913758,Dijon Jennings,QB,Weber State,,0.036,0.018,0.054,0.043,0.041,0.021,0.034,0.04
2595,2024,4914830,Easton Messer,WR,Western Kentucky,CUSA,0.081,0.136,0.017,0.077,0.072,0.101,0.071,0.102
2596,2024,4914980,Cole Turner,WR,Clemson,ACC,0.031,0.047,0.013,0.026,0.039,0.027,0.031,0.031
2597,2024,4915376,Jackson McGohan,TE,Wisconsin,B1G,0.014,0.031,0.0,0.0,0.042,0.0,0.019,0.0
