,season,playerId,player,position,team,conference,category,ATT,COMPLETIONS,INT,PCT,TD,YDS,YPA,week
360,2025,5144959,Drake Lindsey,QB,Minnesota,Big Ten,passing,44,27,1,0.614,3,429,9.8,1
361,2025,5145396,Miles O'Neill,QB,Texas A&M,SEC,passing,7,4,1,0.571,1,101,14.4,1
362,2025,5146355,AJ Hairston,QB,Massachusetts,Mid-American,passing,4,3,0,0.750,0,28,7.0,1
363,2025,5146575,Graham Knowles,QB,Georgia Tech,ACC,passing,1,1,0,1.000,1,84,84.0,1
364,2025,5146661,Daniel Beale,QB,Louisiana,Sun Belt,passing,28,14,0,0.500,1,86,3.1,1
365,2025,5146667,Khristian Martin,QB,Maryland,Big Ten,passing,5,1,0,0.200,0,10,2.0,1
366,2025,5146670,Alessio Milivojevic,QB,Michigan State,Big Ten,passing,1,0,1,0.000,0,0,0.0,1
367,2025,5146713,Locklan Hewlett,QB,South Florida,American Athletic,passing,1,1,0,1.000,1,45,45.0,1
368,2025,5146824,Tavien St. Clair,QB,Ohio State,Big Ten,passing,2,0,0,0.000,0,0,0.0,1
369,2025,5147067,Chris Dietrich,QB,Bucknell,Patriot,passing,6,6,0,1.000,0,43,7.2,1
370,2025,5148427,Landyn Locke,QB,Sam Houston,Conference USA,passing,10,6,0,0.600,1,68,6.8,1
371,2025,5148803,Brad Jackson,QB,Texas State,Sun Belt,passing,46,30,1,0.652,5,500,10.9,1
372,2025,5148858,Jared Hollins,QB,South Alabama,Sun Belt,passing,1,1,0,1.000,0,8,8.0,1
373,2025,5149056,Jadyn Glasser,QB,Central Michigan,Mid-American,passing,9,7,0,0.778,0,78,8.7,1
374,2025,5150297,Cale Hellums,QB,Army,American Athletic,passing,15,8,0,0.533,1,45,3.0,1
375,2025,5150460,John Neider,WR,UConn,FBS Independents,passing,1,1,0,1.000,1,15,15.0,1
376,2025,5150611,Jake Retzlaff,QB,Tulane,American Athletic,passing,55,31,0,0.564,2,277,5.0,1
377,2025,5150663,Champ Long,QB,North Carolina A&T,CAA,passing,16,8,1,0.500,0,67,4.2,1
378,2025,5150680,Max Shikenjanski,QB,Minnesota,Big Ten,passing,5,4,0,0.800,1,80,16.0,1
379,2025,5150835,Michael Grant,QB,Florida State,ACC,passing,1,1,0,1.000,0,14,14.0,1
380,2025,5150998,Blake Baker,QB,Louisiana Tech,Conference USA,passing,8,3,0,0.375,1,46,5.8,1
381,2025,5151060,Cole Ballard,QB,Kansas,Big 12,passing,6,2,0,0.333,0,38,6.3,1
382,2025,5151171,Will Burns,QB,Southern Utah,UAC,passing,2,2,0,1.000,0,36,18.0,1
383,2025,5151291,Cash Mccollum,QB,Weber State,Big Sky,passing,2,0,0,0.000,0,0,0.0,1
384,2025,5151316,Brandon Tennison,QB,UTSA,American Athletic,passing,2,2,0,1.000,1,49,24.5,1
385,2025,5151339,Anthony Garcia,QB,Utah State,Mountain West,passing,1,1,0,1.000,1,3,3.0,1
386,2025,5151366,Gunnar Gray,QB,Buffalo,Mid-American,passing,2,1,1,0.500,0,0,0.0,1
387,2025,5151407,Jack Jacobs,QB,East Texas A&M,Southland,passing,3,2,0,0.667,0,43,14.3,1
388,2025,5151506,Josh Holst,QB,Northern Illinois,Mid-American,passing,40,26,1,0.650,0,192,4.8,1
389,2025,5151618,Kirk Francis,QB,Tulsa,American Athletic,passing,54,33,1,0.611,2,318,5.9,1
390,2025,5151696,RJ Johnson III,QB,Florida A&M,SWAC,passing,28,18,0,0.643,2,222,7.9,1
391,2025,5151948,Joey Aguilar,QB,Tennessee,SEC,passing,59,39,0,0.661,5,535,9.1,1
392,2025,5152064,Caleb Koger,QB,Central Arkansas,UAC,passing,3,3,0,1.000,0,13,4.3,1
393,2025,5152110,Nate Bell,QB,Eastern Washington,Big Sky,passing,10,5,2,0.500,0,74,7.4,1
394,2025,5152118,Jared Taylor,QB,Eastern Washington,Big Sky,passing,66,35,0,0.530,0,285,4.3,1
395,2025,5153708,Keali'i Ah Yat,QB,Montana,Big Sky,passing,24,14,2,0.583,2,250,10.4,1
396,2025,5153782,Amari Odom,QB,Kennesaw State,Conference USA,passing,16,10,1,0.625,0,176,11.0,1
397,2025,5153845,Zach Marker,QB,Delaware,Conference USA,passing,8,3,0,0.375,0,21,2.6,1
398,2025,5153846,Nick Minicucci,QB,Delaware,Conference USA,passing,72,46,1,0.639,4,563,7.8,1
399,2025,5154277,Cole Feuerbacher,QB,Missouri State,Conference USA,passing,4,4,0,1.000,0,12,3.0,1
400,2025,5154881,Bryce Schondelmyer,QB,Dayton,Pioneer,passing,53,32,0,0.604,4,371,7.0,1
401,2025,5154910,Robert Coleman,QB,Lamar,Southland,passing,24,13,1,0.542,0,88,3.7,1
402,2025,5154911,Aiden McCown,QB,Lamar,Southland,passing,3,0,0,0.000,0,0,0.0,1
403,2025,5154962,Kamden Sixkiller,QB,Campbell,CAA,passing,58,35,0,0.603,1,265,4.6,1
404,2025,5155100,Jeff Hoenstine,QB,St. Francis (PA),NEC,passing,8,4,0,0.500,0,18,2.3,1
405,2025,5155321,Elijah Owens,QB,Indiana State,MVFC,passing,37,28,1,0.757,3,317,8.6,1
406,2025,5155528,Jerry Kaminski,QB,North Dakota,MVFC,passing,59,37,0,0.627,5,395,6.7,1
407,2025,5155579,Cameron Flowers,WR,Western Kentucky,Conference USA,passing,1,1,0,1.000,0,39,39.0,1
408,2025,5155864,Julian Dugger,QB,Washington State,Pac-12,passing,1,0,0,0.000,0,0,0.0,1
409,2025,5156292,Czavian Teasett,QB,Grambling,SWAC,passing,40,29,1,0.725,3,258,6.5,1
410,2025,5156751,Drew VanVleet,QB,Dayton,Pioneer,passing,5,3,0,0.600,1,43,8.6,1
411,2025,5156755,Gavin Lochow,WR,Dayton,Pioneer,passing,1,1,0,1.000,0,18,18.0,1
412,2025,5156994,Trey Drake,QB,North Dakota State,MVFC,passing,1,1,0,1.000,0,4,4.0,1
413,2025,5157481,Collin Hurst,QB,Presbyterian,Pioneer,passing,79,51,4,0.646,6,578,7.3,1
414,2025,5157537,Caron Tyler,QB,Valparaiso,Pioneer,passing,7,5,0,0.714,1,57,8.1,1
415,2025,5158127,Landon Graves,QB,UL Monroe,Sun Belt,passing,7,4,0,0.571,1,55,7.9,1
416,2025,5158343,Braxton Woodson,QB,Navy,American Athletic,passing,7,3,0,0.429,0,26,3.7,1
417,2025,5158446,Brock Thomas,QB,Oregon,Big Ten,passing,1,0,0,0.000,0,0,0.0,1
418,2025,5159016,Julian Lewis,QB,Colorado,Big 12,passing,4,2,0,0.500,0,8,2.0,1
419,2025,5159275,Xavier Rice,QB,Duquesne,NEC,passing,2,1,0,0.500,0,2,1.0,1
420,2025,5159350,Dylan Mauro,P,UC Davis,Big Sky,passing,1,1,0,1.000,0,27,27.0,1
421,2025,5159360,James Tyre,WR,Western Carolina,Southern,passing,1,0,0,0.000,0,0,0.0,1
422,2025,5159361,Bennett Judy,QB,Western Carolina,Southern,passing,59,33,2,0.559,2,306,5.2,1
423,2025,5160730,Max Cutforth,QB,Boise State,Mountain West,passing,5,3,0,0.600,0,33,6.6,1
424,2025,5162103,Brian Trobel,RB,Mercyhurst,NEC,passing,1,1,0,1.000,0,11,11.0,1
425,2025,5163745,Jalyn Gramstad,QB,Nebraska,Big Ten,passing,2,2,0,1.000,0,2,1.0,1
426,2025,5164313,Jaron-Keawe Sagapolutele,QB,California,ACC,passing,67,46,1,0.687,3,493,7.4,1
427,2025,5164314,Scotty Fox Jr.,QB,West Virginia,Big 12,passing,1,1,0,1.000,0,8,8.0,1
428,2025,5164316,Alex Manske,QB,Iowa State,Big 12,passing,5,4,0,0.800,0,28,5.6,1
429,2025,5164721,Zolten Osbourne,QB,Charleston Southern,Big South-OVC,passing,38,18,2,0.474,0,109,2.9,1
430,2025,5165884,Dom Nankil,QB,San Diego,Pioneer,passing,46,25,0,0.543,2,266,5.8,1
431,2025,5165911,John Michalski,QB,Sacred Heart,FCS Independents,passing,27,13,1,0.481,0,132,4.9,1
432,2025,5166308,Adam Jones,RB,Montana State,Big Sky,passing,1,1,0,1.000,0,16,16.0,1
433,2025,5168665,Chandler Wilson,QB,VMI,Southern,passing,5,1,0,0.200,0,1,0.2,1
434,2025,5168808,Jordan Davis,QB,Texas Southern,SWAC,passing,1,1,0,1.000,0,3,3.0,1
435,2025,5169036,Gavin Rutherford,QB,Stephen F. Austin,Southland,passing,8,5,1,0.625,1,56,7.0,1
436,2025,5171031,Matt Vezza,QB,New Hampshire,CAA,passing,38,21,2,0.553,2,315,8.3,1
437,2025,5172036,JC Evans,QB,James Madison,Sun Belt,passing,1,0,0,0.000,0,0,0.0,1
438,2025,5172415,Dez Thomas II,QB,Georgetown,Patriot,passing,11,7,0,0.636,1,132,12.0,1
439,2025,5189530,Joseph Williams,WR,Colorado,Big 12,passing,1,0,0,0.000,0,0,0.0,1
440,2025,5191162,Alberto Mendoza,QB,Indiana,Big Ten,passing,3,3,0,1.000,1,35,11.7,1
441,2025,5193343,Jim Ogle,QB,Murray State,MVFC,passing,74,47,4,0.635,2,480,6.5,1
442,2025,5193346,Quinn Henicle,QB,Old Dominion,Sun Belt,passing,5,3,0,0.600,0,20,4.0,1
443,2025,5193926,Cameran Brown,QB,Georgia State,Sun Belt,passing,26,16,0,0.615,1,156,6.0,1
444,2025,5194626,Roman Gagliano,QB,Middle Tennessee,Conference USA,passing,1,1,0,1.000,0,5,5.0,1
445,2025,5195300,Matt Zollers,QB,Missouri,SEC,passing,3,3,0,1.000,1,58,19.3,1
446,2025,5196864,Rodney Tisdale Jr.,QB,Western Kentucky,Conference USA,passing,8,6,0,0.750,1,94,11.8,1
447,2025,5203716,Ethan Drumm,QB,Wofford,Southern,passing,25,12,0,0.480,0,111,4.4,1
448,2025,5208095,Mason Heintschel,QB,Pittsburgh,ACC,passing,4,3,0,0.750,0,36,9.0,1
449,2025,5212641,Weston Bryan,QB,Georgia Southern,Sun Belt,passing,1,1,0,1.000,1,32,32.0,1
450,2025,5212705,Brady Stober,QB,Samford,Southern,passing,20,13,0,0.650,0,131,6.6,1
451,2025,5215248,Jordan Magwood,QB,Florida Atlantic,American Athletic,passing,1,1,0,1.000,0,18,18.0,1
452,2025,5215310,Chaston Ditta,QB,East Carolina,American Athletic,passing,4,3,0,0.750,1,36,9.0,1
453,2025,5219586,Anthony Grigsby Jr.,QB,Cal Poly,Big Sky,passing,22,11,1,0.500,1,144,6.5,1
454,2025,5219668,Michael Valentino,QB,Florida Atlantic,American Athletic,passing,1,0,0,0.000,0,0,0.0,1
455,2025,5219834,Drew Mestemaker,QB,North Texas,American Athletic,passing,65,42,0,0.646,5,553,8.5,1
456,2025,5219898,Drew Devillier,QB,Rice,American Athletic,passing,1,1,0,1.000,0,1,1.0,1
457,2025,5220424,Hunter Watson,QB,Sam Houston,Conference USA,passing,52,30,1,0.577,0,310,6.0,1
458,2025,5220782,Brandon Nunez,QB,Mississippi Valley State,SWAC,passing,18,6,2,0.333,0,153,8.5,1
459,2025,5223107,Quentin Hayes,QB,The Citadel,Southern,passing,5,2,0,0.400,1,27,5.4,1
460,2025,5223108,Josh Johnson,QB,Air Force,Mountain West,passing,7,4,0,0.571,2,112,16.0,1
461,2025,5223904,Jackson Akins,QB,Cal Poly,Big Sky,passing,4,2,0,0.500,0,4,1.0,1
462,2025,5224011,Baylor Hayes,QB,Tulsa,American Athletic,passing,17,14,1,0.824,1,135,7.9,1
463,2025,5224084,Trey Hedden,QB,Furman,Southern,passing,69,50,2,0.725,2,442,6.4,1
464,2025,5224094,Gavin Hall,RB,Furman,Southern,passing,1,0,0,0.000,0,0,0.0,1
465,2025,5224320,Jared Echols,QB,Charleston Southern,Big South-OVC,passing,1,1,0,1.000,0,19,19.0,1
466,2025,5224464,Jarrin Alley,QB,Butler,Pioneer,passing,10,8,0,0.800,0,62,6.2,1
467,2025,5224535,Casey Bullock,QB,Davidson,Pioneer,passing,19,9,0,0.474,0,74,3.9,1
468,2025,5224562,Bronson Barben,QB,Utah Tech,UAC,passing,46,27,4,0.587,1,283,6.2,1
469,2025,5224789,Landen Clark,QB,Elon,CAA,passing,40,25,0,0.625,3,348,8.7,1
470,2025,5225271,Connor Wolf,QB,Eastern Illinois,Big South-OVC,passing,13,9,0,0.692,0,112,8.6,1
471,2025,5225341,JoJo Crump,QB,VMI,Southern,passing,3,0,0,0.000,0,0,0.0,1
472,2025,5225414,Ty Pennington,QB,Northern Arizona,Big Sky,passing,63,43,1,0.683,2,433,6.9,1
473,2025,5225416,Tay Lanier,WR,Colorado State,Mountain West,passing,1,1,0,1.000,0,9,9.0,1
474,2025,5225418,Lathan Boone,QB,Northern Arizona,Big Sky,passing,7,4,1,0.571,0,38,5.4,1
475,2025,5225612,Eric Handley,QB,Alabama A&M,SWAC,passing,10,6,0,0.600,0,36,3.6,1
476,2025,5225648,Pops Battle,QB,Lindenwood,Big South-OVC,passing,1,0,0,0.000,0,0,0.0,1
477,2025,5225700,Jack Snyder,QB,Sacred Heart,FCS Independents,passing,20,14,0,0.700,0,94,4.7,1
478,2025,5225799,Jason Penza,QB,Lafayette,Patriot,passing,4,4,0,1.000,0,23,5.8,1
479,2025,5225837,Jordan Barton,QB,Wagner,NEC,passing,4,3,0,0.750,0,35,8.8,1
480,2025,5225902,Hayden Johnson,QB,Lehigh,Patriot,passing,41,23,3,0.561,2,264,6.4,1
481,2025,5225903,Matt Machalik,QB,Lehigh,Patriot,passing,1,1,0,1.000,0,8,8.0,1
482,2025,5225940,Chase Spellman,QB,Drake,Pioneer,passing,16,14,1,0.875,2,233,14.6,1
483,2025,5226019,Caden Pinnick,QB,UC Davis,Big Sky,passing,47,29,2,0.617,4,303,6.4,1
484,2025,5226265,Brennan Myer,QB,Bryant,CAA,passing,77,42,3,0.545,3,505,6.6,1
485,2025,5226365,Alex Flores,QB,McNeese,Southland,passing,6,3,0,0.500,0,30,5.0,1
486,2025,5226397,Kael Alexander,QB,Stetson,Pioneer,passing,40,27,1,0.675,4,500,12.5,1
487,2025,5226398,Gunner Chenier,QB,Stetson,Pioneer,passing,4,2,0,0.500,0,21,5.3,1
488,2025,5226585,Abram Johnston,QB,Northwestern State,Southland,passing,29,15,3,0.517,1,95,3.3,1
489,2025,5226768,Braxton Thomas,QB,North Carolina A&T,CAA,passing,13,11,0,0.846,1,169,13.0,1
490,2025,5227106,Logan Kushner,QB,Duquesne,NEC,passing,11,9,0,0.818,0,83,7.5,1
491,2025,5227302,Jack Stevens,QB,Wagner,NEC,passing,41,26,2,0.634,1,192,4.7,1
492,2025,5227425,Parker Stofa,QB,Jackson State,SWAC,passing,1,0,1,0.000,0,0,0.0,1
493,2025,5227430,Kobe Muasau,QB,Morgan State,MEAC,passing,50,31,2,0.620,1,370,7.4,1
494,2025,5227557,Alex Gevaudan,QB,Mercyhurst,NEC,passing,5,4,1,0.800,0,23,4.6,1
495,2025,5227561,Braydon Black,WR,Mercyhurst,NEC,passing,1,0,0,0.000,0,0,0.0,1
496,2025,5227565,Adam Urena,QB,Mercyhurst,NEC,passing,76,54,2,0.711,4,655,8.6,1
497,2025,5227681,Cameron Peters,QB,Prairie View A&M,SWAC,passing,54,30,1,0.556,1,359,6.6,1
498,2025,5227685,Rodny Ojo,WR,Prairie View A&M,SWAC,passing,1,1,0,1.000,0,25,25.0,1
499,2025,5227699,Beckham Pellant,QB,Illinois State,MVFC,passing,16,8,0,0.500,1,73,4.6,1
500,2025,5227786,Jake Curry,QB,Southern Illinois,MVFC,passing,5,2,0,0.400,0,11,2.2,1
501,2025,5230073,Cobey Thompkins,QB,The Citadel,Southern,passing,14,10,0,0.714,1,163,11.6,1
502,2025,5230099,Will Madonna,QB,East Texas A&M,Southland,passing,18,8,2,0.444,0,70,3.9,1
503,2025,5230240,Mason Bray,QB,Arizona,Big 12,passing,2,1,0,0.500,0,22,11.0,1
504,2025,5231037,Isaac Lee,QB,Western Carolina,Southern,passing,19,11,0,0.579,1,131,6.9,1
505,2025,5231101,Jonathan Palmer,QB,Tennessee State,Big South-OVC,passing,34,16,1,0.471,1,161,4.7,1
506,2025,5232131,KJ Cooper,QB,Texas Southern,SWAC,passing,51,30,1,0.588,1,269,5.3,1
507,2025,5233879,Josh Brown,QB,Mississippi Valley State,SWAC,passing,44,22,1,0.500,2,259,5.9,1
508,2025,5238868,Liam Szarka,QB,Air Force,Mountain West,passing,2,2,0,1.000,0,47,23.5,1
509,2025,5294263,Byrd Ficklin,QB,Utah,Big 12,passing,4,4,0,1.000,0,53,13.3,1
510,2025,5295238,Luke Weaver,QB,Hawai'i,Mountain West,passing,60,35,3,0.583,3,360,6.0,1
511,2025,5295814,Tramell Jones Jr.,QB,Florida,SEC,passing,18,12,0,0.667,2,131,7.3,1
512,2025,5295969,Brady Hart,QB,Texas A&M,SEC,passing,1,0,0,0.000,0,0,0.0,1
513,2025,5296163,Brady Jones,QB,Western Michigan,Mid-American,passing,27,13,1,0.481,0,109,4.0,1
514,2025,5296376,Trey Kukuk,QB,Louisiana Tech,Conference USA,passing,37,26,0,0.703,1,180,4.9,1
515,2025,5296411,Stanley Anderson-Lofton,QB,Middle Tennessee,Conference USA,passing,1,1,0,1.000,0,11,11.0,1
516,2025,5296610,Tama Amisone,QB,San José State,Mountain West,passing,1,0,0,0.000,0,0,0.0,1
517,2025,5296625,Landon Sims,QB,Wyoming,Mountain West,passing,3,3,0,1.000,0,23,7.7,1
518,2025,5298248,Lek Powell,QB,Charleston Southern,Big South-OVC,passing,2,1,0,0.500,0,15,7.5,1
519,2025,5298787,Byron McNair,QB,Tennessee State,Big South-OVC,passing,4,2,1,0.500,0,12,3.0,1
520,2025,5298853,Treynor Cleeland,QB,UC Davis,Big Sky,passing,3,2,0,0.667,0,26,8.7,1
521,2025,5298896,Will O'Dell,QB,Marist,Pioneer,passing,4,4,0,1.000,0,33,8.3,1
522,2025,5299305,Jalen Ferguson,QB,Campbell,CAA,passing,8,3,0,0.375,0,24,3.0,1
523,2025,5299364,Cason Carswell,QB,Western Illinois,Big South-OVC,passing,8,6,0,0.750,1,52,6.5,1
524,2025,5300202,JaShawn Todd,RB,St. Thomas (MN),Pioneer,passing,1,0,0,0.000,0,0,0.0,1
525,2025,5300315,DJ Smith,QB,Mercer,Southern,passing,36,22,1,0.611,1,154,4.3,1
526,2025,5300801,Eric Gibson Jr.,QB,Northern Colorado,Big Sky,passing,31,19,1,0.613,0,169,5.5,1
527,2025,5301056,Jy Walls,QB,North Carolina A&T,CAA,passing,4,2,0,0.500,0,14,3.5,1
528,2025,5301193,Terrell Russell,QB,Howard,MEAC,passing,1,0,0,0.000,0,0,0.0,1
529,2025,5301318,Garrett Sanford,DL,Murray State,MVFC,passing,1,1,0,1.000,0,5,5.0,1
530,2025,5301655,John Austin,QB,North Alabama,UAC,passing,1,0,0,0.000,0,0,0.0,1
531,2025,5301657,Andrew Indorf,QB,Towson,CAA,passing,49,32,0,0.653,4,373,7.6,1
532,2025,5301816,Jett Peddy,QB,Florida A&M,SWAC,passing,7,1,0,0.143,0,5,0.7,1
533,2025,5301817,RJ Johnson,QB,Florida A&M,SWAC,passing,32,17,0,0.531,0,183,5.7,1
534,2025,5301875,Jackson Byrd,QB,East Tennessee State,Southern,passing,1,1,0,1.000,0,6,6.0,1
535,2025,5301990,Jayden Whitaker,QB,Wofford,Southern,passing,21,6,0,0.286,0,56,2.7,1
536,2025,5302454,Eli Anderson,QB,Northwestern State,Southland,passing,4,3,0,0.750,0,13,3.3,1
537,2025,5303362,Christian Peters,QB,Arkansas-Pine Bluff,SWAC,passing,69,35,1,0.507,2,350,5.1,1
538,2025,4426688,Kaiden Bennett,QB,Delaware State,MEAC,passing,27,17,0,0.630,0,171,6.3,2
539,2025,4426847,Zach Calzada,QB,Kentucky,SEC,passing,30,15,0,0.500,0,149,5.0,2
540,2025,4427191,Dequan Finn,QB,Miami (OH),Mid-American,passing,22,14,1,0.636,0,251,11.4,2
541,2025,4427313,Ta'Quan Roberson,QB,Buffalo,Mid-American,passing,20,10,1,0.500,1,133,6.7,2
542,2025,4427455,Cade McNamara,QB,East Tennessee State,Southern,passing,18,11,0,0.611,1,85,4.7,2
543,2025,4427966,Maverick McIvor,QB,Western Kentucky,Conference USA,passing,38,23,1,0.605,2,235,6.2,2
544,2025,4429079,Luke Doty,WR,South Carolina,SEC,passing,1,0,0,0.000,0,0,0.0,2
545,2025,4429088,Drew Pyne,QB,Bowling Green,Mid-American,passing,36,29,0,0.806,1,274,7.6,2
546,2025,4429149,Brendon Lewis,QB,Memphis,American Athletic,passing,20,16,0,0.800,0,196,9.8,2
547,2025,4429191,Deuce Hogan,QB,Nicholls,Southland,passing,25,11,1,0.440,1,114,4.6,2
548,2025,4429463,Jacolby Criswell,QB,East Tennessee State,Southern,passing,12,7,0,0.583,0,76,6.3,2
549,2025,4429582,Joe Fagnano,QB,UConn,FBS Independents,passing,43,24,0,0.558,0,259,6.0,2
550,2025,4429801,Tucker Gleason,QB,Toledo,Mid-American,passing,12,7,0,0.583,2,155,12.9,2
551,2025,4430836,Chubba Purdy,QB,Nevada,Mountain West,passing,21,12,2,0.571,0,144,6.9,2
552,2025,4430841,Carson Beck,QB,Miami,ACC,passing,24,22,0,0.917,2,267,11.1,2
553,2025,4431018,Michael Chandler II,QB,Campbell,CAA,passing,3,1,0,0.333,0,2,0.7,2
554,2025,4431046,EJ Core,TE,Delaware State,MEAC,passing,1,1,0,1.000,0,-3,-3.0,2
555,2025,4431091,Ben Finley,QB,Akron,Mid-American,passing,21,7,0,0.333,0,54,2.6,2
556,2025,4431114,Ben Gulbranson,QB,Stanford,ACC,passing,32,17,2,0.531,0,142,4.4,2
557,2025,4431325,Taylen Green,QB,Arkansas,SEC,passing,26,17,2,0.654,4,239,9.2,2
558,2025,4431387,Evan Simon,QB,Temple,American Athletic,passing,10,8,0,0.800,3,174,17.4,2
559,2025,4431416,Kiael Kelly,QB,Ball State,Mid-American,passing,16,10,0,0.625,0,71,4.4,2
560,2025,4431465,Behren Morton,QB,Texas Tech,Big 12,passing,26,18,0,0.692,3,258,9.9,2
561,2025,4431580,Miller Moss,QB,Louisville,ACC,passing,23,13,0,0.565,1,151,6.6,2
562,2025,4431633,Will Crowder,QB,Troy,Sun Belt,passing,31,19,3,0.613,1,223,7.2,2
563,2025,4431948,TJ Finley,QB,Georgia State,Sun Belt,passing,29,21,1,0.724,0,201,6.9,2
564,2025,4432722,Athan Kaliakmanis,QB,Rutgers,Big Ten,passing,36,26,0,0.722,4,259,7.2,2
565,2025,4432759,Sawyer Robertson,QB,Baylor,Big 12,passing,50,34,0,0.680,4,440,8.8,2
566,2025,4432767,Preston Stone,QB,Northwestern,Big Ten,passing,29,21,0,0.724,3,245,8.4,2
567,2025,4432803,Kaidon Salter,QB,Colorado,Big 12,passing,16,13,0,0.813,0,102,6.4,2
568,2025,4433829,Mitch Griffis,QB,Texas Tech,Big 12,passing,2,2,0,1.000,0,19,9.5,2
569,2025,4433932,Mike Wright,QB,East Carolina,American Athletic,passing,5,3,0,0.600,0,13,2.6,2
570,2025,4433969,Timmy McClain,QB,Bethune-Cookman,SWAC,passing,16,13,0,0.813,0,86,5.4,2
571,2025,4565187,Jalen Kitna,QB,UAB,American Athletic,passing,32,22,2,0.688,2,304,9.5,2
572,2025,4565189,Cam Ransom,QB,Bethune-Cookman,SWAC,passing,2,1,1,0.500,0,13,6.5,2
573,2025,4565315,Blake Shapen,QB,Mississippi State,SEC,passing,33,19,0,0.576,3,279,8.5,2
574,2025,4565355,Dexter Williams II,QB,Kennesaw State,Conference USA,passing,2,1,0,0.500,0,-1,-0.5,2
575,2025,4567747,Garrett Nussmeier,QB,LSU,SEC,passing,41,26,1,0.634,1,237,5.8,2
576,2025,4568336,Zach Gibson,QB,Florida Atlantic,American Athletic,passing,2,1,0,0.500,0,33,16.5,2
577,2025,4568411,Cornelious Brown,QB,Alabama A&M,SWAC,passing,34,25,0,0.735,3,260,7.6,2
578,2025,4569535,Jacob Clark,QB,Missouri State,Conference USA,passing,31,21,1,0.677,3,359,11.6,2
579,2025,4570048,Michael Johnson Jr.,QB,Akron,Mid-American,passing,2,2,0,1.000,0,8,4.0,2
580,2025,4576189,Aveon Smith,QB,Merrimack,FCS Independents,passing,2,1,1,0.500,0,16,8.0,2
581,2025,4577962,Camden Orth,QB,Chattanooga,Southern,passing,45,22,1,0.489,1,249,5.5,2
582,2025,4587721,Daniel Greek,QB,Tarleton State,UAC,passing,1,1,0,1.000,1,12,12.0,2
583,2025,4592531,Ari Patu,QB,North Alabama,UAC,passing,18,5,1,0.278,0,57,3.2,2
584,2025,4596472,Jalon Daniels,QB,Kansas,Big 12,passing,30,18,1,0.600,2,223,7.4,2
585,2025,4597679,Luke Altmyer,QB,Illinois,Big Ten,passing,31,22,0,0.710,3,296,9.5,2
586,2025,4600403,Braylon Braxton,QB,Southern Miss,Sun Belt,passing,30,20,0,0.667,3,214,7.1,2
587,2025,4602923,Jaylen Henderson,QB,West Virginia,Big 12,passing,2,0,0,0.000,0,0,0.0,2
588,2025,4602968,Nate Hampton,QB,Gardner-Webb,Big South-OVC,passing,9,6,0,0.667,1,45,5.0,2
589,2025,4605998,Logan Fife,QB,New Mexico State,Conference USA,passing,44,27,0,0.614,2,248,5.6,2
590,2025,4607891,Ryan Stubblefield,QB,South Carolina State,MEAC,passing,14,8,0,0.571,1,90,6.4,2
591,2025,4610131,Parker Navarro,QB,Ohio,Mid-American,passing,31,22,3,0.710,1,247,8.0,2
592,2025,4612078,JaCobian Morgan,QB,Jackson State,SWAC,passing,27,14,1,0.519,0,131,4.9,2
593,2025,4678010,Kyron Drones,QB,Virginia Tech,ACC,passing,29,17,0,0.586,1,134,4.6,2
594,2025,4682518,Nick Vattiato,QB,Middle Tennessee,Conference USA,passing,31,20,1,0.645,1,197,6.4,2
595,2025,4683012,Eddie Lee Marburger,QB,UT Rio Grande Valley,Southland,passing,31,19,0,0.613,1,263,8.5,2
596,2025,4683058,Brendan Sullivan,QB,Tulane,American Athletic,passing,3,3,0,1.000,0,40,13.3,2
597,2025,4683291,Joey Labas,QB,Central Michigan,Mid-American,passing,14,11,0,0.786,1,89,6.4,2
598,2025,4683311,Sam Vidlak,QB,Stephen F. Austin,Southland,passing,38,24,1,0.632,0,245,6.4,2
599,2025,4683425,Glynn Johnson Jr,WR,New Mexico State,Conference USA,passing,1,1,0,1.000,0,4,4.0,2
600,2025,4683471,Brady Olson,QB,Central Connecticut,NEC,passing,21,15,0,0.714,2,247,11.8,2
601,2025,4684502,Justin Lamson,QB,Montana State,Big Sky,passing,28,18,0,0.643,0,123,4.4,2
602,2025,4685252,Henry Belin IV,QB,Duke,ACC,passing,5,2,0,0.400,0,22,4.4,2
603,2025,4685291,Jacurri Brown,QB,UCF,Big 12,passing,3,2,0,0.667,0,15,5.0,2
604,2025,4685309,Braden Davis,QB,Hampton,CAA,passing,4,2,0,0.500,0,8,2.0,2
605,2025,4685311,Jayden Denegal,QB,San Diego State,Mountain West,passing,30,15,0,0.500,1,133,4.4,2
606,2025,4685334,A.J. Duffy,QB,New Haven,NEC,passing,35,18,1,0.514,1,183,5.2,2
607,2025,4685345,JC French,QB,Georgia Southern,Sun Belt,passing,35,19,1,0.543,2,179,5.1,2
608,2025,4685413,Cade Klubnik,QB,Clemson,ACC,passing,24,18,1,0.750,2,196,8.2,2
609,2025,4685440,Kyle Lowe,QB,SE Louisiana,Southland,passing,8,6,0,0.750,0,45,5.6,2
610,2025,4685454,Jayden Maiava,QB,USC,Big Ten,passing,24,16,0,0.667,4,412,17.2,2
611,2025,4685459,Nicco Marchiol,QB,West Virginia,Big 12,passing,26,15,1,0.577,0,178,6.8,2
