,id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
129,401760365,2440,Nevada,Mountain West,home,20,12-21,1,23,2-4,0,,1,36,2,0,21,1,8,144,0,1,0,32:46,0,14,2,0,47,1,270,3,36,7,4-12,,7-62,414,2,6.9,5.7
130,401760366,167,New Mexico,Mountain West,home,32,13-21,0,20,1-2,1,0,0,0,0,0,83,4,6,155,1,1,0,29:29,0,3,1,4,38,4,218,0,43,3,6-13,1,2-13,373,1,7.4,5.7
131,401760366,304,Idaho State,Big Sky,away,22,28-39,0,21,0-1,0,1,,,1,0,20,1,10,265,1,,1,30:31,0,12,1,1,31,1,121,2,31,4,8-15,2,9-99,386,1,6.8,3.9
132,401760367,2460,Northern Iowa,MVFC,away,7,16-29,0,13,0-0,0,1,,,2,0,48,2,1,111,2,,0,30:41,0,9,1,0,29,1,59,4,46,9,5-16,0,9-80,170,2,3.8,2.0
133,401760367,2751,Wyoming,Mountain West,home,31,20-26,0,25,0-0,1,0,0,-2,0,,,,7,190,2,2,2,29:19,0,57,5,2,37,2,189,2,33,2,4-10,1,13-115,379,1,7.3,5.1
134,401761596,2026,App State,Sun Belt,home,20,19-34,0,20,0-2,3,0,0,27,1,0,28,1,8,293,7,2,2,24:52,0,18,5,10,33,0,209,8,27,16,6-13,3,9-80,502,4,8.6,6.3
135,401761596,2815,Lindenwood,Big South-OVC,away,13,20-36,0,13,2-4,0,3,0,-3,2,0,39,1,1,217,4,1,1,35:08,,,,1,33,1,-1,1,28,2,3-17,1,3-30,216,2,6.0,0.0
136,401761597,324,Coastal Carolina,Sun Belt,home,13,16-27,0,27,1-1,0,0,0,0,3,,,,7,139,5,1,0,35:35,0,2,2,3,51,1,245,2,27,6,7-14,3,8-80,384,3,5.1,4.8
137,401761597,2127,Charleston Southern,Big South-OVC,away,0,10-22,0,10,1-1,0,,0,0,1,0,32,2,,55,2,3,0,24:25,0,29,2,0,26,0,98,1,50,5,0-11,,10-65,153,1,2.5,3.8
138,401761598,235,Memphis,American Athletic,away,38,16-20,1,21,1-1,0,,1,31,0,,,,8,196,3,1,0,29:53,0,54,2,5,40,4,205,3,39,10,5-10,,7-65,401,0,9.8,5.1
139,401761598,2247,Georgia State,Sun Belt,home,16,29-41,0,19,1-3,0,0,,,1,0,75,4,2,340,2,,1,30:07,,,,4,27,1,49,1,44,8,6-15,2,9-50,389,1,8.3,1.8
140,401761599,295,Old Dominion,Sun Belt,home,54,22-29,0,25,1-1,1,1,0,34,0,0,28,2,10,277,4,2,3,28:23,0,22,1,4,34,4,268,2,25,12,3-10,3,6-74,545,1,9.6,7.9
141,401761599,2428,North Carolina Central,MEAC,away,6,13-27,0,14,0-2,1,1,,,2,0,203,9,6,102,0,,0,31:37,,,,1,38,0,136,1,29,2,4-15,3,8-89,238,3,3.8,3.6
142,401761600,309,Louisiana,Sun Belt,home,34,14-22,0,25,2-3,0,1,0,0,0,0,77,3,10,86,1,1,1,34:17,0,-13,1,1,45,3,315,1,31,2,4-11,2,6-55,401,0,3.9,7.0
143,401761600,2377,McNeese,Southland,away,10,19-30,0,14,2-3,1,0,,,1,0,39,4,4,191,2,,0,25:43,0,7,1,0,26,1,47,1,44,6,4-12,2,8-105,238,2,6.4,1.8
144,401761601,6,South Alabama,Sun Belt,home,31,17-24,0,23,2-4,2,1,,,0,,,,5,231,3,,2,25:31,0,42,2,0,41,2,190,1,33,5,4-12,2,2-10,421,2,9.6,4.6
145,401761601,2655,Tulane,American Athletic,away,33,16-27,0,23,1-1,1,2,,,0,0,110,5,9,165,2,,1,34:29,0,0,1,3,45,3,241,1,26,3,9-17,1,11-87,406,1,6.1,5.4
146,401761602,2296,Jackson State,SWAC,away,20,14-28,0,19,1-1,0,,,,2,0,115,3,8,131,3,,0,31:15,0,13,1,6,42,2,191,2,27,6,5-16,,12-87,322,2,4.7,4.5
147,401761602,2572,Southern Miss,Sun Belt,home,38,22-32,1,25,0-0,0,,0,43,0,0,54,2,8,224,7,2,3,28:45,1,71,4,2,36,1,139,3,28,7,4-11,,4-43,363,0,7.0,3.9
148,401761603,326,Texas State,Sun Belt,away,43,12-20,0,17,1-1,0,,,,1,0,121,4,11,286,5,,1,29:37,,,,3,44,4,175,1,39,7,6-16,,5-55,461,1,14.3,4.0
149,401761603,2636,UTSA,American Athletic,home,36,23-43,0,25,1-6,0,,0,9,0,0,52,2,4,219,4,1,2,30:23,0,3,1,2,33,3,278,1,45,5,3-12,,6-60,497,0,5.1,8.4
150,401762458,5,UAB,American Athletic,away,24,23-33,0,23,1-2,1,0,,,2,0,39,2,6,321,0,,2,27:38,0,5,2,0,27,1,92,0,21,5,6-13,1,4-32,413,3,9.7,3.4
151,401762458,2426,Navy,American Athletic,home,38,6-8,0,20,1-1,0,1,0,0,0,0,15,1,8,168,1,2,1,32:22,,,,4,51,4,295,1,21,3,4-9,2,8-97,463,0,21.0,5.8
152,401762459,151,East Carolina,American Athletic,home,56,31-44,0,27,0-1,0,2,,,0,,,,8,363,3,,3,27:44,0,38,3,0,37,5,172,2,19,9,13-17,0,10-84,535,0,8.3,4.6
153,401762459,2097,Campbell,CAA,away,3,22-36,0,14,1-1,2,0,,,0,0,87,4,3,147,3,,0,32:16,,,,0,27,0,4,0,41,1,2-14,3,3-25,151,2,4.1,0.1
154,401762460,50,Florida A&M,SWAC,away,14,19-35,0,16,1-2,0,0,,,0,0,0,1,2,227,6,,2,30:15,0,14,2,3,29,0,70,1,40,4,5-16,2,6-52,297,0,6.5,2.4
155,401762460,2226,Florida Atlantic,American Athletic,home,56,29-45,1,34,3-3,0,0,,,0,0,23,1,12,360,5,,5,29:45,1,62,4,5,34,1,193,2,31,4,5-13,2,2-15,553,0,8.0,5.7
156,401762461,249,North Texas,American Athletic,away,33,18-33,0,23,0-0,0,,,,0,0,67,3,9,224,1,,2,23:21,,,,0,30,2,182,1,50,4,6-14,,9-81,406,0,6.8,6.1
157,401762461,2711,Western Michigan,Mid-American,home,30,7-14,0,18,1-1,0,0,,,0,0,125,6,12,87,6,,1,36:39,0,-4,1,1,57,2,216,3,37,4,9-18,2,9-76,303,0,6.2,3.8
158,401762462,47,Howard,MEAC,away,7,8-20,0,9,0-0,0,,,,1,0,55,3,1,39,0,,1,23:46,,,,0,28,0,82,2,51,5,5-14,,5-39,121,1,2.0,2.9
159,401762462,218,Temple,American Athletic,home,55,14-16,0,28,1-1,0,0,0,0,0,0,36,2,13,231,2,1,4,36:14,0,59,4,1,48,3,331,2,32,6,8-12,1,6-70,562,0,14.4,6.9
160,401762794,2084,Buffalo,Mid-American,home,45,11-22,0,32,2-4,0,2,,,2,,,,9,133,4,,1,37:19,0,74,7,3,63,5,370,3,25,7,11-17,0,3-29,503,2,6.0,5.9
161,401762794,2598,St. Francis (PA),NEC,away,6,18-31,0,7,1-2,1,0,0,6,0,0,25,1,0,115,3,2,0,22:41,,,,0,20,1,11,0,55,3,4-15,1,6-30,126,1,3.7,0.6
162,401762795,2199,Eastern Michigan,Mid-American,home,23,18-29,0,17,0-1,0,0,,,0,0,140,5,5,189,6,,2,22:07,,,,4,25,1,122,0,18,6,5-12,1,0-0,311,0,6.5,4.9
163,401762795,2341,Long Island University,NEC,away,28,15-24,0,21,0-1,0,0,,,0,,,,4,248,2,,0,37:53,,,,6,45,4,231,0,27,4,11-17,1,3-22,479,0,10.3,5.1
164,401762816,113,Massachusetts,Mid-American,home,26,20-32,1,21,0-0,0,,1,23,1,0,57,1,8,257,6,2,0,36:05,0,6,2,2,35,2,101,2,25,3,7-15,,9-98,358,1,8.0,2.9
165,401762816,2803,Bryant,CAA,away,27,22-45,0,25,1-1,0,,0,0,2,0,132,5,9,318,3,1,3,23:55,,,,6,25,0,81,2,32,10,4-14,,4-27,399,2,7.1,3.2
166,401767089,70,Idaho,Big Sky,home,37,20-25,,22,0-1,0,1,,,1,0,107,5,5,281,,,3,31:19,,,,,35,2,186,,,,6-10,1,13-104,467,1,11.2,5.3
167,401767089,2900,St. Thomas (MN),Pioneer,away,30,21-32,,26,1-2,1,0,0,0,0,0,80,4,6,264,,1,3,28:41,,,,,34,1,208,,,,3-11,1,7-52,472,1,8.3,6.1
168,401767097,149,Montana,Big Sky,home,42,15-25,,20,1-2,1,0,0,25,2,0,67,3,6,257,,2,2,23:51,0,82,3,,35,4,310,,,,7-12,1,8-85,567,3,10.3,8.9
169,401767097,2120,Central Washington,Lone Star,away,17,9-20,,21,0-0,0,,0,10,2,0,61,4,5,108,,2,1,36:09,0,6,1,,44,1,221,,,,4-14,,3-25,329,2,5.4,5.0
170,401767105,147,Montana State,Big Sky,home,24,19-29,,17,0-1,2,2,,,0,0,51,2,6,139,,,0,26:55,0,9,3,,42,2,210,,,,5-15,2,4-28,349,2,4.8,5.0
171,401767105,2571,South Dakota State,MVFC,away,30,17-25,,16,1-2,2,2,,,0,0,45,2,6,190,,,3,33:05,0,-1,3,,40,1,107,,,,1-13,3,5-45,297,2,7.6,2.7
172,401767112,2464,Northern Arizona,Big Sky,home,38,21-28,,20,0-1,0,,0,62,1,,,,8,229,,3,1,33:08,0,5,1,,41,4,162,,,,7-14,,9-88,391,1,8.2,4.0
173,401767112,3101,Utah Tech,UAC,away,31,15-31,,20,1-1,0,0,0,0,3,0,26,1,7,136,,1,1,26:52,0,23,3,,31,3,158,,,,5-14,4,6-45,294,3,4.4,5.1
174,401767127,155,North Dakota,MVFC,home,50,15-23,,27,1-1,1,1,0,44,0,0,80,4,6,171,,2,4,35:34,0,28,1,,51,3,275,,,,5-12,2,1-15,446,1,7.4,5.4
175,401767127,2502,Portland State,Big Sky,away,20,11-18,,12,0-3,1,1,,,2,0,86,5,2,146,,,1,24:26,0,8,1,,31,1,82,,,,4-9,1,4-35,228,3,8.1,2.6
176,401767149,2166,Davidson,Pioneer,away,7,12-30,,10,1-3,1,0,,,0,0,61,4,1,93,,,1,23:45,,,,,24,0,65,,,,3-14,2,2-10,158,1,3.1,2.7
177,401767149,2210,Elon,CAA,home,55,16-29,,30,2-3,0,1,,,0,0,18,1,13,258,,,3,36:15,0,39,3,,51,4,289,,,,5-13,0,8-80,547,0,8.9,5.7
178,401767172,282,Indiana State,MVFC,home,38,21-28,,22,0-1,0,,0,16,0,0,20,1,11,201,,1,3,25:00,0,50,4,,36,2,211,,,,3-9,,6-65,412,0,7.2,5.9
179,401767172,2197,Eastern Illinois,Big South-OVC,away,14,16-25,,18,1-2,0,0,,,1,0,29,3,2,150,,,0,35:00,0,7,1,,45,2,89,,,,5-16,1,7-28,239,1,6.0,2.0
180,401767180,2207,Elizabeth City State,CIAA,away,20,19-30,,25,3-4,2,1,,,0,0,39,3,2,188,,,1,31:16,0,10,1,,36,2,165,,,,4-12,3,6-50,353,2,6.3,4.6
181,401767180,2261,Hampton,CAA,home,27,11-20,,20,2-4,1,2,,,0,0,35,1,9,59,,,0,28:44,,,,,46,3,332,,,,5-13,1,10-102,391,1,3.0,7.2
182,401767189,311,Maine,CAA,away,27,13-27,,21,3-3,0,,,,1,0,21,1,9,97,,,2,32:52,0,25,1,,42,1,226,,,,5-15,,8-70,323,1,3.6,5.4
183,401767189,2729,William & Mary,CAA,home,28,13-20,,19,1-3,0,0,0,1,0,0,97,5,4,129,,1,2,27:08,0,33,1,,39,2,124,,,,4-11,1,3-47,253,0,6.5,3.2
184,401767216,2453,North Alabama,UAC,away,21,13-36,,26,1-4,0,2,,,1,0,66,4,1,160,,,2,29:30,,,,,42,1,280,,,,4-14,0,6-70,440,1,4.4,6.7
185,401767216,2546,Southeast Missouri State,Big South-OVC,home,30,21-33,,22,0-0,2,0,0,0,0,0,72,2,12,225,,1,2,30:30,0,36,4,,36,1,159,,,,8-17,2,6-65,384,2,6.8,4.4
186,401767224,2449,North Dakota State,MVFC,away,59,16-23,,24,1-1,0,1,1,34,1,0,49,2,11,242,,1,2,33:37,0,79,4,,38,5,193,,,,3-9,0,1-10,435,1,10.5,5.1
187,401767224,2634,Tennessee State,Big South-OVC,home,3,8-18,,4,0-0,1,0,0,0,1,0,42,3,3,61,,1,0,26:23,,,,,28,0,70,,,,1-13,1,5-44,131,2,3.4,2.5
188,401767231,236,Chattanooga,Southern,away,17,22-45,,15,2-3,1,1,0,7,1,0,57,3,5,249,,1,1,32:42,,,,,28,1,25,,,,8-20,1,2-25,274,2,5.5,0.9
189,401767231,2635,Tennessee Tech,Big South-OVC,home,45,19-28,,22,1-2,1,1,0,30,1,0,45,2,9,292,,1,3,27:18,0,2,2,,32,3,221,,,,4-10,1,4-32,513,2,10.4,6.9
190,401767238,2000,Abilene Christian,UAC,home,28,23-34,,20,1-1,1,2,0,0,0,0,43,2,4,239,,1,0,34:49,0,7,2,,41,3,132,,,,9-17,2,9-55,371,1,7.0,3.2
191,401767238,2617,Stephen F. Austin,Southland,away,20,25-39,,16,2-5,2,1,,,1,0,42,2,2,248,,,1,25:11,0,61,3,,33,0,52,,,,6-17,2,10-92,300,3,6.4,1.6
192,401767257,2230,Fordham,Patriot,home,28,27-49,,23,1-2,1,0,0,0,1,0,88,6,4,382,,1,3,31:13,,,,,25,1,39,,,,6-15,1,9-85,421,2,7.8,1.6
193,401767257,2405,Monmouth,CAA,away,49,29-43,,25,6-7,0,1,0,5,1,0,132,3,5,342,,1,6,28:47,0,-3,1,,36,1,129,,,,5-16,0,9-90,471,1,8.0,3.6
194,401767266,107,Holy Cross,Patriot,away,16,8-15,,18,1-3,0,0,0,8,1,0,42,3,4,95,,2,0,31:12,0,17,2,,43,1,156,,,,2-11,2,6-85,251,1,6.3,3.6
195,401767266,160,New Hampshire,CAA,home,19,12-23,,14,1-1,0,,0,0,2,0,85,4,13,182,,1,1,28:48,,,,,31,0,97,,,,2-12,,6-60,279,2,7.9,3.1
196,401767277,2198,Eastern Kentucky,UAC,home,20,13-19,,10,2-3,1,4,,,1,0,39,3,8,79,,,0,33:00,0,7,1,,39,1,94,,,,1-16,1,5-24,173,2,4.2,2.4
197,401767277,2277,Houston Christian,Southland,away,10,22-45,,17,2-3,4,1,0,-76,0,0,104,5,4,211,,1,1,27:00,0,15,2,,32,0,42,,,,5-18,5,7-68,253,4,4.7,1.3
198,401767292,253,Southern Utah,UAC,away,27,24-40,,21,1-1,1,0,,,0,0,113,5,9,328,,,3,26:36,0,16,2,,26,0,82,,,,4-12,1,7-52,410,1,8.2,3.2
199,401767292,301,San Diego,Pioneer,home,30,6-16,,18,0-0,0,1,,,0,0,18,1,6,64,,,1,33:24,0,13,1,,49,3,296,,,,7-15,0,5-29,360,0,4.0,6.0
200,401767304,2400,Mississippi Valley State,SWAC,away,3,14-29,,12,0-1,2,0,,,3,0,0,1,3,194,,,0,26:07,0,1,1,,34,0,50,,,,3-15,3,14-137,244,5,6.7,1.5
201,401767304,2627,Tarleton State,UAC,home,59,21-28,,28,0-3,0,2,1,70,0,0,53,1,11,307,,3,6,29:03,0,15,1,,33,1,153,,,,5-11,0,6-65,460,0,11.0,4.6
202,401767309,2010,Alabama A&M,SWAC,home,41,25-34,,23,0-0,1,1,,,0,0,41,2,5,260,,,3,29:05,,,,,36,3,192,,,,8-14,1,10-114,452,1,7.6,5.3
203,401767309,2016,Alcorn State,SWAC,away,31,23-33,,20,1-3,1,1,,,0,0,115,5,7,168,,,1,30:55,0,5,2,,33,3,186,,,,4-12,1,9-70,354,1,5.1,5.6
204,401767317,227,Rhode Island,CAA,away,31,20-34,,22,1-2,1,1,1,30,0,0,21,1,7,316,,1,2,27:33,,,,,30,1,141,,,,3-11,1,8-60,457,1,9.3,4.7
205,401767317,2619,Stony Brook,CAA,home,17,12-20,,18,1-3,1,1,,,1,0,60,4,5,137,,,0,32:27,,,,,58,2,266,,,,7-18,1,5-43,403,2,6.9,4.6
206,401767328,119,Towson,CAA,away,27,18-23,,13,1-1,1,2,1,66,0,1,115,2,3,186,,1,1,24:29,0,0,1,,28,1,63,,,,8-14,1,8-75,249,1,8.1,2.3
207,401767328,2415,Morgan State,MEAC,home,22,17-28,,20,1-1,2,1,,,1,0,118,5,4,214,,,1,35:31,0,32,1,,38,2,203,,,,9-13,3,5-38,417,3,7.6,5.3
208,401767332,399,UAlbany,CAA,away,32,20-37,,20,3-4,1,1,,,0,0,35,2,2,263,,,3,27:14,,,,,32,1,78,,,,3-12,2,5-60,341,1,7.1,2.4
209,401767332,2169,Delaware State,MEAC,home,37,19-30,,32,2-4,1,1,,,0,0,12,1,7,177,,,0,32:46,,,,,59,5,369,,,,5-15,1,14-114,546,1,5.9,6.3
210,401767336,222,Villanova,CAA,home,24,18-28,,18,1-1,0,,,,0,0,68,3,6,299,,,1,33:04,,,,,35,2,117,,,,6-13,,2-15,416,0,10.7,3.3
211,401767336,2142,Colgate,Patriot,away,17,15-30,,17,0-0,0,,,,0,0,24,1,5,239,,,2,26:56,,,,,26,0,111,,,,5-13,,3-20,350,0,8.0,4.3
212,401767359,2011,Alabama State,SWAC,away,30,16-25,,20,0-1,1,2,0,11,0,0,54,2,12,198,,2,2,30:24,0,12,1,,32,1,171,,,,4-10,2,8-76,369,1,7.9,5.3
213,401767359,2582,Southern,SWAC,home,7,14-29,,18,0-1,2,1,,,2,0,76,5,1,160,,,1,29:36,0,1,1,,37,0,179,,,,9-15,2,9-94,339,4,5.5,4.8
214,401767379,2029,Arkansas-Pine Bluff,SWAC,away,17,18-36,,12,0-1,0,2,0,51,0,0,83,4,5,228,,1,1,22:53,,,,,22,1,44,,,,7-16,0,5-33,272,0,6.3,2.0
215,401767379,2110,Central Arkansas,UAC,home,41,21-29,,32,2-3,2,0,,,1,0,42,1,5,296,,,3,37:07,,,,,53,3,318,,,,8-12,2,6-40,614,3,10.2,6.0
216,401767404,330,Virginia St,CIAA,away,31,22-43,,24,1-3,0,2,,,0,0,67,6,5,313,,,3,30:35,0,11,1,,31,0,127,,,,4-14,0,11-97,440,0,7.3,4.1
217,401767404,2450,Norfolk State,MEAC,home,34,23-36,,25,2-3,2,0,,,0,0,125,5,10,253,,,2,29:25,1,13,3,,37,1,237,,,,4-13,3,16-127,490,2,7.0,6.4
218,401767432,292,UT Rio Grande Valley,Southland,away,27,19-31,,24,1-1,0,1,,,0,0,52,2,9,263,,,1,28:41,0,-11,4,,34,2,146,,,,2-11,2,7-76,409,0,8.5,4.3
219,401767432,2504,Prairie View A&M,SWAC,home,21,15-27,,18,2-4,0,0,,,0,0,90,5,3,137,,,0,31:19,0,3,1,,37,3,164,,,,4-15,1,9-74,301,0,5.1,4.4
220,401767437,2287,Illinois State,MVFC,home,41,13-23,,21,1-1,1,2,0,0,1,0,18,1,11,170,,1,3,24:34,0,1,1,,38,1,223,,,,6-12,3,8-80,393,2,7.4,5.9
221,401767437,2413,Morehead State,Pioneer,away,13,14-28,,20,0-2,2,1,0,0,1,0,114,6,1,134,,1,1,35:26,,,,,41,1,100,,,,3-11,5,5-51,234,3,4.8,2.4
222,401767455,93,Murray State,MVFC,home,24,26-40,,22,1-2,1,1,0,0,2,0,94,5,6,259,,1,1,25:47,0,21,2,,29,2,121,,,,8-15,1,1-15,380,3,6.5,4.2
223,401767455,2545,SE Louisiana,Southland,away,45,24-33,,31,0-0,1,1,0,52,1,0,90,5,9,218,,2,1,34:13,0,44,2,,45,4,262,,,,8-13,2,5-43,480,2,6.6,5.8
224,401767550,2523,Robert Morris,NEC,away,17,16-29,,14,2-2,1,0,,,0,0,82,4,5,192,,,2,28:40,,,,,27,0,41,,,,4-13,1,6-50,233,1,6.6,1.5
225,401767550,2754,Youngstown State,MVFC,home,56,20-24,,27,1-1,0,1,,,0,0,49,2,8,169,,,1,31:20,,,,,36,7,424,,,,6-9,0,4-44,593,0,7.0,11.8
226,401767565,231,Furman,Southern,home,38,29-40,,21,0-0,1,0,0,51,2,0,95,4,8,263,,3,1,31:04,0,9,1,,35,4,107,,,,6-16,1,7-51,370,3,6.6,3.1
227,401767565,2506,Presbyterian,Pioneer,away,39,26-41,,23,0-0,0,1,0,1,3,,,,7,275,,2,5,28:56,0,68,4,,29,0,169,,,,6-13,0,9-85,444,3,6.7,5.8
228,401767579,2535,Samford,Southern,home,13,43-62,,26,2-4,2,1,,,3,0,65,3,7,362,,,0,30:09,0,37,1,,31,1,95,,,,9-22,2,9-88,457,5,5.8,3.1
229,401767579,2643,The Citadel,Southern,away,40,10-13,,15,2-2,1,2,0,70,0,0,37,2,10,168,,3,2,29:51,0,3,2,,42,1,162,,,,4-13,3,4-35,330,1,12.9,3.9
230,401767587,366,Ferrum,Carolinas,away,7,13-21,,12,0-3,1,0,0,25,0,0,87,4,1,94,,1,0,34:07,0,23,1,,39,1,93,,,,1-13,2,6-60,187,1,4.5,2.4
231,401767587,2678,VMI,Southern,home,42,16-32,,19,0-1,0,1,,,1,0,26,1,6,224,,,3,25:53,0,18,2,,31,2,179,,,,7-13,0,9-94,403,1,7.0,5.8
232,401767593,257,Richmond,Patriot,away,14,20-29,,16,1-1,0,,,,1,0,47,3,2,153,,,1,37:07,0,16,4,,40,1,119,,,,7-17,,9-97,272,1,5.3,3.0
233,401767593,2747,Wofford,Southern,home,10,12-25,,13,1-2,0,,1,72,0,0,26,1,4,111,,1,0,22:53,,,,,25,0,47,,,,0-11,,8-51,158,0,4.4,1.9
234,401767612,2168,Dayton,Pioneer,home,38,19-28,,23,5-5,0,1,0,-5,0,0,25,1,8,171,,2,3,37:22,,,,,45,2,200,,,,8-18,1,3-20,371,0,6.1,4.4
235,401767612,2646,Thomas More College,Great Midwest Athletic,away,0,15-32,,11,1-4,1,0,,,2,0,21,2,,126,,,0,22:38,0,14,2,,22,0,74,,,,2-11,1,8-70,200,3,3.9,3.4
236,401767626,2083,Bucknell,Patriot,away,34,18-23,,20,1-1,0,,0,22,1,0,59,4,9,236,,1,0,26:11,0,25,2,,34,4,136,,,,3-9,,2-10,372,1,10.3,4.0
237,401767626,2368,Marist,Pioneer,home,23,26-46,,24,4-7,0,,0,0,1,0,24,1,5,262,,1,1,33:49,0,-2,1,,41,2,177,,,,5-17,,3-35,439,1,5.7,4.3
238,401767652,56,Stetson,Pioneer,home,59,13-19,,21,1-1,1,0,0,4,0,0,50,2,11,357,,2,3,28:11,0,34,3,,40,5,172,,,,7-12,1,10-93,529,1,18.8,4.3
239,401767656,2003,Adrian,Michigan,away,10,17-24,,16,4-5,1,2,0,24,0,0,36,2,4,174,,3,1,30:25,,,,,39,0,109,,,,4-15,1,5-35,283,1,7.3,2.8
240,401767656,2674,Valparaiso,Pioneer,home,7,15-19,,15,0-1,2,1,,,3,0,43,3,1,153,,,0,29:35,0,60,3,,33,1,101,,,,4-10,4,2-15,254,5,8.1,3.1
241,401767658,2329,Lehigh,Patriot,home,28,11-18,,21,1-2,0,1,,,1,,,,4,137,,,0,33:37,0,65,3,,39,4,286,,,,3-9,0,9-75,423,1,7.6,7.3
242,401767658,2529,Sacred Heart,FCS Independents,away,10,16-26,,14,0-1,1,0,0,8,0,1,97,2,4,107,,1,0,26:23,,,,,31,0,81,,,,8-16,1,2-15,188,1,4.1,2.6
243,401767719,46,Georgetown,Patriot,home,31,15-28,,18,0-2,0,0,0,-3,0,,,,5,170,,2,1,23:17,1,65,2,,29,2,186,,,,6-13,1,5-40,356,0,6.1,6.4
244,401767719,2681,Wagner,NEC,away,20,16-25,,23,0-1,0,,,,2,0,15,1,8,137,,,0,36:43,,,,,50,2,169,,,,7-15,,6-62,306,2,5.5,3.4
245,401767741,2022,American International,Northeast 10,away,7,12-20,,10,1-3,1,1,,,0,0,35,3,1,121,,,0,33:46,0,31,3,,37,0,79,,,,4-15,3,8-48,200,1,6.1,2.1
246,401767741,2115,Central Connecticut,NEC,home,34,15-21,,16,1-1,1,1,,,0,0,48,2,10,247,,,2,26:14,0,46,4,,35,2,128,,,,2-9,2,5-45,375,1,11.8,3.7
247,401767750,2184,Duquesne,NEC,home,55,22-29,,19,2-2,1,1,,,0,0,56,3,7,307,,,5,31:35,0,49,5,,31,3,177,,,,5-11,3,14-115,484,1,10.6,5.7
248,401767750,2339,Lincoln (PA),CIAA,away,14,21-36,,13,0-1,1,1,,,0,0,102,5,2,198,,,2,28:25,0,-4,1,,24,0,23,,,,6-16,2,6-40,221,1,5.5,1.0
249,401767771,284,Stonehill,NEC,home,26,25-35,,21,3-5,1,1,0,0,1,0,82,3,2,269,,1,3,29:51,0,0,1,,35,0,71,,,,8-17,0,7-58,340,2,7.7,2.0
250,401767771,322,Lafayette,Patriot,away,42,12-19,,22,0-1,1,0,0,3,1,0,73,5,6,150,,1,0,30:09,0,7,1,,41,6,319,,,,6-10,1,5-55,469,2,7.9,7.8
251,401769067,2771,Merrimack,FCS Independents,home,31,21-29,,20,0-0,3,0,1,70,1,0,26,2,7,255,,1,1,34:01,0,6,3,,34,2,195,,,,9-13,3,12-115,450,4,8.8,5.7
252,401769067,2830,St. Anselm,Northeast 10,away,6,14-34,,11,1-2,0,3,0,0,1,0,64,3,0,141,,1,1,25:59,,,,,20,0,52,,,,5-15,0,6-47,193,1,4.1,2.6
253,401769868,2447,Nicholls,Southland,home,10,11-25,,9,0-1,0,1,0,27,1,,,,4,114,,2,1,21:19,0,20,2,,23,0,66,,,,2-13,1,10-73,180,1,4.6,2.9
254,401769868,2698,West Georgia,UAC,away,34,7-21,,28,0-0,1,0,0,24,2,0,7,1,10,63,,1,2,38:41,0,46,3,,63,2,342,,,,12-18,1,5-50,405,3,3.0,5.4
255,401769891,2086,Butler,Pioneer,home,37,23-28,,25,2-2,0,,,,0,0,49,2,5,242,,,3,40:10,,,,,47,2,179,,,,7-15,,4-50,421,0,8.6,3.8
256,401769891,2654,Truman State,Great Lakes,away,27,14-31,,16,0-1,0,0,,,0,0,110,4,1,221,,,3,19:50,0,20,2,,20,1,131,,,,2-9,1,6-46,352,0,7.1,6.6
257,401779511,2385,Mercyhurst,NEC,home,48,27-35,,30,1-2,0,0,0,0,1,0,6,1,6,378,,1,2,39:08,,,,,42,4,269,,,,7-12,1,7-80,647,1,10.8,6.4
258,401779511,2441,New Haven,NEC,away,14,18-35,,13,2-3,0,,0,3,1,0,123,6,2,183,,1,1,20:52,,,,,14,1,47,,,,2-10,,6-50,230,1,5.2,3.4
