,Unnamed: 0,id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt,yardsToGoal_x,year,talent,completionAttempts_made,completionAttempts_attempts,completionAttempts_pct,fourthDownEff_made,fourthDownEff_attempts,fourthDownEff_pct,thirdDownEff_made,thirdDownEff_attempts,thirdDownEff_pct,totalPenaltiesYards_made,totalPenaltiesYards_attempts,totalPenaltiesYards_pct,win,possesionMinute,possessionSeconds,possessionMinutes,yardsToGoal_y,season_x,seasonType_x,week_x,startDate_x,homeTeam_x,homeConference_x,homeClassification_x,homeScore_x,awayTeam_x,awayConference_x,awayClassification_x,awayScore_x,provider_x,spread_x,formattedSpread_x,spreadOpen_x,overUnder_x,overUnderOpen_x,homeMoneyline_x,awayMoneyline_x,0_x,season_y,seasonType_y,week_y,startDate_y,homeTeam_y,homeConference_y,homeClassification_y,homeScore_y,awayTeam_y,awayConference_y,awayClassification_y,awayScore_y,provider_y,spread_y,formattedSpread_y,spreadOpen_y,overUnder_y,overUnderOpen_y,homeMoneyline_y,awayMoneyline_y,0_y
49,49,401752801,2509,Purdue,Big Ten,,31,20-29,0.0,23,2-2,0,0.0,,,0,0.0,20.0,1.0,7.0,340,1.0,,2,26:20,0.0,7.0,2.0,1.0,30,2,93,4.0,42.0,7.0,4-11,1.0,3-25,433,0,11.7,3.1,46.90909090909091,2025.0,687.74,20.0,29.0,0.6896551724137931,2.0,2.0,1.0,4.0,11.0,0.36363636363636365,3.0,25.0,0.12,1,26.0,20,26,46.90909090909091,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Purdue,Big Ten,fbs,31.0,Ball State,Mid-American,fbs,0.0,ESPN Bet,-16.5,Purdue -16.5,-17.0,48.5,50.5,-800.0,500.0,,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Purdue,Big Ten,fbs,31.0,Ball State,Mid-American,fbs,0.0,ESPN Bet,-16.5,Purdue -16.5,-17.0,48.5,50.5,-800.0,500.0,
50,50,401752802,127,Michigan State,Big Ten,,23,17-24,0.0,20,1-1,1,0.0,0.0,0.0,1,0.0,22.0,1.0,3.0,155,4.0,1.0,1,36:47,0.0,20.0,1.0,8.0,44,2,181,4.0,25.0,12.0,4-13,2.0,5-35,336,2,6.5,4.1,54.03488372093023,2025.0,717.42,17.0,24.0,0.7083333333333334,1.0,1.0,1.0,4.0,13.0,0.3076923076923077,5.0,35.0,0.14285714285714285,1,36.0,47,36,54.03488372093023,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Michigan State,Big Ten,fbs,23.0,Western Michigan,Mid-American,fbs,6.0,ESPN Bet,-22.5,Michigan State -22.5,-18.5,50.5,49.5,-2000.0,1000.0,,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Michigan State,Big Ten,fbs,23.0,Western Michigan,Mid-American,fbs,6.0,ESPN Bet,-22.5,Michigan State -22.5,-18.5,50.5,49.5,-2000.0,1000.0,
51,51,401752802,2711,Western Michigan,Mid-American,,6,16-33,1.0,10,0-3,0,1.0,1.0,32.0,1,0.0,37.0,2.0,0.0,188,0.0,1.0,0,23:13,0.0,10.0,3.0,2.0,24,0,29,4.0,38.0,10.0,4-14,3.0,5-21,217,1,5.7,1.2,62.15942028985507,2025.0,534.35,16.0,33.0,0.48484848484848486,0.0,3.0,0.0,4.0,14.0,0.2857142857142857,5.0,21.0,0.23809523809523808,0,23.0,13,23,62.15942028985507,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Michigan State,Big Ten,fbs,23.0,Western Michigan,Mid-American,fbs,6.0,ESPN Bet,-22.5,Michigan State -22.5,-18.5,50.5,49.5,-2000.0,1000.0,,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Michigan State,Big Ten,fbs,23.0,Western Michigan,Mid-American,fbs,6.0,ESPN Bet,-22.5,Michigan State -22.5,-18.5,50.5,49.5,-2000.0,1000.0,
52,52,401752803,77,Northwestern,Big Ten,,3,19-36,0.0,19,0-2,1,0.0,,,4,,,,3.0,161,4.0,,0,26:39,,,,0.0,27,0,76,1.0,41.0,3.0,5-12,2.0,4-19,237,5,4.5,2.8,59.55128205128205,2025.0,677.97,19.0,36.0,0.5277777777777778,0.0,2.0,0.0,5.0,12.0,0.4166666666666667,4.0,19.0,0.21052631578947367,0,26.0,39,26,59.55128205128205,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Tulane,American Athletic,fbs,23.0,Northwestern,Big Ten,fbs,3.0,ESPN Bet,-6.5,Tulane -6.5,-6.5,45.5,46.5,-200.0,170.0,,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Tulane,American Athletic,fbs,23.0,Northwestern,Big Ten,fbs,3.0,ESPN Bet,-6.5,Tulane -6.5,-6.5,45.5,46.5,-200.0,170.0,
53,53,401752803,2655,Tulane,American Athletic,,23,18-32,0.0,23,1-1,0,1.0,0.0,11.0,0,0.0,18.0,1.0,11.0,152,5.0,4.0,1,33:21,0.0,3.0,2.0,2.0,42,1,269,3.0,36.0,3.0,6-15,0.0,5-55,421,0,4.8,6.4,49.515151515151516,2025.0,650.87,18.0,32.0,0.5625,1.0,1.0,1.0,6.0,15.0,0.4,5.0,55.0,0.09090909090909091,1,33.0,21,33,49.515151515151516,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Tulane,American Athletic,fbs,23.0,Northwestern,Big Ten,fbs,3.0,ESPN Bet,-6.5,Tulane -6.5,-6.5,45.5,46.5,-200.0,170.0,,2025.0,regular,1.0,2025-08-30T16:00:00.000Z,Tulane,American Athletic,fbs,23.0,Northwestern,Big Ten,fbs,3.0,ESPN Bet,-6.5,Tulane -6.5,-6.5,45.5,46.5,-200.0,170.0,
54,54,401752804,147,Montana State,Big Sky,,13,23-31,0.0,17,1-2,0,0.0,,,0,0.0,45.0,2.0,7.0,198,0.0,,0,29:55,,,,0.0,27,1,46,0.0,33.0,0.0,3-12,1.0,7-54,244,0,6.4,1.7,54.896103896103895,,,23.0,31.0,0.7419354838709677,1.0,2.0,0.5,3.0,12.0,0.25,7.0,54.0,0.12962962962962962,0,29.0,55,29,54.896103896103895,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Oregon,Big Ten,fbs,59.0,Montana State,Big Sky,fcs,13.0,ESPN Bet,-28.5,Oregon -28.5,-27.5,55.5,56.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Oregon,Big Ten,fbs,59.0,Montana State,Big Sky,fcs,13.0,ESPN Bet,-28.5,Oregon -28.5,-27.5,55.5,56.5,-10000.0,2500.0,
55,55,401752804,2483,Oregon,Big Ten,,59,19-25,0.0,29,2-2,0,0.0,,,0,0.0,91.0,4.0,11.0,253,3.0,,3,30:08,0.0,34.0,4.0,0.0,39,5,253,3.0,37.0,7.0,7-10,1.0,3-29,506,0,10.1,6.5,38.05,2025.0,941.22,19.0,25.0,0.76,2.0,2.0,1.0,7.0,10.0,0.7,3.0,29.0,0.10344827586206896,1,30.0,8,30,38.05,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Oregon,Big Ten,fbs,59.0,Montana State,Big Sky,fcs,13.0,ESPN Bet,-28.5,Oregon -28.5,-27.5,55.5,56.5,-10000.0,2500.0,,2025.0,regular,1.0,2025-08-30T20:00:00.000Z,Oregon,Big Ten,fbs,59.0,Montana State,Big Sky,fcs,13.0,ESPN Bet,-28.5,Oregon -28.5,-27.5,55.5,56.5,-10000.0,2500.0,
56,56,401752805,36,Colorado State,Mountain West,,21,17-33,0.0,17,3-5,0,1.0,,,1,0.0,95.0,4.0,3.0,180,3.0,,1,23:16,,,,0.0,27,2,85,3.0,47.0,5.0,3-13,1.0,5-20,265,1,5.5,3.1,56.01298701298701,2025.0,583.71,17.0,33.0,0.5151515151515151,3.0,5.0,0.6,3.0,13.0,0.23076923076923078,5.0,20.0,0.25,0,23.0,16,23,56.01298701298701,2025.0,regular,1.0,2025-08-31T03:00:00.000Z,Washington,Big Ten,fbs,38.0,Colorado State,Mountain West,fbs,21.0,ESPN Bet,-22.5,Washington -22.5,-19.5,51.5,52.5,-2500.0,1100.0,,2025.0,regular,1.0,2025-08-31T03:00:00.000Z,Washington,Big Ten,fbs,38.0,Colorado State,Mountain West,fbs,21.0,ESPN Bet,-22.5,Washington -22.5,-19.5,51.5,52.5,-2500.0,1100.0,
57,57,401752805,264,Washington,Big Ten,,38,18-24,0.0,26,1-1,1,0.0,0.0,0.0,0,0.0,113.0,4.0,8.0,226,3.0,1.0,1,36:44,0.0,11.0,2.0,0.0,51,4,283,2.0,37.0,6.0,8-14,1.0,6-34,509,1,9.4,5.5,42.68421052631579,2025.0,720.56,18.0,24.0,0.75,1.0,1.0,1.0,8.0,14.0,0.5714285714285714,6.0,34.0,0.17647058823529413,1,36.0,44,36,42.68421052631579,2025.0,regular,1.0,2025-08-31T03:00:00.000Z,Washington,Big Ten,fbs,38.0,Colorado State,Mountain West,fbs,21.0,ESPN Bet,-22.5,Washington -22.5,-19.5,51.5,52.5,-2500.0,1100.0,,2025.0,regular,1.0,2025-08-31T03:00:00.000Z,Washington,Big Ten,fbs,38.0,Colorado State,Mountain West,fbs,21.0,ESPN Bet,-22.5,Washington -22.5,-19.5,51.5,52.5,-2500.0,1100.0,
58,58,401752806,84,Indiana,Big Ten,,27,18-32,1.0,30,0-2,1,0.0,0.0,33.0,0,0.0,28.0,1.0,9.0,193,3.0,3.0,0,41:28,1.0,108.0,3.0,5.0,57,2,309,1.0,20.0,3.0,10-17,1.0,3-25,502,1,6.0,5.4,43.38260869565217,2025.0,645.34,18.0,32.0,0.5625,0.0,2.0,0.0,10.0,17.0,0.5882352941176471,3.0,25.0,0.12,1,41.0,28,41,43.38260869565217,2025.0,regular,1.0,2025-08-30T18:30:00.000Z,Indiana,Big Ten,fbs,27.0,Old Dominion,Sun Belt,fbs,14.0,ESPN Bet,-23.5,Indiana -23.5,-23.5,53.5,54.5,-3000.0,1200.0,,2025.0,regular,1.0,2025-08-30T18:30:00.000Z,Indiana,Big Ten,fbs,27.0,Old Dominion,Sun Belt,fbs,14.0,ESPN Bet,-23.5,Indiana -23.5,-23.5,53.5,54.5,-3000.0,1200.0,
59,59,401752806,295,Old Dominion,Sun Belt,,14,11-22,0.0,10,0-0,0,1.0,,,3,,,,2.0,96,5.0,,0,18:32,0.0,3.0,1.0,2.0,23,2,218,1.0,48.0,4.0,4-10,0.0,9-65,314,3,4.4,9.5,72.69117647058823,2025.0,477.45,11.0,22.0,0.5,0.0,0.0,0.0,4.0,10.0,0.4,9.0,65.0,0.13846153846153847,0,18.0,32,18,72.69117647058823,2025.0,regular,1.0,2025-08-30T18:30:00.000Z,Indiana,Big Ten,fbs,27.0,Old Dominion,Sun Belt,fbs,14.0,ESPN Bet,-23.5,Indiana -23.5,-23.5,53.5,54.5,-3000.0,1200.0,,2025.0,regular,1.0,2025-08-30T18:30:00.000Z,Indiana,Big Ten,fbs,27.0,Old Dominion,Sun Belt,fbs,14.0,ESPN Bet,-23.5,Indiana -23.5,-23.5,53.5,54.5,-3000.0,1200.0,
60,60,401752807,213,Penn State,Big Ten,,46,29-35,0.0,25,2-3,0,2.0,0.0,14.0,0,0.0,88.0,2.0,16.0,303,2.0,1.0,1,33:40,0.0,8.0,3.0,4.0,36,4,135,3.0,35.0,9.0,6-13,1.0,5-45,438,0,8.7,3.8,40.252747252747255,2025.0,910.42,29.0,35.0,0.8285714285714286,2.0,3.0,0.6666666666666666,6.0,13.0,0.46153846153846156,5.0,45.0,0.1111111111111111,1,33.0,40,33,40.252747252747255,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Penn State,Big Ten,fbs,46.0,Nevada,Mountain West,fbs,11.0,ESPN Bet,-43.5,Penn State -43.5,-45.5,54.5,58.5,,,,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Penn State,Big Ten,fbs,46.0,Nevada,Mountain West,fbs,11.0,ESPN Bet,-43.5,Penn State -43.5,-45.5,54.5,58.5,,,
61,61,401752807,2440,Nevada,Mountain West,,11,11-21,0.0,13,1-2,2,0.0,,,1,0.0,85.0,4.0,3.0,125,1.0,,1,26:20,,,,0.0,31,0,78,1.0,47.0,6.0,4-11,2.0,3-14,203,3,6.0,2.5,51.88732394366197,2025.0,488.69,11.0,21.0,0.5238095238095238,1.0,2.0,0.5,4.0,11.0,0.36363636363636365,3.0,14.0,0.21428571428571427,0,26.0,20,26,51.88732394366197,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Penn State,Big Ten,fbs,46.0,Nevada,Mountain West,fbs,11.0,ESPN Bet,-43.5,Penn State -43.5,-45.5,54.5,58.5,,,,2025.0,regular,1.0,2025-08-30T19:30:00.000Z,Penn State,Big Ten,fbs,46.0,Nevada,Mountain West,fbs,11.0,ESPN Bet,-43.5,Penn State -43.5,-45.5,54.5,58.5,,,
62,62,401752808,130,Michigan,Big Ten,,34,21-31,0.0,20,0-1,1,0.0,0.0,0.0,0,0.0,69.0,3.0,10.0,251,4.0,3.0,1,26:58,0.0,2.0,2.0,7.0,32,3,201,3.0,47.0,9.0,6-13,2.0,8-65,452,1,8.1,6.3,51.75609756097561,2025.0,907.22,21.0,31.0,0.6774193548387096,0.0,1.0,0.0,6.0,13.0,0.46153846153846156,8.0,65.0,0.12307692307692308,1,26.0,58,26,51.75609756097561,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Michigan,Big Ten,fbs,34.0,New Mexico,Mountain West,fbs,17.0,ESPN Bet,-34.5,Michigan -34.5,-36.0,49.5,52.5,-50000.0,3500.0,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Michigan,Big Ten,fbs,34.0,New Mexico,Mountain West,fbs,17.0,ESPN Bet,-34.5,Michigan -34.5,-36.0,49.5,52.5,-50000.0,3500.0,
63,63,401752808,167,New Mexico,Mountain West,,17,32-48,0.0,21,2-4,0,1.0,,,3,0.0,57.0,4.0,5.0,217,2.0,,2,33:02,0.0,0.0,1.0,0.0,28,0,50,2.0,40.0,3.0,5-14,0.0,1-5,267,3,4.5,1.8,47.24752475247525,2025.0,378.8,32.0,48.0,0.6666666666666666,2.0,4.0,0.5,5.0,14.0,0.35714285714285715,1.0,5.0,0.2,0,33.0,2,33,47.24752475247525,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Michigan,Big Ten,fbs,34.0,New Mexico,Mountain West,fbs,17.0,ESPN Bet,-34.5,Michigan -34.5,-36.0,49.5,52.5,-50000.0,3500.0,,2025.0,regular,1.0,2025-08-30T23:30:00.000Z,Michigan,Big Ten,fbs,34.0,New Mexico,Mountain West,fbs,17.0,ESPN Bet,-34.5,Michigan -34.5,-36.0,49.5,52.5,-50000.0,3500.0,
64,64,401752936,25,California,ACC,,34,20-30,0.0,15,2-3,0,1.0,0.0,41.0,0,0.0,78.0,3.0,10.0,234,4.0,1.0,3,30:08,0.0,73.0,3.0,6.0,32,1,122,1.0,31.0,7.0,2-13,2.0,6-39,356,0,7.8,3.8,46.08045977011494,2025.0,726.21,20.0,30.0,0.6666666666666666,2.0,3.0,0.6666666666666666,2.0,13.0,0.15384615384615385,6.0,39.0,0.15384615384615385,1,30.0,8,30,46.08045977011494,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Oregon State,Pac-12,fbs,15.0,California,ACC,fbs,34.0,ESPN Bet,2.5,California -2.5,-2.5,48.5,51.5,120.0,-140.0,,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Oregon State,Pac-12,fbs,15.0,California,ACC,fbs,34.0,ESPN Bet,2.5,California -2.5,-2.5,48.5,51.5,120.0,-140.0,
65,65,401752936,204,Oregon State,Pac-12,,15,22-34,0.0,19,1-2,1,0.0,,,1,0.0,51.0,3.0,3.0,248,6.0,,0,29:52,0.0,3.0,1.0,4.0,27,2,65,0.0,33.0,4.0,3-11,3.0,3-20,313,2,7.3,2.4,59.30769230769231,2025.0,667.99,22.0,34.0,0.6470588235294118,1.0,2.0,0.5,3.0,11.0,0.2727272727272727,3.0,20.0,0.15,0,29.0,52,29,59.30769230769231,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Oregon State,Pac-12,fbs,15.0,California,ACC,fbs,34.0,ESPN Bet,2.5,California -2.5,-2.5,48.5,51.5,120.0,-140.0,,2025.0,regular,1.0,2025-08-31T02:30:00.000Z,Oregon State,Pac-12,fbs,15.0,California,ACC,fbs,34.0,ESPN Bet,2.5,California -2.5,-2.5,48.5,51.5,120.0,-140.0,
66,66,401752947,70,Idaho,Big Sky,,10,12-20,0.0,16,1-1,2,1.0,,,0,0.0,45.0,2.0,4.0,33,0.0,,0,35:11,0.0,0.0,1.0,4.0,45,1,188,1.0,29.0,7.0,7-16,2.0,6-57,221,2,1.7,4.2,50.30952380952381,,,12.0,20.0,0.6,1.0,1.0,1.0,7.0,16.0,0.4375,6.0,57.0,0.10526315789473684,0,35.0,11,35,50.30952380952381,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Washington State,Pac-12,fbs,13.0,Idaho,Big Sky,fcs,10.0,ESPN Bet,-16.5,Washington State -16.5,-9.5,50.5,50.5,-1000.0,600.0,,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Washington State,Pac-12,fbs,13.0,Idaho,Big Sky,fcs,10.0,ESPN Bet,-16.5,Washington State -16.5,-9.5,50.5,50.5,-1000.0,600.0,
67,67,401752947,265,Washington State,Pac-12,,13,23-31,0.0,13,2-2,1,2.0,,,0,0.0,36.0,2.0,7.0,208,2.0,,1,24:49,,,,2.0,22,0,3,0.0,39.0,4.0,3-12,2.0,7-48,211,1,6.7,0.1,63.63291139240506,2025.0,569.46,23.0,31.0,0.7419354838709677,2.0,2.0,1.0,3.0,12.0,0.25,7.0,48.0,0.14583333333333334,1,24.0,49,24,63.63291139240506,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Washington State,Pac-12,fbs,13.0,Idaho,Big Sky,fcs,10.0,ESPN Bet,-16.5,Washington State -16.5,-9.5,50.5,50.5,-1000.0,600.0,,2025.0,regular,1.0,2025-08-31T02:00:00.000Z,Washington State,Pac-12,fbs,13.0,Idaho,Big Sky,fcs,10.0,ESPN Bet,-16.5,Washington State -16.5,-9.5,50.5,50.5,-1000.0,600.0,
68,68,401754373,151,East Carolina,American Athletic,,17,31-45,0.0,18,1-4,0,,0.0,20.0,0,0.0,48.0,2.0,5.0,383,3.0,1.0,1,27:53,,,,4.0,29,1,30,1.0,32.0,10.0,6-16,,10-86,413,0,8.5,1.0,54.51020408163265,2025.0,611.55,31.0,45.0,0.6888888888888889,1.0,4.0,0.25,6.0,16.0,0.375,10.0,86.0,0.11627906976744186,0,27.0,53,27,54.51020408163265,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,NC State,ACC,fbs,24.0,East Carolina,American Athletic,fbs,17.0,ESPN Bet,-13.5,NC State -13.5,-12.5,61.5,58.5,-650.0,425.0,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,NC State,ACC,fbs,24.0,East Carolina,American Athletic,fbs,17.0,ESPN Bet,-13.5,NC State -13.5,-12.5,61.5,58.5,-650.0,425.0,
69,69,401754373,152,NC State,ACC,,24,24-34,0.0,21,0-0,0,,,,1,,,,6.0,318,3.0,,1,32:07,,,,9.0,36,2,105,1.0,35.0,9.0,7-15,,7-63,423,1,9.4,2.9,51.78947368421053,2025.0,707.51,24.0,34.0,0.7058823529411765,0.0,0.0,0.0,7.0,15.0,0.4666666666666667,7.0,63.0,0.1111111111111111,1,32.0,7,32,51.78947368421053,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,NC State,ACC,fbs,24.0,East Carolina,American Athletic,fbs,17.0,ESPN Bet,-13.5,NC State -13.5,-12.5,61.5,58.5,-650.0,425.0,,2025.0,regular,1.0,2025-08-28T23:00:00.000Z,NC State,ACC,fbs,24.0,East Carolina,American Athletic,fbs,17.0,ESPN Bet,-13.5,NC State -13.5,-12.5,61.5,58.5,-650.0,425.0,
70,70,401754374,154,Wake Forest,ACC,,10,20-28,0.0,20,1-2,0,,,,0,0.0,47.0,2.0,4.0,218,5.0,,0,35:01,,,,6.0,47,1,130,2.0,35.0,3.0,6-17,,8-75,348,0,7.8,2.8,52.321100917431195,2025.0,627.16,20.0,28.0,0.7142857142857143,1.0,2.0,0.5,6.0,17.0,0.35294117647058826,8.0,75.0,0.10666666666666667,1,35.0,1,35,52.321100917431195,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Wake Forest,ACC,fbs,10.0,Kennesaw State,Conference USA,fbs,9.0,ESPN Bet,-18.5,Wake Forest -18.5,-18.0,51.5,51.5,-1200.0,700.0,,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Wake Forest,ACC,fbs,10.0,Kennesaw State,Conference USA,fbs,9.0,ESPN Bet,-18.5,Wake Forest -18.5,-18.0,51.5,51.5,-1200.0,700.0,
71,71,401754374,338,Kennesaw State,Conference USA,,9,12-33,0.0,18,0-2,0,0.0,,,0,,,,3.0,149,2.0,,0,24:59,,,,2.0,43,1,158,4.0,37.0,7.0,9-19,1.0,9-68,307,0,4.5,3.7,57.48453608247423,2025.0,338.87,12.0,33.0,0.36363636363636365,0.0,2.0,0.0,9.0,19.0,0.47368421052631576,9.0,68.0,0.1323529411764706,0,24.0,59,24,57.48453608247423,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Wake Forest,ACC,fbs,10.0,Kennesaw State,Conference USA,fbs,9.0,ESPN Bet,-18.5,Wake Forest -18.5,-18.0,51.5,51.5,-1200.0,700.0,,2025.0,regular,1.0,2025-08-29T23:00:00.000Z,Wake Forest,ACC,fbs,10.0,Kennesaw State,Conference USA,fbs,9.0,ESPN Bet,-18.5,Wake Forest -18.5,-18.0,51.5,51.5,-1200.0,700.0,
72,72,401754375,38,Colorado,Big 12,,20,17-29,0.0,19,1-1,0,2.0,0.0,0.0,0,,,,8.0,159,2.0,1.0,1,27:37,0.0,11.0,1.0,2.0,31,1,146,1.0,45.0,3.0,5-13,0.0,5-45,305,0,5.5,4.7,47.135802469135804,2025.0,755.2,17.0,29.0,0.5862068965517241,1.0,1.0,1.0,5.0,13.0,0.38461538461538464,5.0,45.0,0.1111111111111111,0,27.0,37,27,47.135802469135804,2025.0,regular,1.0,2025-08-30T00:00:00.000Z,Colorado,Big 12,fbs,20.0,Georgia Tech,ACC,fbs,27.0,ESPN Bet,3.5,Georgia Tech -3.5,4.0,50.5,55.5,145.0,-170.0,,2025.0,regular,1.0,2025-08-30T00:00:00.000Z,Colorado,Big 12,fbs,20.0,Georgia Tech,ACC,fbs,27.0,ESPN Bet,3.5,Georgia Tech -3.5,4.0,50.5,55.5,145.0,-170.0,
73,73,401754375,59,Georgia Tech,ACC,,27,13-21,0.0,27,1-1,2,0.0,,,1,,,,9.0,143,2.0,,0,32:23,0.0,19.0,2.0,1.0,47,3,320,1.0,38.0,6.0,6-11,2.0,8-65,463,3,6.8,6.8,52.71739130434783,2025.0,715.56,13.0,21.0,0.6190476190476191,1.0,1.0,1.0,6.0,11.0,0.5454545454545454,8.0,65.0,0.12307692307692308,1,32.0,23,32,52.71739130434783,2025.0,regular,1.0,2025-08-30T00:00:00.000Z,Colorado,Big 12,fbs,20.0,Georgia Tech,ACC,fbs,27.0,ESPN Bet,3.5,Georgia Tech -3.5,4.0,50.5,55.5,145.0,-170.0,,2025.0,regular,1.0,2025-08-30T00:00:00.000Z,Colorado,Big 12,fbs,20.0,Georgia Tech,ACC,fbs,27.0,ESPN Bet,3.5,Georgia Tech -3.5,4.0,50.5,55.5,145.0,-170.0,
74,74,401754516,24,Stanford,ACC,,20,15-30,0.0,21,2-2,0,1.0,,,1,0.0,47.0,3.0,8.0,109,1.0,,0,36:07,0.0,4.0,1.0,2.0,43,1,177,4.0,43.0,5.0,8-17,0.0,7-70,286,1,3.6,4.1,50.252747252747255,2025.0,707.27,15.0,30.0,0.5,2.0,2.0,1.0,8.0,17.0,0.47058823529411764,7.0,70.0,0.1,0,36.0,7,36,50.252747252747255,2025.0,regular,1.0,2025-08-23T23:30:00.000Z,Hawai'i,Mountain West,fbs,23.0,Stanford,ACC,fbs,20.0,ESPN Bet,-1.5,Hawai'i -1.5,-1.5,50.5,53.5,-120.0,110.0,,2025.0,regular,1.0,2025-08-23T23:30:00.000Z,Hawai'i,Mountain West,fbs,23.0,Stanford,ACC,fbs,20.0,ESPN Bet,-1.5,Hawai'i -1.5,-1.5,50.5,53.5,-120.0,110.0,
75,75,401754516,62,Hawai'i,Mountain West,,23,27-40,0.0,20,0-1,1,0.0,0.0,0.0,0,0.0,21.0,1.0,11.0,210,5.0,1.0,2,23:53,0.0,13.0,1.0,6.0,24,0,96,1.0,45.0,2.0,3-10,1.0,8-70,306,1,5.3,4.0,52.88,2025.0,481.2,27.0,40.0,0.675,0.0,1.0,0.0,3.0,10.0,0.3,8.0,70.0,0.11428571428571428,1,23.0,53,23,52.88,2025.0,regular,1.0,2025-08-23T23:30:00.000Z,Hawai'i,Mountain West,fbs,23.0,Stanford,ACC,fbs,20.0,ESPN Bet,-1.5,Hawai'i -1.5,-1.5,50.5,53.5,-120.0,110.0,,2025.0,regular,1.0,2025-08-23T23:30:00.000Z,Hawai'i,Mountain West,fbs,23.0,Stanford,ACC,fbs,20.0,ESPN Bet,-1.5,Hawai'i -1.5,-1.5,50.5,53.5,-120.0,110.0,
76,76,401754517,150,Duke,ACC,,45,27-34,1.0,23,0-0,1,0.0,,,0,0.0,58.0,3.0,9.0,389,1.0,,3,27:07,1.0,82.0,4.0,5.0,25,2,159,3.0,22.0,10.0,5-9,2.0,3-15,548,1,11.4,6.4,48.44303797468354,2025.0,669.18,27.0,34.0,0.7941176470588235,0.0,0.0,0.0,5.0,9.0,0.5555555555555556,3.0,15.0,0.2,1,27.0,7,27,48.44303797468354,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Duke,ACC,fbs,45.0,Elon,CAA,fcs,17.0,ESPN Bet,,,-33.5,50.5,47.5,,,,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Duke,ACC,fbs,45.0,Elon,CAA,fcs,17.0,ESPN Bet,,,-33.5,50.5,47.5,,,
77,77,401754517,2210,Elon,CAA,,17,11-18,0.0,14,1-2,0,1.0,,,0,0.0,46.0,1.0,5.0,112,1.0,,0,32:53,,,,0.0,44,2,163,2.0,31.0,4.0,8-17,0.0,7-47,275,0,6.2,3.7,50.27272727272727,,,11.0,18.0,0.6111111111111112,1.0,2.0,0.5,8.0,17.0,0.47058823529411764,7.0,47.0,0.14893617021276595,0,32.0,53,32,50.27272727272727,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Duke,ACC,fbs,45.0,Elon,CAA,fcs,17.0,ESPN Bet,,,-33.5,50.5,47.5,,,,2025.0,regular,1.0,2025-08-28T23:30:00.000Z,Duke,ACC,fbs,45.0,Elon,CAA,fcs,17.0,ESPN Bet,,,-33.5,50.5,47.5,,,
