,season,week,seasonType,id,name,position,team,opponent,averagePPA.all,averagePPA.pass,averagePPA.rush
1686,2024,1,regular,5125724,Cam Crooks,RB,Tulsa,Northwestern State,1.752,,1.752
1687,2024,1,regular,5146745,Jacob Emmers,WR,Tulsa,Northwestern State,0.554,,0.554
1688,2024,1,regular,5151618,Kirk Francis,QB,Tulsa,Northwestern State,1.157,1.143,1.314
1689,2024,1,regular,5161800,Viron Ellison Jr.,RB,Tulsa,Northwestern State,0.221,,0.221
1690,2024,1,regular,4696371,Dante Perri,QB,Lehigh,Army,-0.054,0.064,-0.585
1691,2024,1,regular,4879928,Bryson Daily,QB,Army,Lehigh,0.327,0.071,0.417
1692,2024,1,regular,4879965,Casey Reynolds,WR,Army,Lehigh,1.844,1.844,
1693,2024,1,regular,4879971,Cam Schurr,WR,Army,Lehigh,1.23,1.23,
1694,2024,1,regular,5082125,Dewayne Coleman,QB,Army,Lehigh,1.178,1.23,1.125
1695,2024,1,regular,5082142,Noah Short,WR,Army,Lehigh,1.078,1.123,1.072
1696,2024,1,regular,5082144,Hayden Reed,RB,Army,Lehigh,0.265,,0.265
1697,2024,1,regular,5083870,Geoffrey Jamiel,WR,Lehigh,Army,0.604,0.858,0.095
1698,2024,1,regular,5150312,David Clerk,WR,Army,Lehigh,0.364,,0.364
1699,2024,1,regular,5150313,Kanye Udoh,RB,Army,Lehigh,0.454,,0.454
1700,2024,1,regular,5150316,Samari Howard,WR,Army,Lehigh,1.079,0.268,1.485
1701,2024,1,regular,5150329,Jake Rendina,RB,Army,Lehigh,0.438,,0.438
1702,2024,1,regular,4427694,Casey Kelly,TE,East Carolina,Norfolk State,1.334,1.334,
1703,2024,1,regular,4432703,Jake Garcia,QB,East Carolina,Norfolk State,0.178,0.241,-0.198
1704,2024,1,regular,4569452,Winston Wright,WR,East Carolina,Norfolk State,0.912,0.912,
1705,2024,1,regular,4590347,Rahjai Harris,RB,East Carolina,Norfolk State,-0.133,0.693,-0.271
1706,2024,1,regular,4604008,Kelan Robinson,WR,East Carolina,Norfolk State,0.799,0.799,
1707,2024,1,regular,4685110,Anthony Smith,WR,East Carolina,Norfolk State,1.449,1.449,
1708,2024,1,regular,4694938,Ty'shaun Granger,WR,Norfolk State,East Carolina,1.382,1.382,
1709,2024,1,regular,4696213,Fonnae Webb,RB,Norfolk State,East Carolina,-0.543,,-0.543
1710,2024,1,regular,4794107,Marlon Gunn,RB,East Carolina,Norfolk State,-0.913,,-0.913
1711,2024,1,regular,4795295,Katin Houser,QB,East Carolina,Norfolk State,0.434,1.27,-2.073
1712,2024,1,regular,4869340,Brock Spalding,WR,East Carolina,Norfolk State,1.221,1.221,
1713,2024,1,regular,4870616,Javious Bond,RB,East Carolina,Norfolk State,0.63,,0.63
1714,2024,1,regular,4872836,Jhari Patterson,WR,East Carolina,Norfolk State,0.85,0.85,
1715,2024,1,regular,4941012,London Montgomery,RB,East Carolina,Norfolk State,0.187,,0.187
1716,2024,1,regular,5087251,Kevon King,RB,Norfolk State,East Carolina,0.063,,0.063
1717,2024,1,regular,5155519,Yannick Smith,WR,East Carolina,Norfolk State,0.991,0.991,
1718,2024,1,regular,5160086,Desirrio Riles,TE,East Carolina,Norfolk State,2.688,2.688,
1719,2024,1,regular,4365454,Takairee Kenebrew,WR,North Alabama,Memphis,-0.517,-0.781,0.538
1720,2024,1,regular,4429284,DeMeer Blankumsee,WR,Memphis,North Alabama,1.136,1.136,
1721,2024,1,regular,4430022,Anthony Landphere,TE,Memphis,North Alabama,2.259,2.259,
1722,2024,1,regular,4431597,Roc Taylor,WR,Memphis,North Alabama,0.767,1.017,-0.483
1723,2024,1,regular,4592531,Ari Patu,QB,North Alabama,Memphis,-0.319,-0.247,-0.608
1724,2024,1,regular,4606194,Seth Henigan,QB,Memphis,North Alabama,0.555,0.537,0.745
1725,2024,1,regular,4687493,Brandon Thomas,RB,Memphis,North Alabama,-1.13,,-1.13
1726,2024,1,regular,4687507,Kobe Drake,WR,Memphis,North Alabama,0.827,0.827,
1727,2024,1,regular,4691889,Gregory DeRosiers,RB,Memphis,North Alabama,0.285,1.045,-0.095
1728,2024,1,regular,4693603,Kobe Warden,WR,North Alabama,Memphis,1.143,1.143,
1729,2024,1,regular,4700137,Tanaka Scott,WR,North Alabama,Memphis,0.873,0.873,
1730,2024,1,regular,4805256,Sutton Smith,RB,Memphis,North Alabama,-0.045,0.52,-0.421
1731,2024,1,regular,4876902,Justin Luke,WR,North Alabama,Memphis,-1.03,,-1.03
1732,2024,1,regular,5093189,Dakota Warfield,WR,North Alabama,Memphis,1.48,1.48,
1733,2024,1,regular,5093197,Jalyn Daniels,RB,North Alabama,Memphis,-0.079,0.068,-0.226
1734,2024,1,regular,5147864,Makari Bodiford,RB,Memphis,North Alabama,-0.538,,-0.538
1735,2024,1,regular,5152162,Marcello Bussey,WR,Memphis,North Alabama,0.769,0.769,
1736,2024,1,regular,5152167,Brendan Doyle,TE,Memphis,North Alabama,1.431,1.431,
1737,2024,1,regular,5154339,Mario Anderson,RB,Memphis,North Alabama,0.519,0.338,0.537
1738,2024,1,regular,4694078,Danny Meuser,RB,Bucknell,Navy,-0.737,0.02,-0.888
1739,2024,1,regular,4808740,Nate Anderson,WR,Bucknell,Navy,3.064,3.064,
1740,2024,1,regular,4812346,Eric Weatherly,WR,Bucknell,Navy,0.292,0.292,
1741,2024,1,regular,4875855,Ralph Rucker,QB,Bucknell,Navy,0.084,-0.066,0.783
1742,2024,1,regular,4876611,Michael Hardyway,QB,Bucknell,Navy,1.209,1.446,0.259
1743,2024,1,regular,4876618,Paul Neel,RB,Bucknell,Navy,0.199,0.102,0.207
1744,2024,1,regular,4876635,Kyle Fontes,TE,Bucknell,Navy,-0.165,-0.165,
1745,2024,1,regular,4880681,Amin Hassan,RB,Navy,Bucknell,-0.272,,-0.272
1746,2024,1,regular,4880697,Daba Fofana,FB,Navy,Bucknell,0.509,,0.509
1747,2024,1,regular,5081502,Nathan Kent,WR,Navy,Bucknell,1.227,1.227,
1748,2024,1,regular,5081504,Blake Horvath,QB,Navy,Bucknell,0.52,0.687,0.089
1749,2024,1,regular,5081508,Eli Heidenreich,WR,Navy,Bucknell,1.344,2.107,-0.181
1750,2024,1,regular,5081517,Brandon Chatman,WR,Navy,Bucknell,0.957,3.295,0.568
1751,2024,1,regular,5081522,Shane Reynolds,RB,Navy,Bucknell,0.72,,0.72
1752,2024,1,regular,5081526,Alex Tecza,RB,Navy,Bucknell,0.08,0.631,0.035
1753,2024,1,regular,5083806,Josh Gary,WR,Bucknell,Navy,1.044,1.044,
1754,2024,1,regular,5158341,Luke Hutchison,WR,Navy,Bucknell,1.337,1.337,
1755,2024,1,regular,5158343,Braxton Woodson,QB,Navy,Bucknell,0.463,0.637,0.332
1756,2024,1,regular,5158365,Gage Leonard,WR,Navy,Bucknell,-0.119,,-0.119
1757,2024,1,regular,5158374,Isaiah Bryant,WR,Navy,Bucknell,-0.237,,-0.237
1758,2024,1,regular,5158398,Jake Norris,TE,Navy,Bucknell,2.048,2.048,
1759,2024,1,regular,5220474,Mikey Pearson II,RB,Navy,Bucknell,0.241,,0.241
1760,2024,1,regular,4430772,Mason Stahl,WR,Sacred Heart,Delaware State,1.831,1.831,
1761,2024,1,regular,4571818,Jordan Hull,WR,Delaware State,Sacred Heart,0.611,0.611,
1762,2024,1,regular,4571821,Jaden Sutton,RB,Delaware State,Sacred Heart,0.345,0.519,0.316
1763,2024,1,regular,4696155,Jalen Madison,RB,Sacred Heart,Delaware State,0.012,,0.012
1764,2024,1,regular,4892466,NyGhee Lolley,WR,Delaware State,Sacred Heart,0.919,0.919,
1765,2024,1,regular,4893718,Xavier Leigh,RB,Sacred Heart,Delaware State,0.515,,0.515
1766,2024,1,regular,5085808,Marqui Adams,QB,Delaware State,Sacred Heart,0.377,0.261,0.57
1767,2024,1,regular,5087122,Elijah Ford,WR,Sacred Heart,Delaware State,0.563,,0.563
1768,2024,1,regular,5098472,Jayden Jenkins,WR,Delaware State,Sacred Heart,0.336,1.049,-0.734
1769,2024,1,regular,560147,Kevin Johnson,WR,Hampton,Morgan State,2.119,2.119,
1770,2024,1,regular,4571720,Dorrian Moultrie,WR,Hampton,Morgan State,-2.51,-0.684,-4.336
1771,2024,1,regular,4584384,Marquez Phillips,WR,Morgan State,Hampton,1.45,1.45,
1772,2024,1,regular,4884393,Elijah Burris,RB,Hampton,Morgan State,0.143,1.934,-0.241
1773,2024,1,regular,4884402,Ja'Quan Snipes,RB,Hampton,Morgan State,-0.25,,-0.25
1774,2024,1,regular,4884403,Tymere Robinson,RB,Hampton,Morgan State,0.954,,0.954
1775,2024,1,regular,4887420,Andre Crawley,WR,Morgan State,Hampton,1.514,1.514,
1776,2024,1,regular,5083888,Jaden Wimberly,WR,Hampton,Morgan State,-1.153,-1.153,
1777,2024,1,regular,5093814,Malcolm Mays,QB,Hampton,Morgan State,0.611,0.694,0.394
1778,2024,1,regular,5093815,Kymari Gray,WR,Hampton,Morgan State,0.93,0.93,
1779,2024,1,regular,5226453,Brennan Ridley,WR,Hampton,Morgan State,0.046,0.046,
1780,2024,1,regular,4376241,D'Angelo Durham,RB,McNeese,Southern,0.111,,0.111
1781,2024,1,regular,4427949,Clifton McDowell,QB,McNeese,Southern,0.62,0.048,0.937
1782,2024,1,regular,4428844,Chandler Whitfield,WR,Southern,McNeese,1.528,1.528,
1783,2024,1,regular,4685293,Trevonte' Citizen,RB,McNeese,Southern,-0.445,-0.161,-0.516
1784,2024,1,regular,4728801,Tyler Kirkwood,WR,Southern,McNeese,0.464,1.664,-0.135
1785,2024,1,regular,4770032,Kobe Dillon,RB,Southern,McNeese,-0.011,,-0.011
1786,2024,1,regular,4876352,Jessie Campbell,WR,McNeese,Southern,1.304,1.304,
1787,2024,1,regular,4880818,Matthew McCallister,WR,McNeese,Southern,1.602,1.602,
1788,2024,1,regular,4888130,Noah Bodden,QB,Southern,McNeese,-0.043,0.02,-0.316
1789,2024,1,regular,5084208,Kameran Senegal,WR,McNeese,Southern,0.426,0.426,
1790,2024,1,regular,5084210,Joshon Barbie,RB,McNeese,Southern,-0.036,,-0.036
1791,2024,1,regular,5084233,Tyronne Hayes,TE,McNeese,Southern,0.104,0.104,
1792,2024,1,regular,5084429,Darren Morris,WR,Southern,McNeese,2.587,2.587,
1793,2024,1,regular,5084430,Kendric Rhymes,RB,Southern,McNeese,-0.239,,-0.239
1794,2024,1,regular,5098754,Dupree Fuller,TE,Southern,McNeese,0.821,0.821,
1795,2024,1,regular,5155000,Jer'Michael Carter,WR,McNeese,Southern,3.686,3.686,
1796,2024,1,regular,4395522,Jacob Van Landingham,WR,Northern State,South Dakota,-0.029,-0.029,
1797,2024,1,regular,4429179,Aidan Bouman,QB,South Dakota,Northern State,0.064,-0.02,1.24
1798,2024,1,regular,4572626,Travis Theis,RB,South Dakota,Northern State,0.521,,0.521
1799,2024,1,regular,4572629,Carter Bell,WR,South Dakota,Northern State,1.098,1.098,
1800,2024,1,regular,4695800,JJ Galbreath,TE,South Dakota,Northern State,-0.2,-0.2,
1801,2024,1,regular,4872459,Jarrett Synek,QB,South Dakota,Northern State,0.233,-0.525,0.612
1802,2024,1,regular,4876199,Daniel Britt,QB,Northern State,South Dakota,0.219,0.322,0.058
1803,2024,1,regular,4878861,Jack Martens,WR,South Dakota,Northern State,1.183,1.183,
1804,2024,1,regular,4878862,Javion Phelps,WR,South Dakota,Northern State,1.001,1.001,
1805,2024,1,regular,5087188,Colton Hackel,QB,Northern State,South Dakota,-0.793,-0.922,-0.664
1806,2024,1,regular,5088421,Charles Pierre Jr.,RB,South Dakota,Northern State,0.855,0.775,0.867
1807,2024,1,regular,4427548,Desmond Hutson,WR,Northern Iowa,Valparaiso,-0.133,-0.133,
1808,2024,1,regular,4430138,Tysen Kershaw,WR,Northern Iowa,Valparaiso,0.322,0.322,
1809,2024,1,regular,4571812,Jack Coulson,WR,Valparaiso,Northern Iowa,0.089,0.089,
1810,2024,1,regular,4578084,Brandon Jimenez,WR,Valparaiso,Northern Iowa,1.125,1.125,
1811,2024,1,regular,4686377,Amauri Pesek-Hickson,RB,Northern Iowa,Valparaiso,0.583,2.155,0.386
1812,2024,1,regular,4695121,Harrison Bey-Buie,RB,Northern Iowa,Valparaiso,0.239,,0.239
1813,2024,1,regular,4695786,Michael Mansaray,RB,Valparaiso,Northern Iowa,0.576,1.45,-0.081
1814,2024,1,regular,4708100,Sergio Morancy,WR,Northern Iowa,Valparaiso,0.629,0.629,
1815,2024,1,regular,4878842,Layne Pryor,TE,Northern Iowa,Valparaiso,1.4,1.4,
1816,2024,1,regular,4879166,Evan Jernegan,TE,Valparaiso,Northern Iowa,0.76,0.76,
1817,2024,1,regular,4879170,Barret Labus,RB,Valparaiso,Northern Iowa,1.403,,1.403
1818,2024,1,regular,5082316,Tye Edwards,RB,Northern Iowa,Valparaiso,0.826,-0.122,0.899
1819,2024,1,regular,5085754,Matthew Schecklman,QB,Northern Iowa,Valparaiso,-0.692,,-0.692
1820,2024,1,regular,5089335,Rowan Keefe,QB,Valparaiso,Northern Iowa,0.649,0.649,
1821,2024,1,regular,5089353,Ryan Mann,RB,Valparaiso,Northern Iowa,-0.327,,-0.327
1822,2024,1,regular,4362909,Cameron Gardner,WR,Mississippi Valley State,Tennessee State,0.694,0.694,
1823,2024,1,regular,4571076,Da'Shon Davis,WR,Tennessee State,Mississippi Valley State,1.042,1.042,
1824,2024,1,regular,4688717,Draylen Ellis,QB,Tennessee State,Mississippi Valley State,1.145,1.185,0.199
1825,2024,1,regular,4695047,Jalen Rouse,RB,Tennessee State,Mississippi Valley State,0.626,-0.398,1.138
1826,2024,1,regular,4769981,DePhabian Fant,RB,Mississippi Valley State,Tennessee State,-0.237,,-0.237
1827,2024,1,regular,4769987,Jakobe Thomas,RB,Mississippi Valley State,Tennessee State,-0.199,,-0.199
1828,2024,1,regular,4801301,Tevin Carter,QB,Tennessee State,Mississippi Valley State,0.093,-0.398,0.256
1829,2024,1,regular,4877478,Jalal Dean,WR,Tennessee State,Mississippi Valley State,0.94,0.94,
1830,2024,1,regular,5079283,Exavious Reed,TE,Tennessee State,Mississippi Valley State,1.686,1.686,
1831,2024,1,regular,5083985,Tonorris Brookins II,WR,Mississippi Valley State,Tennessee State,1.419,1.419,
1832,2024,1,regular,5084582,Jordan Gant,RB,Tennessee State,Mississippi Valley State,0.319,0.654,0.235
1833,2024,1,regular,5084590,Craig Cunningham,RB,Tennessee State,Mississippi Valley State,-0.996,,-0.996
1834,2024,1,regular,4832914,Jimmy Kibble,WR,Georgetown,Davidson,1.635,1.635,
1835,2024,1,regular,4876711,Naieem Kearney,RB,Georgetown,Davidson,2.367,,2.367
1836,2024,1,regular,4876788,Sam Valor,RB,Davidson,Georgetown,0.779,,0.779
1837,2024,1,regular,4876789,Luke Durkin,QB,Davidson,Georgetown,0.063,-0.334,0.859
1838,2024,1,regular,4876791,Aaron Maione,WR,Davidson,Georgetown,-0.136,-0.136,
1839,2024,1,regular,4876797,Kellyn West,WR,Davidson,Georgetown,3.939,3.939,
1840,2024,1,regular,4892055,Cam Pygatt,WR,Georgetown,Davidson,0.32,0.32,
1841,2024,1,regular,5085521,Ivan Hoyt,WR,Davidson,Georgetown,0.975,0.975,
1842,2024,1,regular,5085641,Jaleel Sales,WR,Davidson,Georgetown,-0.328,0.11,-0.766
1843,2024,1,regular,5085642,Mari Adams,RB,Davidson,Georgetown,0.01,,0.01
1844,2024,1,regular,5085644,Coulter Cleland,QB,Davidson,Georgetown,0.308,0.474,-0.024
1845,2024,1,regular,5085650,Brody Reina,WR,Davidson,Georgetown,2.227,2.227,
1846,2024,1,regular,5085654,Mason Sheron,RB,Davidson,Georgetown,0.1,,0.1
1847,2024,1,regular,5086156,Danny Lauter,QB,Georgetown,Davidson,0.068,0.15,-0.59
1848,2024,1,regular,5086159,Mason Gudger,RB,Georgetown,Davidson,0.981,,0.981
1849,2024,1,regular,4574964,Gavin Thomson,WR,St. Francis (PA),Dayton,0.471,0.471,
1850,2024,1,regular,4694530,Luke Brenner,WR,Dayton,St. Francis (PA),2.065,2.065,
1851,2024,1,regular,4694555,Alec Keathley,TE,Dayton,St. Francis (PA),1.752,1.752,
1852,2024,1,regular,4893852,Ty Stylski,RB,Dayton,St. Francis (PA),-0.23,-0.609,-0.154
1853,2024,1,regular,5082549,DeMarcus McElroy,RB,St. Francis (PA),Dayton,0.056,0.218,-0.017
1854,2024,1,regular,5086999,Dominic Vrbancic,WR,Dayton,St. Francis (PA),1.808,1.808,
1855,2024,1,regular,5088334,Nick Whitfield Jr.,QB,St. Francis (PA),Dayton,-0.171,-0.01,-0.977
1856,2024,1,regular,4870601,Jaylen Bonelli,WR,Wagner,Virginia University Of Lynchburg,2.923,2.923,
1857,2024,1,regular,4875412,Mark Didio,WR,Wagner,Virginia University Of Lynchburg,2.15,2.15,
1858,2024,1,regular,4876407,Rickey Spruill,RB,Wagner,Virginia University Of Lynchburg,1.011,,1.011
1859,2024,1,regular,4876423,Tommy Brown,QB,Wagner,Virginia University Of Lynchburg,-0.321,-0.321,
1860,2024,1,regular,5100516,Damien Mazil,QB,Wagner,Virginia University Of Lynchburg,1.625,1.625,
1861,2024,1,regular,5102160,Derek Burrell,WR,Wagner,Virginia University Of Lynchburg,0.812,0.812,
1862,2024,1,regular,4592531,Ari Patu,QB,North Alabama,Southeast Missouri State,-0.151,-0.29,0.102
1863,2024,1,regular,4693603,Kobe Warden,WR,North Alabama,Southeast Missouri State,0.956,1.204,-0.035
1864,2024,1,regular,4877476,Jayvian Allen,RB,North Alabama,Southeast Missouri State,0.449,,0.449
1865,2024,1,regular,4880358,Cam Pedro,WR,Southeast Missouri State,North Alabama,1.155,1.155,
1866,2024,1,regular,5083757,Paxton DeLaurent,QB,Southeast Missouri State,North Alabama,0.647,0.735,0.164
1867,2024,1,regular,5083762,Kyron Downing,WR,Southeast Missouri State,North Alabama,0.976,2.296,-0.344
1868,2024,1,regular,4376241,D'Angelo Durham,RB,McNeese,Tarleton State,0.798,0.354,0.976
1869,2024,1,regular,4427949,Clifton McDowell,QB,McNeese,Tarleton State,0.244,0.746,-0.285
1870,2024,1,regular,4606685,Logan Mauldin,TE,McNeese,Tarleton State,-0.548,-0.548,
1871,2024,1,regular,4685293,Trevonte' Citizen,RB,McNeese,Tarleton State,-0.134,,-0.134
1872,2024,1,regular,4686469,Mikey Henderson,TE,Tarleton State,McNeese,0.533,0.533,
1873,2024,1,regular,4697625,Victor Gabalis,QB,Tarleton State,McNeese,0.197,0.234,-0.555
1874,2024,1,regular,4715358,Derrel Kelley III,RB,Tarleton State,McNeese,0.282,,0.282
1875,2024,1,regular,4880818,Matthew McCallister,WR,McNeese,Tarleton State,6.386,6.386,
1876,2024,1,regular,4887796,Kayvon Britten,RB,Tarleton State,McNeese,0.182,-0.217,0.214
1877,2024,1,regular,5084210,Joshon Barbie,RB,McNeese,Tarleton State,-0.099,,-0.099
1878,2024,1,regular,5084233,Tyronne Hayes,TE,McNeese,Tarleton State,0.713,0.713,
1879,2024,1,regular,5155000,Jer'Michael Carter,WR,McNeese,Tarleton State,0.337,0.337,
1880,2024,1,regular,4426687,Johnathan Bennett,QB,The Citadel,Charleston Southern,0.583,1.02,0.147
1881,2024,1,regular,4427611,Garrison Johnson,RB,The Citadel,Charleston Southern,1.424,,1.424
1882,2024,1,regular,4461822,Tyler Cherry,WR,The Citadel,Charleston Southern,1.857,1.857,
1883,2024,1,regular,4571349,Dervon Pesnell,WR,The Citadel,Charleston Southern,2.246,2.246,
1884,2024,1,regular,4572739,Cooper Wallace,RB,The Citadel,Charleston Southern,0.085,,0.085
1885,2024,1,regular,4685363,Isaiah Gordon,RB,Charleston Southern,The Citadel,-0.321,,-0.321
1886,2024,1,regular,4701178,Chris Rhone,WR,Charleston Southern,The Citadel,1.691,1.691,
1887,2024,1,regular,5086883,Jaden Scott,WR,Charleston Southern,The Citadel,1.075,1.075,
1888,2024,1,regular,5095779,Johnny Crawford III,RB,The Citadel,Charleston Southern,1.341,3.2,0.411
1889,2024,1,regular,5095780,Corey Ibrahim,RB,The Citadel,Charleston Southern,0.031,0.09,0.027
1890,2024,1,regular,4427225,Zakhari Franklin,WR,Illinois,Eastern Illinois,0.952,0.952,
1891,2024,1,regular,4571721,Pierce Holley,QB,Eastern Illinois,Illinois,-0.115,-0.091,-0.386
1892,2024,1,regular,4597679,Luke Altmyer,QB,Illinois,Eastern Illinois,1.051,1.09,0.809
1893,2024,1,regular,4600981,Patrick Bryant,WR,Illinois,Eastern Illinois,2.357,2.357,
1894,2024,1,regular,4682640,Joshua McCray,RB,Illinois,Eastern Illinois,0.377,0.8,0.293
1895,2024,1,regular,4683308,Tanner Arkin,TE,Illinois,Eastern Illinois,2.439,2.439,
1896,2024,1,regular,4695119,Kendi Young,RB,Eastern Illinois,Illinois,-0.487,,-0.487
1897,2024,1,regular,4695149,DeAirious Smith,WR,Eastern Illinois,Illinois,1.619,1.619,
1898,2024,1,regular,4790965,Donovan Leary,QB,Illinois,Eastern Illinois,0.481,0.481,
1899,2024,1,regular,4826636,Jordan Anderson,TE,Illinois,Eastern Illinois,-0.577,,-0.577
1900,2024,1,regular,4827047,Aidan Laughery,RB,Illinois,Eastern Illinois,0.212,0.166,0.216
1901,2024,1,regular,4869962,Ashton Hollins,WR,Illinois,Eastern Illinois,2.351,2.351,
1902,2024,1,regular,4870696,Malik Elzy,WR,Illinois,Eastern Illinois,2.937,2.937,
1903,2024,1,regular,4870728,Kaden Feagin,RB,Illinois,Eastern Illinois,0.37,,0.37
1904,2024,1,regular,4885048,Carson Goda,TE,Illinois,Eastern Illinois,3.25,3.25,
1905,2024,1,regular,4923226,Collin Dixon,WR,Illinois,Eastern Illinois,1.293,1.293,
1906,2024,1,regular,5078909,Kenari Wilcher,WR,Illinois,Eastern Illinois,0.484,0.484,
1907,2024,1,regular,5083726,MJ Flowers,RB,Eastern Illinois,Illinois,-0.068,,-0.068
1908,2024,1,regular,5083727,Jay Pearson,RB,Eastern Illinois,Illinois,-0.94,,-0.94
1909,2024,1,regular,5089182,CJ Nelson,WR,Eastern Illinois,Illinois,2.054,2.054,
1910,2024,1,regular,5106299,Ca'Lil Valentine,RB,Illinois,Eastern Illinois,-0.287,,-0.287
1911,2024,1,regular,4577440,Grant Sergent,QB,San Diego,Cal Poly,-0.413,-0.413,
1912,2024,1,postseason,4429105,Arian Smith,WR,Georgia,Notre Dame,2.236,3.552,0.919
1913,2024,1,postseason,4596439,Dominic Lovett,WR,Georgia,Notre Dame,0.819,0.819,
1914,2024,1,regular,4605858,Rivaldo Fairweather,TE,Auburn,Alabama A&M,0.278,0.278,
1915,2024,1,regular,4612350,Donovan Eaglin,RB,Alabama A&M,Auburn,-0.415,,-0.415
1916,2024,1,regular,4685284,Caleb Burton,WR,Auburn,Alabama A&M,1.151,1.151,
1917,2024,1,regular,4685699,Damari Alston,RB,Auburn,Alabama A&M,0.841,,0.841
1918,2024,1,regular,4686271,Robert Lewis,WR,Auburn,Alabama A&M,0.45,0.45,
1919,2024,1,regular,4689654,Justin Jones,RB,Auburn,Alabama A&M,-3.648,,-3.648
1920,2024,1,regular,4710341,Jarquez Hunter,RB,Auburn,Alabama A&M,0.868,,0.868
1921,2024,1,regular,4714300,Holden Geriner,QB,Auburn,Alabama A&M,0.151,1.252,-0.951
1922,2024,1,regular,4769881,Ryan Morrow,RB,Alabama A&M,Auburn,-0.266,-1.736,0.028
1923,2024,1,regular,4870642,Jeremiah Cobb,RB,Auburn,Alabama A&M,0.412,-0.755,0.801
1924,2024,1,regular,5079376,Cam Coleman,WR,Auburn,Alabama A&M,2.801,2.801,
1925,2024,1,regular,5079691,Malcolm Simmons,WR,Auburn,Alabama A&M,2.385,2.385,
1926,2024,1,regular,5079743,Perry Thompson,WR,Auburn,Alabama A&M,3.244,3.244,
1927,2024,1,regular,5089314,Hank Brown,QB,Auburn,Alabama A&M,0.786,0.786,
1928,2024,1,regular,5145207,Bryce Cain,WR,Auburn,Alabama A&M,0.151,1.252,-0.951
1929,2024,1,regular,4038961,Cam McCormick,TE,Miami,Florida,2.74,2.74,
1930,2024,1,regular,4426335,Graham Mertz,QB,Florida,Miami,-0.232,-0.313,0.383
1931,2024,1,regular,4429184,Elijhah Badger,WR,Florida,Miami,0.743,0.743,
1932,2024,1,regular,4431268,Chimere Dike,WR,Florida,Miami,0.931,0.931,
1933,2024,1,regular,4431353,Xavier Restrepo,WR,Miami,Florida,0.768,0.768,
1934,2024,1,regular,4567784,Jacolby George,WR,Miami,Florida,1.622,1.622,
1935,2024,1,regular,4587977,Sam Brown,WR,Miami,Florida,-0.233,-0.233,
1936,2024,1,regular,4678006,Elijah Arroyo,TE,Miami,Florida,1.167,1.167,
1937,2024,1,regular,4684625,Montrell Johnson,RB,Florida,Miami,0.341,-0.828,0.447
1938,2024,1,regular,4685383,Isaiah Horton,WR,Miami,Florida,0.73,0.73,
1939,2024,1,regular,4688380,Cameron Ward,QB,Miami,Florida,0.666,0.634,1.235
1940,2024,1,regular,4693740,Kahleil Jackson,WR,Florida,Miami,0.287,0.287,
1941,2024,1,regular,4702556,Arlis Boardingham,TE,Florida,Miami,-0.723,-0.723,
1942,2024,1,regular,4808830,Damien Martinez,RB,Miami,Florida,0.092,-0.317,0.147
1943,2024,1,regular,4870736,Mark Fletcher Jr.,RB,Miami,Florida,0.534,0.592,0.526
1944,2024,1,regular,4871065,Treyaun Webb,RB,Florida,Miami,0.11,,0.11
1945,2024,1,regular,4878394,Ajay Allen,RB,Miami,Florida,-0.15,,-0.15
1946,2024,1,regular,4921154,Eugene Wilson,WR,Florida,Miami,0.282,0.282,
1947,2024,1,regular,5079322,Jadan Baugh,RB,Florida,Miami,0.398,,0.398
1948,2024,1,regular,5079503,Elija Lofton,TE,Miami,Florida,1.367,1.367,
1949,2024,1,regular,5079555,D.J. Lagway,QB,Florida,Miami,-0.036,-0.296,0.355
1950,2024,1,regular,5079591,Jordan Lyle,RB,Miami,Florida,-0.254,-0.528,-0.209
1951,2024,1,regular,4379471,Tyler Brown,WR,Clemson,Georgia,0.072,0.072,
1952,2024,1,regular,4429105,Arian Smith,WR,Georgia,Clemson,0.698,0.717,0.605
1953,2024,1,regular,4430841,Carson Beck,QB,Georgia,Clemson,0.518,0.454,1.616
1954,2024,1,regular,4431196,Jake Briningstool,TE,Clemson,Georgia,0.531,0.531,
1955,2024,1,regular,4431562,Phil Mafah,RB,Clemson,Georgia,-0.06,-0.507,0.024
1956,2024,1,regular,4596439,Dominic Lovett,WR,Georgia,Clemson,0.206,0.206,
1957,2024,1,regular,4685413,Cade Klubnik,QB,Clemson,Georgia,-0.164,-0.137,-0.591
1958,2024,1,regular,4712579,Dillon Bell,WR,Georgia,Clemson,0.228,0.012,1.308
1959,2024,1,regular,4713489,Branson Robinson,RB,Georgia,Clemson,-0.545,-0.33,-0.607
1960,2024,1,regular,4870874,Lawson Luckie,TE,Georgia,Clemson,1.29,1.29,
1961,2024,1,regular,4881826,Cash Jones,RB,Georgia,Clemson,1.298,0.541,2.811
1962,2024,1,regular,4914980,Cole Turner,WR,Clemson,Georgia,-1.213,-1.213,
1963,2024,1,regular,5078453,London Humphreys,WR,Georgia,Clemson,4.115,4.115,
1964,2024,1,regular,5079335,Chauncey Bowens,RB,Georgia,Clemson,-0.241,,-0.241
1965,2024,1,regular,5081432,Antonio Williams,WR,Clemson,Georgia,0.543,0.543,
1966,2024,1,regular,5081435,Keith Adams Jr.,RB,Clemson,Georgia,0.373,,0.373
1967,2024,1,regular,5084047,Nate Frazier,RB,Georgia,Clemson,0.341,0.095,0.408
