,season,week,seasonType,id,name,position,team,opponent,averagePPA.all,averagePPA.pass,averagePPA.rush
1968,2024,1,regular,5092508,Colbie Young,WR,Georgia,Clemson,0.27,0.27,
1969,2024,1,regular,5112674,Bryant Wesco Jr.,WR,Clemson,Georgia,0.661,0.661,
1970,2024,1,regular,5150556,Jay Haynes,RB,Clemson,Georgia,-1.331,,-1.331
1971,2024,1,regular,5150561,Olsen Patt-Henry,TE,Clemson,Georgia,0.075,0.075,
1972,2024,1,regular,5218753,T.J. Moore,WR,Clemson,Georgia,0.501,0.501,
1973,2024,1,regular,4426463,Dannis Jackson,WR,Southern Miss,Kentucky,1.072,1.072,
1974,2024,1,regular,4430270,Jay Maclin,WR,Kentucky,Southern Miss,2.403,2.403,
1975,2024,1,regular,4432782,Brock Vandagriff,QB,Kentucky,Southern Miss,0.517,0.452,0.752
1976,2024,1,regular,4433886,Tate Rodemaker,QB,Southern Miss,Kentucky,-0.155,-0.155,
1977,2024,1,regular,4567507,Rodrigues Clark,RB,Southern Miss,Kentucky,-0.188,0.082,-0.278
1978,2024,1,regular,4596346,Jordan Dingle,TE,Kentucky,Southern Miss,0.458,0.458,
1979,2024,1,regular,4606195,Demie Sumo,RB,Kentucky,Southern Miss,0.447,,0.447
1980,2024,1,regular,4685424,Dane Key,WR,Kentucky,Southern Miss,1.374,1.374,
1981,2024,1,regular,4685704,Larry Simmons,WR,Southern Miss,Kentucky,0.987,0.987,
1982,2024,1,regular,4698597,Barion Brown,WR,Kentucky,Southern Miss,0.612,1.176,-0.139
1983,2024,1,regular,4714290,Fred Farrier II,WR,Kentucky,Southern Miss,0.664,1.524,-0.195
1984,2024,1,regular,4869745,Kyirin Heath,TE,Southern Miss,Kentucky,2.906,2.906,
1985,2024,1,regular,4869802,Davis Dalton,WR,Southern Miss,Kentucky,0.536,0.536,
1986,2024,1,regular,4888886,Kenyon Clay,RB,Southern Miss,Kentucky,0.698,,0.698
1987,2024,1,regular,4920193,Ethan Crawford,QB,Southern Miss,Kentucky,0.184,,0.184
1988,2024,1,regular,4954506,Jamarion Wilcox,RB,Kentucky,Southern Miss,-0.466,,-0.466
1989,2024,1,regular,5092470,Tiaquelin Mims,WR,Southern Miss,Kentucky,-0.769,-0.769,
1990,2024,1,regular,5123048,Jason Patterson,RB,Kentucky,Southern Miss,0.201,,0.201
1991,2024,1,regular,5152924,JQ Gray,RB,Southern Miss,Kentucky,0.333,0.333,
1992,2024,1,regular,4426689,Ulysses Bentley IV,RB,Ole Miss,Furman,0.381,0.264,0.439
1993,2024,1,regular,4429212,Rashad Amos,RB,Ole Miss,Furman,0.108,,0.108
1994,2024,1,regular,4431310,Henry Parrish Jr.,RB,Ole Miss,Furman,0.23,0.818,0.156
1995,2024,1,regular,4432669,Joshua Burrell,WR,Furman,Ole Miss,1.966,1.966,
1996,2024,1,regular,4685391,Walker Howard,QB,Ole Miss,Furman,-1.914,-1.914,
1997,2024,1,regular,4686612,Tre Harris,WR,Ole Miss,Furman,1.556,1.556,
1998,2024,1,regular,4687509,Caden Prieskorn,TE,Ole Miss,Furman,2.022,2.022,
1999,2024,1,regular,4689114,Jaxson Dart,QB,Ole Miss,Furman,0.979,1.049,0.586
2000,2024,1,regular,4695267,Bailor Hughes,WR,Furman,Ole Miss,-0.325,-0.021,-0.376
2001,2024,1,regular,4696062,Antwane Wells Jr.,WR,Ole Miss,Furman,2.803,2.803,
2002,2024,1,regular,4838696,Dae'Quan Wright,TE,Ole Miss,Furman,1.588,1.588,
2003,2024,1,regular,4870858,Cayden Lee,WR,Ole Miss,Furman,1.535,1.535,
2004,2024,1,regular,4871088,Ayden Williams,WR,Ole Miss,Furman,1.697,1.697,
2005,2024,1,regular,4875065,Matt Jones,RB,Ole Miss,Furman,2.225,,2.225
2006,2024,1,regular,4877206,Joshua Harris,WR,Furman,Ole Miss,1.957,1.957,
2007,2024,1,regular,4877209,Myion Hicks,RB,Furman,Ole Miss,-0.082,-0.956,0.064
2008,2024,1,regular,4877212,Grant Robinson,RB,Furman,Ole Miss,-0.37,0.065,-0.587
2009,2024,1,regular,5079632,Noreel White,WR,Ole Miss,Furman,1.011,1.011,
2010,2024,1,regular,5081436,Domonique Thomas,RB,Ole Miss,Furman,0.504,,0.504
2011,2024,1,regular,5085847,Ben Ferguson,WR,Furman,Ole Miss,0.216,0.216,
2012,2024,1,regular,5085848,Carson Jones,QB,Furman,Ole Miss,-0.137,-0.137,
2013,2024,1,regular,5085852,Ben Croasdale,RB,Furman,Ole Miss,0.204,,0.204
2014,2024,1,regular,5141684,Austin Simmons,QB,Ole Miss,Furman,0.083,-0.009,0.872
2015,2024,1,regular,4429077,Keyvone Lee,RB,Mississippi State,Eastern Kentucky,-0.064,-0.651,0.002
2016,2024,1,regular,4431468,Jordan Mosley,WR,Mississippi State,Eastern Kentucky,1.977,1.977,
2017,2024,1,regular,4565315,Blake Shapen,QB,Mississippi State,Eastern Kentucky,0.756,0.616,1.246
2018,2024,1,regular,4565460,Jaycob Horn,WR,Eastern Kentucky,Mississippi State,1.59,1.59,
2019,2024,1,regular,4567543,Justin Ball,TE,Mississippi State,Eastern Kentucky,-2.449,-2.449,
2020,2024,1,regular,4570516,Joshua Carter,RB,Eastern Kentucky,Mississippi State,-0.071,-0.015,-0.077
2021,2024,1,regular,4683814,Dequan Stanley,WR,Eastern Kentucky,Mississippi State,0.396,0.396,
2022,2024,1,regular,4870889,Chris Parson,QB,Mississippi State,Eastern Kentucky,-0.12,-0.515,0.671
2023,2024,1,regular,4871040,Creed Whittemore,WR,Mississippi State,Eastern Kentucky,2.287,-0.275,4.848
2024,2024,1,regular,4872940,Ron Vann,WR,Eastern Kentucky,Mississippi State,2.922,2.922,
2025,2024,1,regular,4878834,Matt Morrissey,QB,Eastern Kentucky,Mississippi State,-0.166,-0.135,-0.583
2026,2024,1,regular,4879783,Caeleb Schlachter,WR,Eastern Kentucky,Mississippi State,-0.261,-0.261,
2027,2024,1,regular,5079345,Mario Craver,WR,Mississippi State,Eastern Kentucky,5.344,5.344,
2028,2024,1,regular,5146781,Xavier Gayten,RB,Mississippi State,Eastern Kentucky,0.317,,0.317
2029,2024,1,regular,5153650,Davon Booth,RB,Mississippi State,Eastern Kentucky,0.174,,0.174
2030,2024,1,regular,5218820,Johnnie Daniels,RB,Mississippi State,Eastern Kentucky,-0.147,,-0.147
2031,2024,1,regular,4426535,Theo Wease,WR,Missouri,Murray State,0.897,0.897,
2032,2024,1,regular,4428580,Tyler Stephens,TE,Missouri,Murray State,0.877,0.877,
2033,2024,1,regular,4429088,Drew Pyne,QB,Missouri,Murray State,0.398,0.393,0.446
2034,2024,1,regular,4429435,Brady Cook,QB,Missouri,Murray State,0.27,0.336,-0.209
2035,2024,1,regular,4429461,Josh Crabtree,WR,Murray State,Missouri,0.667,0.667,
2036,2024,1,regular,4430828,Mookie Cooper,WR,Missouri,Murray State,3.802,3.802,
2037,2024,1,regular,4576318,Marcus Carroll,RB,Missouri,Murray State,0.454,0.57,0.408
2038,2024,1,regular,4613032,Nate Noel,RB,Missouri,Murray State,0.298,0.165,0.346
2039,2024,1,regular,4685278,Luther Burden III,WR,Missouri,Murray State,1.265,1.545,0.423
2040,2024,1,regular,4685418,Tavorus Jones,RB,Missouri,Murray State,-0.001,,-0.001
2041,2024,1,regular,4712886,Mekhi Miller,WR,Missouri,Murray State,2.15,2.15,
2042,2024,1,regular,4870869,Brett Norfleet,TE,Missouri,Murray State,-0.149,-0.149,
2043,2024,1,regular,4905594,Jawaun Northington,RB,Murray State,Missouri,-0.056,-0.407,-0.006
2044,2024,1,regular,4921113,Joshua Manning,WR,Missouri,Murray State,0.732,0.732,
2045,2024,1,regular,4921116,Jamal Roberts,RB,Missouri,Murray State,0.826,,0.826
2046,2024,1,regular,5076106,Marquis Johnson,WR,Missouri,Murray State,0.947,0.947,
2047,2024,1,regular,5082571,Jameson Holcomb,QB,Murray State,Missouri,-0.834,-0.834,
2048,2024,1,regular,5086388,Kewan Lacy,RB,Missouri,Murray State,0.373,,0.373
2049,2024,1,regular,5089486,Kylan Galbreath,RB,Murray State,Missouri,-0.503,-0.503,
2050,2024,1,regular,5119307,Daniel Blood,WR,Missouri,Murray State,0.222,0.222,
2051,2024,1,regular,146583,John Adams,WR,Temple,Oklahoma,0.959,0.965,0.954
2052,2024,1,regular,4428938,Dante Wright,WR,Temple,Oklahoma,0.204,0.542,-0.245
2053,2024,1,regular,4431273,Jalil Farooq,WR,Oklahoma,Temple,3.555,3.555,
2054,2024,1,regular,4431560,Antwain Littleton II,RB,Temple,Oklahoma,-0.098,1.657,-0.683
2055,2024,1,regular,4587701,Andrel Anthony Jr.,WR,Oklahoma,Temple,-0.567,-0.567,
2056,2024,1,regular,4683151,Deion Burks,WR,Oklahoma,Temple,0.607,0.861,0.013
2057,2024,1,regular,4683306,Landon Morris,TE,Temple,Oklahoma,1.09,1.09,
2058,2024,1,regular,4685269,Jovantae Barnes,RB,Oklahoma,Temple,0.324,,0.324
2059,2024,1,regular,4685545,Gavin Sawchuk,RB,Oklahoma,Temple,0.147,,0.147
2060,2024,1,regular,4685553,Brenen Thompson,WR,Oklahoma,Temple,-0.416,-0.416,
2061,2024,1,regular,4687515,EJ Wilson Jr.,RB,Temple,Oklahoma,0.283,,0.283
2062,2024,1,regular,4870607,Jackson Arnold,QB,Oklahoma,Temple,0.195,0.155,0.335
2063,2024,1,regular,4870836,Xavier Irvin,WR,Temple,Oklahoma,1.766,1.766,
2064,2024,1,regular,4877529,Sam Franklin,RB,Oklahoma,Temple,0.284,,0.284
2065,2024,1,regular,4888131,Antonio Jones,WR,Temple,Oklahoma,0.056,0.056,
2066,2024,1,regular,4890373,Bauer Sharp,TE,Oklahoma,Temple,0.632,0.632,
2067,2024,1,regular,4920228,Jocquez Smith,RB,Temple,Oklahoma,-0.548,-1.599,-0.285
2068,2024,1,regular,5079465,Michael Hawkins Jr.,QB,Oklahoma,Temple,0.102,0.0,0.306
2069,2024,1,regular,5079643,Zion Ragins,WR,Oklahoma,Temple,0.329,0.329,
2070,2024,1,regular,5079719,Taylor Tatum,RB,Oklahoma,Temple,1.221,,1.221
2071,2024,1,regular,5114593,Ivan Carreon,WR,Oklahoma,Temple,-0.621,-0.621,
2072,2024,1,regular,5151231,Forrest Brock,QB,Temple,Oklahoma,-0.265,-0.18,-0.551
2073,2024,1,regular,5219864,Terrez Worthy,RB,Temple,Oklahoma,-0.102,,-0.102
2074,2024,1,regular,5219865,Ashton Allen,WR,Temple,Oklahoma,0.363,0.237,0.867
2075,2024,1,regular,553074,Aaron Young,RB,Old Dominion,South Carolina,-0.112,,-0.112
2076,2024,1,regular,4427630,Oscar Adaway III,RB,South Carolina,Old Dominion,-0.174,,-0.174
2077,2024,1,regular,4430482,Joshua Simon,TE,South Carolina,Old Dominion,1.154,1.154,
2078,2024,1,regular,4565879,Diante Vines,WR,Old Dominion,South Carolina,0.281,0.281,
2079,2024,1,regular,4569372,Dalevon Campbell,WR,South Carolina,Old Dominion,2.091,2.091,
2080,2024,1,regular,4579667,Pat Conroy,TE,Old Dominion,South Carolina,1.092,1.092,
2081,2024,1,regular,4601080,Raheim Sanders,RB,South Carolina,Old Dominion,0.196,,0.196
2082,2024,1,regular,4683144,Myles Alston,WR,Old Dominion,South Carolina,1.345,1.345,
2083,2024,1,regular,4695867,Grant Wilson,QB,Old Dominion,South Carolina,0.352,0.248,0.727
2084,2024,1,regular,4700453,Jared Brown,WR,South Carolina,Old Dominion,0.54,,0.54
2085,2024,1,regular,4832874,Bryce Duke,RB,Old Dominion,South Carolina,-0.021,,-0.021
2086,2024,1,regular,4870842,Vandrevious Jacobs,WR,South Carolina,Old Dominion,2.498,2.498,
2087,2024,1,regular,4875127,Lanorris Sellers,QB,South Carolina,Old Dominion,-0.044,-0.276,0.201
2088,2024,1,regular,4875867,Isiah Paige,WR,Old Dominion,South Carolina,2.74,2.74,
2089,2024,1,regular,4880608,Juju McDowell,RB,South Carolina,Old Dominion,0.619,,0.619
2090,2024,1,regular,4363059,Jay Gibson,TE,Chattanooga,Tennessee,1.029,1.029,
2091,2024,1,regular,4426337,Bru McCoy,WR,Tennessee,Chattanooga,1.033,1.12,0.688
2092,2024,1,regular,4432775,Dont'E Thornton,WR,Tennessee,Chattanooga,3.079,3.079,
2093,2024,1,regular,4569414,Chase Artopoeus,QB,Chattanooga,Tennessee,0.172,0.172,
2094,2024,1,regular,4572717,Lance Jackson,RB,Chattanooga,Tennessee,-0.541,,-0.541
2095,2024,1,regular,4685573,Holden Staes,TE,Tennessee,Chattanooga,0.645,0.645,
2096,2024,1,regular,4922996,Dylan Wade,TE,Maryland,UConn,0.64,0.64,
2097,2024,1,regular,4940236,Ryan Manning,WR,Maryland,UConn,1.691,1.691,
2098,2024,1,regular,5078227,Braeden Wisloski,WR,Maryland,UConn,0.501,0.501,
2099,2024,1,regular,5079650,DeJuan Williams,RB,Maryland,UConn,0.315,,0.315
2100,2024,1,regular,5086034,Camryn Edwards,RB,UConn,Maryland,0.466,0.115,0.536
2101,2024,1,regular,5147685,Josiah McLaurin,RB,Maryland,UConn,0.849,3.046,-0.249
2102,2024,1,regular,4429121,Kalel Mullings,RB,Michigan,Fresno State,0.24,,0.24
2103,2024,1,regular,4431053,Mac Dalena,WR,Fresno State,Michigan,0.975,0.975,
2104,2024,1,regular,4431536,Donovan Edwards,RB,Michigan,Fresno State,-0.08,0.378,-0.163
2105,2024,1,regular,4597499,Mikey Keene,QB,Fresno State,Michigan,-0.091,-0.091,
2106,2024,1,regular,4607267,Malik Sherrod,RB,Fresno State,Michigan,-0.385,0.226,-0.472
2107,2024,1,regular,4685464,Tyler Morris,WR,Michigan,Fresno State,0.475,0.475,
2108,2024,1,regular,4685495,Alex Orji,QB,Michigan,Fresno State,0.655,0.638,0.662
2109,2024,1,regular,4699761,Elijah Gilliam,RB,Fresno State,Michigan,-0.247,-0.534,-0.176
2110,2024,1,regular,4723086,Colston Loveland,TE,Michigan,Fresno State,0.919,0.919,
2111,2024,1,regular,4804883,Jalen Moss,WR,Fresno State,Michigan,1.929,1.929,
2112,2024,1,regular,4832830,Joshua Wood,QB,Fresno State,Michigan,-0.115,,-0.115
2113,2024,1,regular,4833016,Chedon James,WR,Fresno State,Michigan,-0.225,-0.225,
2114,2024,1,regular,4872957,Raylen Sharpe,WR,Fresno State,Michigan,1.969,1.969,
2115,2024,1,regular,4875608,Kamron Beachem,TE,Fresno State,Michigan,0.678,0.678,
2116,2024,1,regular,4878681,Davis Warren,QB,Michigan,Fresno State,-0.08,-0.08,
2117,2024,1,regular,4899366,Semaj Morgan,WR,Michigan,Fresno State,0.539,0.501,0.616
2118,2024,1,regular,5082315,Nathan Acevedo,WR,Fresno State,Michigan,0.332,0.332,
2119,2024,1,regular,5108220,Kendrick Bell,WR,Michigan,Fresno State,1.667,1.667,
2120,2024,1,regular,4426530,Kay'Ron Adams,RB,Michigan State,Florida Atlantic,0.232,,0.232
2121,2024,1,regular,4572040,George Johnson,WR,Florida Atlantic,Michigan State,0.094,0.094,
2122,2024,1,regular,4600597,Montorie Foster,WR,Michigan State,Florida Atlantic,0.73,0.73,
2123,2024,1,regular,4605477,Alante Brown,WR,Michigan State,Florida Atlantic,1.618,1.618,
2124,2024,1,regular,4683665,Zuberi Mobley,RB,Florida Atlantic,Michigan State,0.008,-0.398,0.049
2125,2024,1,regular,4700135,Cam Fancher,QB,Florida Atlantic,Michigan State,-0.081,-0.238,0.243
2126,2024,1,regular,4816104,Michael Masunas,TE,Michigan State,Florida Atlantic,1.008,1.008,
2127,2024,1,regular,4832827,Jack Velling,TE,Michigan State,Florida Atlantic,1.822,1.822,
2128,2024,1,regular,4834817,Jayshon Platt,WR,Florida Atlantic,Michigan State,1.943,1.943,
2129,2024,1,regular,4837269,Omari Hayes,WR,Florida Atlantic,Michigan State,1.676,1.676,
2130,2024,1,regular,4869252,Jaron Glover,WR,Michigan State,Florida Atlantic,0.288,,0.288
2131,2024,1,regular,4873588,CJ Campbell,RB,Florida Atlantic,Michigan State,-0.384,-0.288,-0.399
2132,2024,1,regular,5075805,Aidan Chiles,QB,Michigan State,Florida Atlantic,-0.189,-0.246,0.03
2133,2024,1,regular,5079600,Nick Marsh,WR,Michigan State,Florida Atlantic,1.135,1.135,
2134,2024,1,regular,5120971,Aziah Johnson,WR,Michigan State,Florida Atlantic,0.592,0.592,
2135,2024,1,regular,4427609,Rahmir Johnson,RB,Nebraska,UTEP,0.027,,0.027
2136,2024,1,regular,4428116,Isaiah Neyor,WR,Nebraska,UTEP,2.807,2.807,
2137,2024,1,regular,4571935,Jahmal Banks,WR,Nebraska,UTEP,1.734,1.734,
2138,2024,1,regular,4595354,Gabe Ervin,RB,Nebraska,UTEP,0.85,,0.85
2139,2024,1,regular,4683263,Heinrich Haarberg,QB,Nebraska,UTEP,0.361,0.909,-0.188
2140,2024,1,regular,4685274,Janiran Bonner,WR,Nebraska,UTEP,0.34,0.34,
2141,2024,1,regular,4705927,Jevon Jackson,RB,UTEP,Nebraska,0.096,,0.096
2142,2024,1,regular,4832955,Emmett Johnson,RB,Nebraska,UTEP,0.611,1.521,0.497
2143,2024,1,regular,4872477,Alex Bullock,WR,Nebraska,UTEP,0.351,0.351,
2144,2024,1,regular,4877714,Jaden Smith,WR,UTEP,Nebraska,1.052,1.868,-0.578
2145,2024,1,regular,4879292,Kam Thomas,WR,UTEP,Nebraska,2.099,2.099,
2146,2024,1,regular,4879298,Trey Goodman,WR,UTEP,Nebraska,1.527,1.527,
2147,2024,1,regular,4923252,Dante Dowdell,RB,Nebraska,UTEP,0.286,,0.286
2148,2024,1,regular,5079572,Dylan Raiola,QB,Nebraska,UTEP,0.522,0.522,
2149,2024,1,regular,5081096,Roman Mangini,WR,Nebraska,UTEP,0.401,0.401,
2150,2024,1,regular,5081107,Luke Lindenmeyer,TE,Nebraska,UTEP,1.467,1.467,
2151,2024,1,regular,5083042,Skyler Locklear,QB,UTEP,Nebraska,0.603,0.535,0.853
2152,2024,1,regular,5083370,Jacory Barney Jr.,WR,Nebraska,UTEP,1.229,1.229,
2153,2024,1,regular,5088893,Cade McConnell,QB,UTEP,Nebraska,0.081,-0.147,0.538
2154,2024,1,regular,5110168,Carter Nelson,WR,Nebraska,UTEP,0.202,0.202,
2155,2024,1,regular,5120456,Kwinten Ives,RB,Nebraska,UTEP,-0.353,,-0.353
2156,2024,1,regular,5127900,Shay Smith,QB,UTEP,Nebraska,-0.983,-1.563,-0.402
2157,2024,1,regular,5163745,Jalyn Gramstad,QB,Nebraska,UTEP,-0.819,-0.435,-1.973
2158,2024,1,regular,5168288,Maurice Mazzccua,RB,Nebraska,UTEP,-0.098,,-0.098
2159,2024,1,regular,5174993,Kenneth Williams,RB,Nebraska,UTEP,0.103,,0.103
2160,2024,1,regular,5227018,Mekhi Nelson,RB,Nebraska,UTEP,-0.579,,-0.579
2161,2024,1,regular,4429955,Will Howard,QB,Ohio State,Akron,0.638,0.572,1.002
2162,2024,1,regular,4430712,Jordan Simmons,RB,Akron,Ohio State,-0.124,,-0.124
2163,2024,1,regular,4431091,Ben Finley,QB,Akron,Ohio State,-0.589,-0.7,-0.216
2164,2024,1,regular,4431498,Jayden Ballard,WR,Ohio State,Akron,0.595,0.595,
2165,2024,1,regular,4432710,TreVeyon Henderson,RB,Ohio State,Akron,0.519,1.027,0.456
2166,2024,1,regular,4567750,Emeka Egbuka,WR,Ohio State,Akron,1.57,1.57,
2167,2024,1,regular,4684003,Tahj Bullock,QB,Akron,Ohio State,0.231,0.105,0.334
2168,2024,1,regular,4685702,Quinshon Judkins,RB,Ohio State,Akron,0.134,,0.134
2169,2024,1,regular,4695709,Devin Brown,QB,Ohio State,Akron,-0.267,-0.267,
2170,2024,1,regular,4871023,Carnell Tate,WR,Ohio State,Akron,2.721,2.721,
2171,2024,1,regular,4871050,Marquese Williams,RB,Akron,Ohio State,-0.274,,-0.274
2172,2024,1,regular,4882061,Jacob Newell,TE,Akron,Ohio State,2.612,2.612,
2173,2024,1,regular,4916306,Bobby Golden,WR,Akron,Ohio State,1.531,1.531,
2174,2024,1,regular,4917288,Charles Kellom,RB,Akron,Ohio State,-0.041,,-0.041
2175,2024,1,regular,5079720,Jeremiah Smith,WR,Ohio State,Akron,2.185,2.185,
2176,2024,1,regular,5110454,James Peoples,RB,Ohio State,Akron,0.509,,0.509
2177,2024,1,regular,5126515,Sam Williams-Dixon,RB,Ohio State,Akron,-0.095,,-0.095
2178,2024,1,regular,4427238,Dillon Gabriel,QB,Oregon,Idaho,0.533,0.592,-1.616
2179,2024,1,regular,4429172,Traeshon Holden,WR,Oregon,Idaho,2.175,2.175,
2180,2024,1,regular,4432631,Noah Whittington,RB,Oregon,Idaho,-0.104,0.96,-0.256
2181,2024,1,regular,4570037,Terrance Ferguson,TE,Oregon,Idaho,0.965,0.965,
2182,2024,1,regular,4608810,Tez Johnson,WR,Oregon,Idaho,1.458,1.458,
2183,2024,1,regular,4685397,Jordan James,RB,Oregon,Idaho,0.593,1.026,0.506
2184,2024,1,regular,4698298,Jake Cox,TE,Idaho,Oregon,3.011,3.011,
2185,2024,1,regular,4832804,Jordan Dwyer,WR,Idaho,Oregon,0.686,0.686,
2186,2024,1,regular,4870876,Kyler Kasper,WR,Oregon,Idaho,2.975,2.975,
2187,2024,1,regular,4878863,Nate Thomas,RB,Idaho,Oregon,0.623,1.355,0.257
2188,2024,1,regular,4887438,Elisha Cummings,RB,Idaho,Oregon,0.389,1.867,0.204
2189,2024,1,regular,5083171,Jack Layne,QB,Idaho,Oregon,-0.082,-0.175,0.228
2190,2024,1,regular,5083315,Kenyon Sadiq,TE,Oregon,Idaho,0.789,1.543,-0.341
2191,2024,1,regular,4429847,Garrett Greene,QB,West Virginia,Penn State,-0.021,0.07,-0.353
2192,2024,1,regular,4431459,Tyler Warren,TE,Penn State,West Virginia,1.447,1.447,
2193,2024,1,regular,4433921,Kole Taylor,TE,West Virginia,Penn State,0.784,0.784,
2194,2024,1,regular,4619186,Treylan Davis,TE,West Virginia,Penn State,-0.052,-0.052,
2195,2024,1,regular,4685246,Kaytron Allen,RB,Penn State,West Virginia,-0.084,2.618,-0.355
2196,2024,1,regular,4685459,Nicco Marchiol,QB,West Virginia,Penn State,-0.806,-2.438,0.011
2197,2024,1,regular,4685555,Nicholas Singleton,RB,Penn State,West Virginia,0.44,1.521,0.356
2198,2024,1,regular,4685696,Beau Pribula,QB,Penn State,West Virginia,1.302,2.908,0.767
2199,2024,1,regular,4691003,Preston Fox,WR,West Virginia,Penn State,1.96,1.96,
2200,2024,1,regular,4699354,Harrison Wallace III,WR,Penn State,West Virginia,2.496,2.496,
2201,2024,1,regular,4702908,Omari Evans,WR,Penn State,West Virginia,1.528,1.528,
2202,2024,1,regular,4714771,Drew Allar,QB,Penn State,West Virginia,0.989,0.966,1.056
2203,2024,1,regular,4870754,Rodney Gallagher,WR,West Virginia,Penn State,0.542,0.542,
2204,2024,1,regular,4870912,Traylon Ray,WR,West Virginia,Penn State,0.6,0.6,
2205,2024,1,regular,4911971,Jahiem White,RB,West Virginia,Penn State,-0.029,-0.351,0.052
2206,2024,1,regular,4913159,Jaylen Anderson,RB,West Virginia,Penn State,0.069,,0.069
2207,2024,1,regular,5079386,Ric'Darious Farmer,WR,West Virginia,Penn State,-0.765,,-0.765
2208,2024,1,regular,5081999,CJ Donaldson,RB,West Virginia,Penn State,0.348,,0.348
2209,2024,1,regular,5100582,Hudson Clement,WR,West Virginia,Penn State,2.748,2.748,
2210,2024,1,regular,5121541,Cam Wallace,RB,Penn State,West Virginia,-0.301,,-0.301
2211,2024,1,regular,4430235,Chris Long,WR,Rutgers,Howard,-0.167,-0.167,
2212,2024,1,regular,4432722,Athan Kaliakmanis,QB,Rutgers,Howard,0.359,0.172,1.076
2213,2024,1,regular,4606669,Victor Konopka,TE,Rutgers,Howard,0.481,0.481,
2214,2024,1,regular,4608686,Kyle Monangai,RB,Rutgers,Howard,0.158,-0.41,0.192
2215,2024,1,regular,4697536,Kasey Hawthorne,WR,Howard,Rutgers,1.391,1.391,
2216,2024,1,regular,4697540,Jarett Hunter,RB,Howard,Rutgers,-0.325,0.636,-0.485
2217,2024,1,regular,4746099,Kenny Fletcher,TE,Rutgers,Howard,1.261,1.261,
2218,2024,1,regular,4775266,Dymere Miller,WR,Rutgers,Howard,1.06,1.06,
2219,2024,1,regular,4837182,Eden James,RB,Howard,Rutgers,0.241,0.193,0.253
2220,2024,1,regular,4878811,Richie Ilarraza,WR,Howard,Rutgers,-0.315,-0.111,-1.13
2221,2024,1,regular,5075390,Ian Strong,WR,Rutgers,Howard,1.0,1.0,
2222,2024,1,regular,5078166,Ajani Sheppard,QB,Rutgers,Howard,-0.054,,-0.054
2223,2024,1,regular,5084771,KJ Duff,WR,Rutgers,Howard,0.698,0.698,
2224,2024,1,regular,5087297,Ja'Shawn Scroggins,QB,Howard,Rutgers,-0.041,-0.231,0.408
2225,2024,1,regular,5209945,Antwan Raymond,RB,Rutgers,Howard,-0.182,,-0.182
2226,2024,1,regular,4251136,Spencer Curtis,WR,Hawai'i,UCLA,-1.382,-1.382,
2227,2024,1,regular,4427634,Keegan Jones,RB,UCLA,Hawai'i,-0.151,-0.173,-0.143
2228,2024,1,regular,4429068,Ethan Garbers,QB,UCLA,Hawai'i,0.182,0.14,0.456
2229,2024,1,regular,4431525,Dekel Crowdus,WR,Hawai'i,UCLA,0.358,0.358,
2230,2024,1,regular,4432731,Moliki Matavao,TE,UCLA,Hawai'i,1.093,1.093,
2231,2024,1,regular,4635009,J.Michael Sturdivant,WR,UCLA,Hawai'i,0.687,0.687,
2232,2024,1,regular,4693798,Koali Nishigaya,WR,Hawai'i,UCLA,1.908,1.908,
2233,2024,1,regular,4709977,Brayden Schager,QB,Hawai'i,UCLA,-0.065,-0.012,-0.468
2234,2024,1,regular,4710344,Titus Mokiao-Atimalala,WR,UCLA,Hawai'i,1.768,1.768,
2235,2024,1,regular,4869582,Cam Barfield,RB,Hawai'i,UCLA,-0.527,,-0.527
2236,2024,1,regular,4870713,Rico Flores,WR,UCLA,Hawai'i,2.623,2.623,
2237,2024,1,regular,4875791,Landon Sims,RB,Hawai'i,UCLA,-0.23,0.357,-0.397
