id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401752825,356,Illinois,Big Ten,away,45,22-31,0,25,2-2,0,4,0,-1,0,0,25,2,9,296,1,1,3,36:12,,,,5,42,3,123,2,27,2,5-13,1,7-51,419,0,9.5,2.9
401752826,120,Maryland,Big Ten,home,20,19-36,0,20,1-2,1,0,,,0,0,16,2,8,254,1,,2,26:25,0,15,3,1,28,0,86,4,44,9,3-12,1,3-30,340,1,7.1,3.1
401752826,2459,Northern Illinois,Mid-American,away,9,14-22,0,13,4-6,0,1,,,0,0,50,3,3,91,3,,0,33:35,,,,1,48,1,180,0,37,2,7-20,0,6-55,271,0,4.1,3.8
401752937,204,Oregon State,Pac-12,home,27,32-49,0,30,1-2,0,,0,31,2,0,65,5,3,388,1,1,4,37:25,0,5,1,1,33,0,156,0,30,4,10-17,,10-70,544,2,7.9,4.7
401752937,278,Fresno State,Mountain West,away,36,13-18,2,15,0-0,0,,1,61,1,0,121,5,12,121,6,2,0,22:34,1,42,1,5,27,2,199,2,44,6,1-8,,6-55,320,1,6.7,7.4
401752948,21,San Diego State,Mountain West,away,13,15-30,0,10,1-4,0,,,,0,,,,1,133,4,,1,24:54,0,4,1,4,30,1,82,0,44,3,2-13,,6-38,215,0,4.4,2.7
401752948,265,Washington State,Pac-12,home,36,28-42,0,19,2-3,0,0,,,0,0,44,2,10,257,5,,3,35:06,0,21,3,5,33,1,145,3,31,7,5-18,1,8-55,402,0,6.1,4.4
401754524,152,NC State,ACC,home,35,16-23,0,22,2-2,0,,0,0,0,,,,5,200,2,1,1,27:35,0,8,1,4,33,4,220,0,31,5,1-7,,1-15,420,0,8.7,6.7
401754524,258,Virginia,ACC,away,31,30-43,0,24,1-2,0,,,,1,0,19,1,7,257,3,,1,32:25,0,81,4,4,32,3,257,0,26,5,13-19,,3-20,514,1,6.0,8.0
401754525,239,Baylor,Big 12,away,48,34-50,0,32,3-6,2,0,0,0,0,0,142,6,12,440,2,1,4,32:36,0,-6,2,0,44,2,161,2,41,5,8-18,2,6-64,601,2,8.8,3.7
401754525,2567,SMU,ACC,home,45,16-22,0,23,1-1,0,2,,,1,0,38,2,9,295,7,,3,27:24,0,4,1,0,44,3,163,1,55,6,5-13,1,6-55,458,1,13.4,3.7
401754526,24,Stanford,ACC,away,3,17-32,0,12,2-3,1,0,,,2,0,39,2,3,142,0,,0,25:04,,,,2,24,0,19,3,44,6,2-13,2,6-45,161,3,4.4,0.8
401754526,252,BYU,Big 12,home,27,17-27,0,18,1-2,0,1,0,50,0,0,44,1,13,175,0,2,0,34:56,0,61,3,7,41,2,157,3,25,8,5-14,1,4-35,332,0,6.5,3.8
401754527,153,North Carolina,ACC,away,20,17-25,0,15,1-2,0,,0,34,0,0,19,1,8,155,5,2,1,29:38,0,8,2,5,33,1,148,1,34,5,5-15,,5-55,303,0,6.2,4.5
401754527,2429,Charlotte,American Athletic,home,3,25-41,0,21,0-1,0,,,,2,,,,3,250,2,,0,30:22,0,5,2,2,28,0,22,0,36,5,7-16,,5-43,272,2,6.1,0.8
401754528,97,Louisville,ACC,home,28,13-23,1,12,1-2,1,1,0,0,0,0,25,1,6,151,2,1,1,22:48,,,,2,30,1,113,6,39,7,5-14,1,5-49,264,1,6.6,3.8
401754528,256,James Madison,Sun Belt,away,14,18-31,0,19,1-3,1,1,,,1,0,51,3,2,137,4,,1,37:12,0,17,3,4,47,1,126,3,25,8,7-17,1,12-95,263,2,4.4,2.7
401754529,221,Pittsburgh,ACC,home,45,24-32,0,22,0-1,0,1,,,1,0,84,3,9,340,2,,4,23:17,0,26,2,10,26,2,124,4,38,11,6-9,0,6-63,464,1,10.6,4.8
401754529,2117,Central Michigan,Mid-American,away,17,20-27,0,13,3-5,1,0,0,18,0,0,31,2,5,177,3,1,1,36:43,0,2,1,3,41,1,40,1,34,2,6-17,3,9-75,217,1,6.6,1.0
401754530,25,California,ACC,home,35,28-39,0,22,1-2,1,0,0,28,1,0,52,2,9,286,3,1,1,31:38,0,44,5,5,34,3,181,2,23,5,6-12,2,7-81,467,2,7.3,5.3
401754530,2640,Texas Southern,SWAC,away,3,20-36,0,13,0-0,0,1,0,17,1,0,91,4,3,140,3,1,0,28:22,0,7,1,0,22,0,52,1,39,3,3-14,0,10-75,192,1,3.9,2.4
401754618,41,UConn,FBS Independents,away,20,25-44,0,20,2-4,0,1,0,0,0,0,36,2,8,274,6,1,1,33:34,0,8,4,2,34,1,142,3,51,7,4-17,0,4-32,416,0,6.2,4.2
401754618,183,Syracuse,ACC,home,27,33-53,0,24,1-3,1,0,,,1,0,16,1,7,417,7,,2,26:26,0,6,2,4,29,1,44,1,57,7,5-15,1,4-28,461,2,7.9,1.5
401754620,154,Wake Forest,ACC,home,42,16-26,0,21,0-1,2,1,0,5,1,0,26,1,4,269,5,1,2,24:02,0,53,5,8,31,4,273,5,33,15,4-10,2,3-22,542,3,10.3,8.8
401754620,2717,Western Carolina,Southern,away,10,26-43,0,17,2-3,1,2,0,0,1,0,11,1,4,204,2,1,0,35:58,,,,1,33,1,34,0,32,8,4-17,3,5-48,238,2,4.7,1.0
401754621,52,Florida State,ACC,home,77,16-20,0,29,3-3,1,0,0,48,0,0,40,2,11,368,2,2,6,31:59,0,25,2,0,51,5,361,3,25,9,10-14,2,3-35,729,1,18.4,7.1
401754621,2837,East Texas A&M,Southland,away,3,7-13,0,9,0-1,0,1,,,2,,,,3,92,1,,0,28:01,,,,0,36,0,105,1,42,5,3-12,1,7-55,197,2,7.1,2.9
401754622,59,Georgia Tech,ACC,home,59,22-29,0,21,1-2,1,1,,,1,0,6,1,11,457,2,,2,22:40,0,50,4,1,28,5,223,6,40,14,2-8,2,12-94,680,2,15.8,8.0
401754622,2241,Gardner-Webb,Big South-OVC,away,12,20-30,0,20,1-2,1,0,0,0,0,0,34,3,0,209,0,1,2,37:23,,,,3,47,0,117,0,36,1,4-18,1,5-20,326,1,7.0,2.5
401754637,228,Clemson,ACC,home,27,18-24,0,17,0-1,1,0,0,13,1,0,30,2,9,196,3,3,2,26:59,,,,4,31,1,120,4,42,5,5-12,1,3-30,316,2,8.2,3.9
401754637,2653,Troy,Sun Belt,away,16,19-31,1,16,1-2,0,1,1,4,3,,,,4,223,4,1,1,33:01,0,1,1,0,32,0,78,1,37,4,5-13,0,10-97,301,3,7.2,2.4
401754641,2065,Bethune-Cookman,SWAC,away,3,14-18,0,14,0-1,1,0,,,1,,,,3,99,4,,0,31:55,,,,0,33,0,92,2,38,3,1-11,1,2-20,191,2,5.5,2.8
401754641,2390,Miami,ACC,home,45,30-36,0,31,0-1,0,1,0,0,0,0,25,1,9,344,0,1,2,28:05,0,11,2,1,30,4,199,1,30,10,4-6,1,4-50,543,0,9.6,6.6
401756879,12,Arizona,Big 12,home,48,20-28,1,31,1-1,0,,1,52,0,,,,12,406,4,2,5,32:39,0,-7,1,1,39,0,150,2,24,6,5-10,,10-80,556,0,14.5,3.8
401756879,2692,Weber State,Big Sky,away,3,10-24,0,11,0-0,0,,,,2,0,19,1,3,68,2,,0,27:21,0,20,1,1,31,0,116,3,30,4,2-13,,7-68,184,2,2.8,3.7
401756880,189,Bowling Green,Mid-American,away,20,29-37,0,21,1-2,0,1,,,0,0,41,2,8,274,2,,1,37:11,0,0,1,0,34,1,98,0,32,6,6-16,1,4-28,372,0,7.4,2.9
401756880,2132,Cincinnati,Big 12,home,34,17-24,0,18,1-1,1,0,,,0,0,23,1,10,333,1,,3,22:49,0,3,1,2,29,1,106,4,38,8,2-7,1,5-52,439,1,13.9,3.7
401756881,38,Colorado,Big 12,home,31,22-30,0,21,1-1,0,2,0,2,0,,,,7,267,7,1,2,32:57,0,14,1,5,36,2,135,2,39,7,7-16,0,4-40,402,0,8.9,3.8
401756881,48,Delaware,Conference USA,away,7,18-36,0,19,1-3,1,0,,,1,,,,1,312,3,,1,27:03,0,13,1,1,29,0,85,5,46,11,2-10,2,3-31,397,2,8.7,2.9
401756882,349,Army,American Athletic,away,24,8-12,0,20,6-7,0,,0,8,0,,,,6,95,4,1,1,40:29,0,0,1,2,70,2,237,0,29,2,10-22,,2-10,332,0,7.9,3.4
401756882,2306,Kansas State,Big 12,home,21,15-25,1,13,2-2,0,,,,1,1,143,2,7,172,0,,1,19:31,0,0,1,4,18,0,74,0,56,4,2-9,,2-15,246,1,6.9,4.1
401756883,195,Ohio,Mid-American,home,17,22-31,0,24,1-3,0,0,0,21,3,0,16,1,5,247,3,1,1,40:15,0,1,2,6,47,1,182,4,25,7,5-14,2,10-68,429,3,8.0,3.9
401756883,277,West Virginia,Big 12,away,10,15-28,0,13,0-1,0,,0,37,1,0,63,3,4,178,5,3,0,16:40,0,19,2,3,28,1,72,3,40,6,2-13,,8-85,250,1,6.4,2.6
401756884,242,Rice,American Athletic,home,9,11-13,0,16,0-2,1,0,,,1,0,42,2,3,51,6,,0,32:46,0,11,1,0,53,1,177,3,27,5,4-15,1,1-10,228,2,3.9,3.3
401756884,248,Houston,Big 12,away,35,15-22,1,14,0-1,0,1,1,37,0,0,28,1,5,188,1,1,1,27:14,0,2,1,0,37,3,207,3,34,8,9-16,0,2-23,395,0,8.5,5.6
401756885,2309,Kent State,Mid-American,away,14,11-25,0,10,1-3,1,1,,,1,0,46,3,2,165,2,,1,29:57,,,,3,34,1,64,0,45,3,2-14,2,4-36,229,2,6.6,1.9
401756885,2641,Texas Tech,Big 12,home,62,27-38,1,27,1-2,1,1,1,55,0,0,12,1,14,371,4,1,4,30:03,0,34,3,13,42,3,230,3,31,6,6-13,1,7-60,601,1,9.8,5.5
401756886,2116,UCF,Big 12,home,68,14-24,2,20,2-2,0,2,0,0,0,1,96,1,14,204,4,1,0,24:01,0,38,2,4,32,7,356,2,50,11,5-11,0,6-55,560,0,8.5,11.1
401756886,2448,North Carolina A&T,CAA,away,7,5-11,0,13,0-0,2,0,,,1,0,80,4,1,40,2,,0,36:15,0,20,2,0,51,1,160,1,36,3,5-17,3,7-59,200,3,3.6,3.1
401756887,13,Cal Poly,Big Sky,away,9,15-30,0,12,0-1,0,,,,2,0,34,2,9,158,3,,0,28:45,0,-2,1,0,28,0,65,1,33,4,3-13,,4-20,223,2,5.3,2.3
401756887,254,Utah,Big 12,home,63,21-27,1,24,1-1,0,,1,50,0,,,,9,245,5,2,3,31:15,0,58,2,0,46,5,273,3,34,9,9-13,,7-65,518,0,9.1,5.9
401757227,55,Jacksonville State,Conference USA,home,34,6-12,0,18,0-0,0,1,0,11,0,0,12,1,10,52,5,1,0,30:24,,,,1,48,4,343,4,43,6,8-14,0,1-10,395,0,4.3,7.1
401757227,2335,Liberty,Conference USA,away,24,19-29,0,20,0-2,1,0,,,1,0,44,4,6,335,1,,2,29:36,0,15,2,1,37,1,199,0,36,1,7-14,1,4-30,534,2,11.6,5.4
401757228,276,Marshall,Sun Belt,home,20,13-24,0,12,1-3,0,,0,34,1,0,23,1,8,83,2,1,0,25:26,0,51,2,9,33,2,191,6,30,12,3-15,,5-40,274,1,3.5,5.8
401757228,2623,Missouri State,Conference USA,away,21,22-32,0,18,0-0,0,0,0,5,1,0,63,3,3,388,5,1,3,34:34,0,15,2,5,38,0,86,1,28,3,7-16,2,8-93,474,1,12.1,2.3
401757229,166,New Mexico State,Conference USA,home,21,28-45,0,19,1-1,1,0,0,8,0,0,15,1,7,252,6,2,2,30:50,0,12,2,3,26,0,39,1,45,6,10-19,1,8-65,291,1,5.6,1.5
401757229,202,Tulsa,American Athletic,away,14,27-40,0,25,2-4,0,1,,,2,,,,2,235,4,,1,29:10,0,19,2,3,37,1,141,2,38,9,6-15,1,6-40,376,2,5.9,3.8
401757230,62,Hawai'i,Mountain West,home,37,27-43,1,24,3-3,1,0,1,41,1,0,50,2,13,294,4,1,3,32:53,,,,2,34,0,123,3,28,6,6-17,1,6-73,417,2,6.8,3.6
401757230,2534,Sam Houston,Conference USA,away,20,18-28,1,19,0-1,0,1,1,66,1,0,44,3,8,159,6,1,1,27:07,0,8,1,2,31,0,89,3,40,3,2-11,0,9-105,248,1,5.7,2.9
401757231,2630,UT Martin,Big South-OVC,away,17,24-36,0,19,2-6,1,1,,,0,0,94,5,5,295,3,,1,38:48,0,31,5,1,40,1,76,3,30,6,4-17,1,6-35,371,1,8.2,1.9
401757231,2638,UTEP,Conference USA,home,42,15-29,0,14,0-0,1,1,,,0,0,64,3,4,278,3,,4,21:12,0,23,2,6,25,2,194,4,41,11,4-10,1,4-40,472,1,9.6,7.8
401757232,98,Western Kentucky,Conference USA,away,21,24-39,0,18,0-2,1,0,0,0,1,,,,3,274,2,1,2,26:35,0,0,1,2,28,1,59,0,28,1,6-14,1,4-45,333,2,7.0,2.1
401757232,2649,Toledo,Mid-American,home,45,12-21,1,21,0-1,0,1,1,37,1,0,19,2,9,201,3,1,3,33:25,0,14,3,5,42,2,307,2,27,4,5-12,0,9-78,508,1,9.6,7.3
401760363,68,Boise State,Mountain West,home,51,17-29,0,22,0-1,0,1,0,21,0,0,20,1,9,309,3,1,2,28:24,0,16,2,9,39,5,328,1,40,7,7-13,1,6-55,637,0,10.7,8.4
401760363,331,Eastern Washington,Big Sky,away,14,19-37,0,13,1-3,1,0,,,1,,,,2,176,3,,0,31:36,,,,2,31,2,117,0,39,5,6-18,1,5-39,293,2,4.8,3.8
401760364,36,Colorado State,Mountain West,home,21,14-26,0,27,0-1,4,1,0,16,1,,,,3,141,5,1,0,30:37,0,36,3,1,46,3,230,0,31,6,5-10,4,10-94,371,5,5.4,5.0
401760364,2458,Northern Colorado,Big Sky,away,17,17-28,0,17,2-2,1,4,0,0,1,,,,5,160,4,1,0,29:23,,,,1,34,2,63,1,38,4,3-14,1,5-44,223,2,5.7,1.9
401760365,16,Sacramento State,Big Sky,away,17,14-19,0,15,2-3,0,,0,27,1,,,,5,225,0,2,1,27:14,,,,0,41,1,146,0,43,5,2-12,,9-71,371,1,11.8,3.6
401760365,2440,Nevada,Mountain West,home,20,12-21,1,23,2-4,0,,1,36,2,0,21,1,8,144,0,1,0,32:46,0,14,2,0,47,1,270,3,36,7,4-12,,7-62,414,2,6.9,5.7
401760366,167,New Mexico,Mountain West,home,32,13-21,0,20,1-2,1,0,0,0,0,0,83,4,6,155,1,1,0,29:29,0,3,1,4,38,4,218,0,43,3,6-13,1,2-13,373,1,7.4,5.7
401760366,304,Idaho State,Big Sky,away,22,28-39,0,21,0-1,0,1,,,1,0,20,1,10,265,1,,1,30:31,0,12,1,1,31,1,121,2,31,4,8-15,2,9-99,386,1,6.8,3.9
401760367,2460,Northern Iowa,MVFC,away,7,16-29,0,13,0-0,0,1,,,2,0,48,2,1,111,2,,0,30:41,0,9,1,0,29,1,59,4,46,9,5-16,0,9-80,170,2,3.8,2.0
401760367,2751,Wyoming,Mountain West,home,31,20-26,0,25,0-0,1,0,0,-2,0,,,,7,190,2,2,2,29:19,0,57,5,2,37,2,189,2,33,2,4-10,1,13-115,379,1,7.3,5.1
401761596,2026,App State,Sun Belt,home,20,19-34,0,20,0-2,3,0,0,27,1,0,28,1,8,293,7,2,2,24:52,0,18,5,10,33,0,209,8,27,16,6-13,3,9-80,502,4,8.6,6.3
401761596,2815,Lindenwood,Big South-OVC,away,13,20-36,0,13,2-4,0,3,0,-3,2,0,39,1,1,217,4,1,1,35:08,,,,1,33,1,-1,1,28,2,3-17,1,3-30,216,2,6.0,0.0
401761597,324,Coastal Carolina,Sun Belt,home,13,16-27,0,27,1-1,0,0,0,0,3,,,,7,139,5,1,0,35:35,0,2,2,3,51,1,245,2,27,6,7-14,3,8-80,384,3,5.1,4.8
401761597,2127,Charleston Southern,Big South-OVC,away,0,10-22,0,10,1-1,0,,0,0,1,0,32,2,,55,2,3,0,24:25,0,29,2,0,26,0,98,1,50,5,0-11,,10-65,153,1,2.5,3.8
401761598,235,Memphis,American Athletic,away,38,16-20,1,21,1-1,0,,1,31,0,,,,8,196,3,1,0,29:53,0,54,2,5,40,4,205,3,39,10,5-10,,7-65,401,0,9.8,5.1
401761598,2247,Georgia State,Sun Belt,home,16,29-41,0,19,1-3,0,0,,,1,0,75,4,2,340,2,,1,30:07,,,,4,27,1,49,1,44,8,6-15,2,9-50,389,1,8.3,1.8
401761599,295,Old Dominion,Sun Belt,home,54,22-29,0,25,1-1,1,1,0,34,0,0,28,2,10,277,4,2,3,28:23,0,22,1,4,34,4,268,2,25,12,3-10,3,6-74,545,1,9.6,7.9
401761599,2428,North Carolina Central,MEAC,away,6,13-27,0,14,0-2,1,1,,,2,0,203,9,6,102,0,,0,31:37,,,,1,38,0,136,1,29,2,4-15,3,8-89,238,3,3.8,3.6
401761600,309,Louisiana,Sun Belt,home,34,14-22,0,25,2-3,0,1,0,0,0,0,77,3,10,86,1,1,1,34:17,0,-13,1,1,45,3,315,1,31,2,4-11,2,6-55,401,0,3.9,7.0
401761600,2377,McNeese,Southland,away,10,19-30,0,14,2-3,1,0,,,1,0,39,4,4,191,2,,0,25:43,0,7,1,0,26,1,47,1,44,6,4-12,2,8-105,238,2,6.4,1.8
401761601,6,South Alabama,Sun Belt,home,31,17-24,0,23,2-4,2,1,,,0,,,,5,231,3,,2,25:31,0,42,2,0,41,2,190,1,33,5,4-12,2,2-10,421,2,9.6,4.6
401761601,2655,Tulane,American Athletic,away,33,16-27,0,23,1-1,1,2,,,0,0,110,5,9,165,2,,1,34:29,0,0,1,3,45,3,241,1,26,3,9-17,1,11-87,406,1,6.1,5.4
401761602,2296,Jackson State,SWAC,away,20,14-28,0,19,1-1,0,,,,2,0,115,3,8,131,3,,0,31:15,0,13,1,6,42,2,191,2,27,6,5-16,,12-87,322,2,4.7,4.5
401761602,2572,Southern Miss,Sun Belt,home,38,22-32,1,25,0-0,0,,0,43,0,0,54,2,8,224,7,2,3,28:45,1,71,4,2,36,1,139,3,28,7,4-11,,4-43,363,0,7.0,3.9
401761603,326,Texas State,Sun Belt,away,43,12-20,0,17,1-1,0,,,,1,0,121,4,11,286,5,,1,29:37,,,,3,44,4,175,1,39,7,6-16,,5-55,461,1,14.3,4.0
401761603,2636,UTSA,American Athletic,home,36,23-43,0,25,1-6,0,,0,9,0,0,52,2,4,219,4,1,2,30:23,0,3,1,2,33,3,278,1,45,5,3-12,,6-60,497,0,5.1,8.4
401762458,5,UAB,American Athletic,away,24,23-33,0,23,1-2,1,0,,,2,0,39,2,6,321,0,,2,27:38,0,5,2,0,27,1,92,0,21,5,6-13,1,4-32,413,3,9.7,3.4
401762458,2426,Navy,American Athletic,home,38,6-8,0,20,1-1,0,1,0,0,0,0,15,1,8,168,1,2,1,32:22,,,,4,51,4,295,1,21,3,4-9,2,8-97,463,0,21.0,5.8
401762459,151,East Carolina,American Athletic,home,56,31-44,0,27,0-1,0,2,,,0,,,,8,363,3,,3,27:44,0,38,3,0,37,5,172,2,19,9,13-17,0,10-84,535,0,8.3,4.6
401762459,2097,Campbell,CAA,away,3,22-36,0,14,1-1,2,0,,,0,0,87,4,3,147,3,,0,32:16,,,,0,27,0,4,0,41,1,2-14,3,3-25,151,2,4.1,0.1
401762460,50,Florida A&M,SWAC,away,14,19-35,0,16,1-2,0,0,,,0,0,0,1,2,227,6,,2,30:15,0,14,2,3,29,0,70,1,40,4,5-16,2,6-52,297,0,6.5,2.4
401762460,2226,Florida Atlantic,American Athletic,home,56,29-45,1,34,3-3,0,0,,,0,0,23,1,12,360,5,,5,29:45,1,62,4,5,34,1,193,2,31,4,5-13,2,2-15,553,0,8.0,5.7
401762461,249,North Texas,American Athletic,away,33,18-33,0,23,0-0,0,,,,0,0,67,3,9,224,1,,2,23:21,,,,0,30,2,182,1,50,4,6-14,,9-81,406,0,6.8,6.1
401762461,2711,Western Michigan,Mid-American,home,30,7-14,0,18,1-1,0,0,,,0,0,125,6,12,87,6,,1,36:39,0,-4,1,1,57,2,216,3,37,4,9-18,2,9-76,303,0,6.2,3.8
401762462,47,Howard,MEAC,away,7,8-20,0,9,0-0,0,,,,1,0,55,3,1,39,0,,1,23:46,,,,0,28,0,82,2,51,5,5-14,,5-39,121,1,2.0,2.9
401762462,218,Temple,American Athletic,home,55,14-16,0,28,1-1,0,0,0,0,0,0,36,2,13,231,2,1,4,36:14,0,59,4,1,48,3,331,2,32,6,8-12,1,6-70,562,0,14.4,6.9
401762794,2084,Buffalo,Mid-American,home,45,11-22,0,32,2-4,0,2,,,2,,,,9,133,4,,1,37:19,0,74,7,3,63,5,370,3,25,7,11-17,0,3-29,503,2,6.0,5.9
401762794,2598,St. Francis (PA),NEC,away,6,18-31,0,7,1-2,1,0,0,6,0,0,25,1,0,115,3,2,0,22:41,,,,0,20,1,11,0,55,3,4-15,1,6-30,126,1,3.7,0.6
401762795,2199,Eastern Michigan,Mid-American,home,23,18-29,0,17,0-1,0,0,,,0,0,140,5,5,189,6,,2,22:07,,,,4,25,1,122,0,18,6,5-12,1,0-0,311,0,6.5,4.9
401762795,2341,Long Island University,NEC,away,28,15-24,0,21,0-1,0,0,,,0,,,,4,248,2,,0,37:53,,,,6,45,4,231,0,27,4,11-17,1,3-22,479,0,10.3,5.1
401762816,113,Massachusetts,Mid-American,home,26,20-32,1,21,0-0,0,,1,23,1,0,57,1,8,257,6,2,0,36:05,0,6,2,2,35,2,101,2,25,3,7-15,,9-98,358,1,8.0,2.9
401762816,2803,Bryant,CAA,away,27,22-45,0,25,1-1,0,,0,0,2,0,132,5,9,318,3,1,3,23:55,,,,6,25,0,81,2,32,10,4-14,,4-27,399,2,7.1,3.2
401767089,70,Idaho,Big Sky,home,37,20-25,,22,0-1,0,1,,,1,0,107,5,5,281,,,3,31:19,,,,,35,2,186,,,,6-10,1,13-104,467,1,11.2,5.3
401767089,2900,St. Thomas (MN),Pioneer,away,30,21-32,,26,1-2,1,0,0,0,0,0,80,4,6,264,,1,3,28:41,,,,,34,1,208,,,,3-11,1,7-52,472,1,8.3,6.1
401767097,149,Montana,Big Sky,home,42,15-25,,20,1-2,1,0,0,25,2,0,67,3,6,257,,2,2,23:51,0,82,3,,35,4,310,,,,7-12,1,8-85,567,3,10.3,8.9
401767097,2120,Central Washington,Lone Star,away,17,9-20,,21,0-0,0,,0,10,2,0,61,4,5,108,,2,1,36:09,0,6,1,,44,1,221,,,,4-14,,3-25,329,2,5.4,5.0
401767105,147,Montana State,Big Sky,home,24,19-29,,17,0-1,2,2,,,0,0,51,2,6,139,,,0,26:55,0,9,3,,42,2,210,,,,5-15,2,4-28,349,2,4.8,5.0
401767105,2571,South Dakota State,MVFC,away,30,17-25,,16,1-2,2,2,,,0,0,45,2,6,190,,,3,33:05,0,-1,3,,40,1,107,,,,1-13,3,5-45,297,2,7.6,2.7
401767112,2464,Northern Arizona,Big Sky,home,38,21-28,,20,0-1,0,,0,62,1,,,,8,229,,3,1,33:08,0,5,1,,41,4,162,,,,7-14,,9-88,391,1,8.2,4.0
401767112,3101,Utah Tech,UAC,away,31,15-31,,20,1-1,0,0,0,0,3,0,26,1,7,136,,1,1,26:52,0,23,3,,31,3,158,,,,5-14,4,6-45,294,3,4.4,5.1
401767127,155,North Dakota,MVFC,home,50,15-23,,27,1-1,1,1,0,44,0,0,80,4,6,171,,2,4,35:34,0,28,1,,51,3,275,,,,5-12,2,1-15,446,1,7.4,5.4
401767127,2502,Portland State,Big Sky,away,20,11-18,,12,0-3,1,1,,,2,0,86,5,2,146,,,1,24:26,0,8,1,,31,1,82,,,,4-9,1,4-35,228,3,8.1,2.6
401767149,2166,Davidson,Pioneer,away,7,12-30,,10,1-3,1,0,,,0,0,61,4,1,93,,,1,23:45,,,,,24,0,65,,,,3-14,2,2-10,158,1,3.1,2.7
401767149,2210,Elon,CAA,home,55,16-29,,30,2-3,0,1,,,0,0,18,1,13,258,,,3,36:15,0,39,3,,51,4,289,,,,5-13,0,8-80,547,0,8.9,5.7
401767172,282,Indiana State,MVFC,home,38,21-28,,22,0-1,0,,0,16,0,0,20,1,11,201,,1,3,25:00,0,50,4,,36,2,211,,,,3-9,,6-65,412,0,7.2,5.9
401767172,2197,Eastern Illinois,Big South-OVC,away,14,16-25,,18,1-2,0,0,,,1,0,29,3,2,150,,,0,35:00,0,7,1,,45,2,89,,,,5-16,1,7-28,239,1,6.0,2.0
401767180,2207,Elizabeth City State,CIAA,away,20,19-30,,25,3-4,2,1,,,0,0,39,3,2,188,,,1,31:16,0,10,1,,36,2,165,,,,4-12,3,6-50,353,2,6.3,4.6
401767180,2261,Hampton,CAA,home,27,11-20,,20,2-4,1,2,,,0,0,35,1,9,59,,,0,28:44,,,,,46,3,332,,,,5-13,1,10-102,391,1,3.0,7.2
401767189,311,Maine,CAA,away,27,13-27,,21,3-3,0,,,,1,0,21,1,9,97,,,2,32:52,0,25,1,,42,1,226,,,,5-15,,8-70,323,1,3.6,5.4
401767189,2729,William & Mary,CAA,home,28,13-20,,19,1-3,0,0,0,1,0,0,97,5,4,129,,1,2,27:08,0,33,1,,39,2,124,,,,4-11,1,3-47,253,0,6.5,3.2
401767216,2453,North Alabama,UAC,away,21,13-36,,26,1-4,0,2,,,1,0,66,4,1,160,,,2,29:30,,,,,42,1,280,,,,4-14,0,6-70,440,1,4.4,6.7
401767216,2546,Southeast Missouri State,Big South-OVC,home,30,21-33,,22,0-0,2,0,0,0,0,0,72,2,12,225,,1,2,30:30,0,36,4,,36,1,159,,,,8-17,2,6-65,384,2,6.8,4.4
401767224,2449,North Dakota State,MVFC,away,59,16-23,,24,1-1,0,1,1,34,1,0,49,2,11,242,,1,2,33:37,0,79,4,,38,5,193,,,,3-9,0,1-10,435,1,10.5,5.1
401767224,2634,Tennessee State,Big South-OVC,home,3,8-18,,4,0-0,1,0,0,0,1,0,42,3,3,61,,1,0,26:23,,,,,28,0,70,,,,1-13,1,5-44,131,2,3.4,2.5
401767231,236,Chattanooga,Southern,away,17,22-45,,15,2-3,1,1,0,7,1,0,57,3,5,249,,1,1,32:42,,,,,28,1,25,,,,8-20,1,2-25,274,2,5.5,0.9
401767231,2635,Tennessee Tech,Big South-OVC,home,45,19-28,,22,1-2,1,1,0,30,1,0,45,2,9,292,,1,3,27:18,0,2,2,,32,3,221,,,,4-10,1,4-32,513,2,10.4,6.9
401767238,2000,Abilene Christian,UAC,home,28,23-34,,20,1-1,1,2,0,0,0,0,43,2,4,239,,1,0,34:49,0,7,2,,41,3,132,,,,9-17,2,9-55,371,1,7.0,3.2
401767238,2617,Stephen F. Austin,Southland,away,20,25-39,,16,2-5,2,1,,,1,0,42,2,2,248,,,1,25:11,0,61,3,,33,0,52,,,,6-17,2,10-92,300,3,6.4,1.6
401767257,2230,Fordham,Patriot,home,28,27-49,,23,1-2,1,0,0,0,1,0,88,6,4,382,,1,3,31:13,,,,,25,1,39,,,,6-15,1,9-85,421,2,7.8,1.6
401767257,2405,Monmouth,CAA,away,49,29-43,,25,6-7,0,1,0,5,1,0,132,3,5,342,,1,6,28:47,0,-3,1,,36,1,129,,,,5-16,0,9-90,471,1,8.0,3.6
401767266,107,Holy Cross,Patriot,away,16,8-15,,18,1-3,0,0,0,8,1,0,42,3,4,95,,2,0,31:12,0,17,2,,43,1,156,,,,2-11,2,6-85,251,1,6.3,3.6
