id,teamId,team,conference,homeAway,points,completionAttempts,defensiveTDs,firstDowns,fourthDownEff,fumblesLost,fumblesRecovered,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,kickingPoints,netPassingYards,passesDeflected,passesIntercepted,passingTDs,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,qbHurries,rushingAttempts,rushingTDs,rushingYards,sacks,tackles,tacklesForLoss,thirdDownEff,totalFumbles,totalPenaltiesYards,totalYards,turnovers,yardsPerPass,yardsPerRushAttempt
401752807,2440,Nevada,Mountain West,away,11,11-21,0,13,1-2,2,0,,,1,0,85,4,3,125,1,,1,26:20,,,,0,31,0,78,1,47,6,4-11,2,3-14,203,3,6.0,2.5
401752808,130,Michigan,Big Ten,home,34,21-31,0,20,0-1,1,0,0,0,0,0,69,3,10,251,4,3,1,26:58,0,2,2,7,32,3,201,3,47,9,6-13,2,8-65,452,1,8.1,6.3
401752808,167,New Mexico,Mountain West,away,17,32-48,0,21,2-4,0,1,,,3,0,57,4,5,217,2,,2,33:02,0,0,1,0,28,0,50,2,40,3,5-14,0,1-5,267,3,4.5,1.8
401752936,25,California,ACC,away,34,20-30,0,15,2-3,0,1,0,41,0,0,78,3,10,234,4,1,3,30:08,0,73,3,6,32,1,122,1,31,7,2-13,2,6-39,356,0,7.8,3.8
401752936,204,Oregon State,Pac-12,home,15,22-34,0,19,1-2,1,0,,,1,0,51,3,3,248,6,,0,29:52,0,3,1,4,27,2,65,0,33,4,3-11,3,3-20,313,2,7.3,2.4
401752947,70,Idaho,Big Sky,away,10,12-20,0,16,1-1,2,1,,,0,0,45,2,4,33,0,,0,35:11,0,0,1,4,45,1,188,1,29,7,7-16,2,6-57,221,2,1.7,4.2
401752947,265,Washington State,Pac-12,home,13,23-31,0,13,2-2,1,2,,,0,0,36,2,7,208,2,,1,24:49,,,,2,22,0,3,0,39,4,3-12,2,7-48,211,1,6.7,0.1
401754373,151,East Carolina,American Athletic,away,17,31-45,0,18,1-4,0,,0,20,0,0,48,2,5,383,3,1,1,27:53,,,,4,29,1,30,1,32,10,6-16,,10-86,413,0,8.5,1.0
401754373,152,NC State,ACC,home,24,24-34,0,21,0-0,0,,,,1,,,,6,318,3,,1,32:07,,,,9,36,2,105,1,35,9,7-15,,7-63,423,1,9.4,2.9
401754374,154,Wake Forest,ACC,home,10,20-28,0,20,1-2,0,,,,0,0,47,2,4,218,5,,0,35:01,,,,6,47,1,130,2,35,3,6-17,,8-75,348,0,7.8,2.8
401754374,338,Kennesaw State,Conference USA,away,9,12-33,0,18,0-2,0,0,,,0,,,,3,149,2,,0,24:59,,,,2,43,1,158,4,37,7,9-19,1,9-68,307,0,4.5,3.7
401754375,38,Colorado,Big 12,home,20,17-29,0,19,1-1,0,2,0,0,0,,,,8,159,2,1,1,27:37,0,11,1,2,31,1,146,1,45,3,5-13,0,5-45,305,0,5.5,4.7
401754375,59,Georgia Tech,ACC,away,27,13-21,0,27,1-1,2,0,,,1,,,,9,143,2,,0,32:23,0,19,2,1,47,3,320,1,38,6,6-11,2,8-65,463,3,6.8,6.8
401754516,24,Stanford,ACC,away,20,15-30,0,21,2-2,0,1,,,1,0,47,3,8,109,1,,0,36:07,0,4,1,2,43,1,177,4,43,5,8-17,0,7-70,286,1,3.6,4.1
401754516,62,Hawai'i,Mountain West,home,23,27-40,0,20,0-1,1,0,0,0,0,0,21,1,11,210,5,1,2,23:53,0,13,1,6,24,0,96,1,45,2,3-10,1,8-70,306,1,5.3,4.0
401754517,150,Duke,ACC,home,45,27-34,1,23,0-0,1,0,,,0,0,58,3,9,389,1,,3,27:07,1,82,4,5,25,2,159,3,22,10,5-9,2,3-15,548,1,11.4,6.4
401754517,2210,Elon,CAA,away,17,11-18,0,14,1-2,0,1,,,0,0,46,1,5,112,1,,0,32:53,,,,0,44,2,163,2,31,4,8-17,0,7-47,275,0,6.2,3.7
401754518,103,Boston College,ACC,home,66,31-39,1,26,1-1,0,,1,28,0,0,37,2,12,458,7,1,5,34:05,0,89,8,2,38,3,98,3,42,8,12-18,,1-15,556,0,11.7,2.6
401754518,2230,Fordham,Patriot,away,10,20-39,0,13,0-0,0,0,,,1,0,79,4,4,152,4,,0,25:55,0,1,1,0,27,1,16,2,48,4,3-16,1,2-15,168,1,3.9,0.6
401754519,97,Louisville,ACC,home,51,25-37,1,28,0-0,0,,,,3,0,88,2,9,313,3,,2,30:25,1,134,6,1,30,4,229,4,34,6,6-9,,12-106,542,3,8.5,7.6
401754519,2198,Eastern Kentucky,UAC,away,17,5-14,1,10,0-0,0,0,1,92,0,0,51,3,5,76,3,3,0,29:35,,,,1,39,1,74,0,37,1,3-14,1,8-51,150,0,5.4,1.9
401754520,221,Pittsburgh,ACC,home,61,23-38,1,21,2-3,0,,,,1,0,78,1,13,302,3,,5,24:37,1,143,6,5,27,2,158,4,31,10,5-14,,3-35,460,1,7.9,5.9
401754520,2184,Duquesne,NEC,away,9,17-27,0,8,0-0,0,,0,0,0,,,,3,171,6,1,1,35:23,0,4,1,3,31,0,37,1,31,7,2-15,,11-88,208,0,6.3,1.2
401754521,2567,SMU,ACC,home,42,22-30,2,25,1-2,2,1,2,105,1,,,,6,260,8,2,2,21:01,0,48,2,5,33,2,140,3,41,6,4-10,2,8-84,400,3,8.7,4.2
401754521,2837,East Texas A&M,Southland,away,13,20-43,0,17,3-3,1,2,0,0,2,0,64,4,7,244,3,1,0,38:59,,,,0,35,1,107,2,38,8,6-20,1,11-80,351,3,5.7,3.1
401754522,87,Notre Dame,FBS Independents,away,24,19-30,0,18,0-0,1,0,,,1,0,15,1,6,221,3,,2,26:03,0,9,2,1,27,1,94,1,32,2,4-9,2,5-30,315,2,7.4,3.5
401754522,2390,Miami,ACC,home,27,20-31,0,20,1-2,0,1,0,12,0,0,32,1,9,205,3,1,2,33:57,0,9,1,1,37,1,127,3,31,5,5-14,0,6-51,332,0,6.6,3.4
401754523,153,North Carolina,ACC,home,14,13-21,0,10,1-1,2,0,0,0,1,0,126,6,2,172,2,1,1,27:51,,,,3,28,1,50,0,41,3,1-10,4,3-25,222,3,8.2,1.8
401754523,2628,TCU,Big 12,away,48,27-37,2,29,1-1,0,2,1,25,1,,,,12,284,1,1,2,32:09,,,,1,35,2,258,2,32,8,7-12,0,5-58,542,1,7.7,7.4
401754616,258,Virginia,ACC,home,48,22-36,1,23,1-3,0,2,0,10,0,1,100,1,12,290,9,1,2,33:33,0,31,4,4,42,3,177,1,13,4,9-18,1,7-50,467,0,8.1,4.2
401754616,324,Coastal Carolina,Sun Belt,away,7,20-37,0,13,1-2,1,0,,,1,0,18,1,1,163,6,,0,26:27,,,,3,29,1,98,0,29,3,1-14,1,7-60,261,2,4.4,3.4
401756846,66,Iowa State,Big 12,away,24,14-28,0,19,3-3,2,2,,,0,0,56,2,6,183,4,,2,33:52,,,,2,46,1,130,1,31,7,3-14,2,1-5,313,2,6.5,2.8
401756846,2306,Kansas State,Big 12,home,21,21-30,0,13,1-4,2,2,,,0,0,66,3,3,273,6,,2,26:08,0,0,1,3,27,1,110,4,40,6,5-13,2,6-48,383,2,9.1,4.1
401756847,278,Fresno State,Mountain West,away,7,18-29,0,13,1-2,1,0,,,2,,,,1,179,0,,0,26:52,0,1,2,2,29,1,37,1,38,5,7-15,2,4-50,216,3,6.2,1.3
401756847,2305,Kansas,Big 12,home,31,18-20,0,22,2-3,0,1,0,0,0,0,14,1,7,176,4,2,3,33:08,0,0,1,4,38,1,207,3,35,10,2-10,1,9-72,383,0,8.8,5.4
401756848,55,Jacksonville State,Conference USA,away,10,16-30,0,18,4-6,0,1,,,1,0,40,2,4,157,2,,0,28:04,,,,1,39,1,165,2,44,5,3-15,0,7-60,322,1,5.2,4.2
401756848,2116,UCF,Big 12,home,17,22-33,0,23,2-2,1,0,0,0,0,0,34,2,5,314,5,1,2,31:56,0,21,1,1,36,0,110,2,44,6,7-15,3,9-80,424,1,9.5,3.1
401756849,62,Hawai'i,Mountain West,away,6,26-47,0,21,1-2,2,0,,,3,,,,6,223,1,,0,35:44,,,,1,28,0,70,2,31,5,4-14,2,7-65,293,5,4.7,2.5
401756849,12,Arizona,Big 12,home,40,13-23,0,16,2-2,0,2,0,35,0,,,,10,161,5,3,1,24:16,0,53,2,8,32,4,185,5,30,10,3-11,1,8-54,346,0,7.0,5.8
401756850,9,Arizona State,Big 12,home,38,25-39,0,21,2-3,0,0,0,0,1,0,38,2,8,257,5,1,2,28:26,0,31,2,8,21,3,203,3,40,8,1-10,1,12-93,460,1,6.6,9.7
401756850,2464,Northern Arizona,Big Sky,away,19,26-42,0,20,3-5,0,,0,0,1,0,84,4,7,242,5,1,1,31:34,0,27,4,1,29,1,89,2,35,5,2-15,,6-45,331,1,5.8,3.1
401756851,252,BYU,Big 12,home,69,12-18,0,28,1-1,1,1,,,0,,,,15,138,1,,3,34:22,0,65,7,6,48,5,468,2,24,9,6-10,1,5-55,606,1,7.7,9.8
401756851,2502,Portland State,Big Sky,away,0,10-20,0,3,0-0,1,1,,,0,0,17,2,0,56,3,,0,25:38,,,,0,22,0,-3,0,32,0,1-13,2,4-20,53,1,2.8,-0.1
401756852,248,Houston,Big 12,home,27,16-27,0,18,0-1,0,0,0,17,0,,,,9,152,7,2,3,34:49,0,18,3,4,46,0,191,2,33,5,7-17,1,8-65,343,0,5.6,4.2
401756852,2617,Stephen F. Austin,Southland,away,0,17-33,0,7,0-3,0,0,,,2,0,23,1,,105,3,,0,25:11,0,27,2,3,25,0,39,1,40,8,3-16,1,7-60,144,2,3.2,1.6
401756853,66,Iowa State,Big 12,home,55,23-25,0,28,0-0,0,,0,22,0,,,,13,306,3,2,3,35:18,0,117,2,4,42,4,223,0,17,4,9-10,,3-30,529,0,12.2,5.3
401756853,233,South Dakota,MVFC,away,7,15-29,0,11,0-1,0,0,,,2,0,47,3,1,126,0,,1,24:42,,,,0,21,0,82,0,31,2,5-12,1,5-36,208,2,4.3,3.9
401756854,2305,Kansas,Big 12,home,46,23-34,0,32,1-2,1,0,,,1,0,34,1,8,346,2,,4,33:15,0,62,9,4,44,2,285,3,32,9,4-10,1,6-55,631,2,10.2,6.5
401756854,2681,Wagner,NEC,away,7,13-20,0,6,1-1,0,1,0,0,0,,,,1,90,2,1,1,26:45,,,,0,28,0,53,0,60,0,2-14,0,10-70,143,0,4.5,1.9
401756855,2306,Kansas State,Big 12,home,38,28-43,0,22,2-3,1,1,,,0,0,130,5,8,318,4,,3,28:46,0,23,3,6,27,2,146,3,43,10,5-13,2,3-36,464,1,7.4,5.4
401756855,155,North Dakota,MVFC,away,35,24-39,0,23,1-2,1,1,,,0,0,28,1,5,252,5,,1,31:14,0,20,2,3,33,4,102,1,46,3,5-14,2,4-30,354,1,6.5,3.1
401756876,197,Oklahoma State,Big 12,home,27,18-30,0,20,1-1,0,,0,1,0,0,41,2,9,232,2,1,1,31:21,0,17,3,7,42,2,127,4,34,9,10-18,,5-55,359,0,7.7,3.0
401756876,2630,UT Martin,Big South-OVC,away,7,10-17,0,13,0-0,0,,,,1,,,,1,109,2,,1,28:39,0,0,1,2,38,0,116,2,45,9,6-15,,7-50,225,1,6.4,3.1
401756877,2029,Arkansas-Pine Bluff,SWAC,away,7,17-33,0,11,1-2,0,0,,,1,0,18,1,1,122,0,,1,32:38,,,,1,26,0,53,0,44,2,4-15,2,4-31,175,1,3.7,2.0
401756877,2641,Texas Tech,Big 12,home,67,25-32,0,33,1-1,0,0,0,7,0,0,54,2,13,314,2,1,6,27:22,0,5,4,5,28,3,296,3,29,6,5-8,2,7-60,610,0,9.8,10.6
401756878,277,West Virginia,Big 12,home,45,18-23,0,26,1-2,4,2,,,0,0,48,2,9,232,2,,1,27:30,0,52,5,4,53,5,393,4,31,8,5-11,5,9-69,625,4,10.1,7.4
401756878,2523,Robert Morris,NEC,away,3,7-22,0,8,0-0,2,3,,,0,0,50,3,3,70,0,,0,32:30,,,,1,37,0,53,1,49,3,3-15,2,4-24,123,2,3.2,1.4
401757167,41,UConn,FBS Independents,home,59,27-38,0,26,0-1,0,,,,0,0,84,4,11,388,6,,4,27:28,0,21,1,5,31,4,293,1,28,7,12-16,,8-78,681,0,10.2,9.5
401757167,2115,Central Connecticut,NEC,away,13,9-23,0,13,0-1,0,,,,0,0,30,1,7,129,4,,0,32:32,,,,3,40,1,128,1,42,3,5-16,,6-40,257,0,5.6,3.2
401757218,98,Western Kentucky,Conference USA,home,41,33-51,0,26,0-1,2,0,0,6,0,0,83,4,11,401,4,1,3,32:56,0,-3,1,2,35,2,105,2,31,9,11-19,2,2-17,506,2,7.9,3.0
401757218,2534,Sam Houston,Conference USA,away,24,19-30,1,14,0-3,0,2,,,1,,,,6,209,5,,0,27:04,0,19,2,2,31,2,173,2,49,7,2-14,0,7-51,382,1,7.0,5.6
401757219,48,Delaware,Conference USA,home,35,31-44,1,26,2-2,1,0,1,45,0,0,90,3,5,272,2,2,3,28:07,0,0,1,3,26,1,137,2,31,7,8-13,1,6-55,409,1,6.2,5.3
401757219,2169,Delaware State,MEAC,away,17,13-26,0,21,2-2,0,1,,,2,0,19,1,5,149,3,,1,31:53,0,-5,1,3,41,1,200,2,37,3,6-14,3,13-109,349,2,5.7,4.9
401757220,311,Maine,CAA,away,7,13-31,0,15,2-5,1,0,,,1,0,12,1,1,132,6,,0,26:26,,,,2,32,1,184,0,50,3,2-11,1,2-20,316,2,4.3,5.8
401757220,2335,Liberty,Conference USA,home,28,19-33,0,22,1-2,0,1,0,0,0,0,55,2,4,197,2,1,3,33:34,0,4,1,1,40,1,194,3,27,6,11-19,0,4-40,391,0,6.0,4.9
401757221,2348,Louisiana Tech,Conference USA,home,24,14-19,1,14,0-1,0,1,0,25,0,0,41,1,6,130,6,2,1,32:07,0,25,3,0,32,1,133,4,33,11,3-10,0,5-50,263,0,6.8,4.2
401757221,2545,SE Louisiana,Southland,away,0,15-31,0,18,0-2,1,0,,,2,,,,,145,2,,0,27:53,0,25,3,0,44,0,128,3,36,8,9-18,2,7-43,273,3,4.7,2.9
401757222,2046,Austin Peay,UAC,away,34,14-27,0,19,1-1,0,0,,,0,,,,10,193,7,,2,38:35,0,62,2,4,47,2,150,5,26,8,7-17,2,9-88,343,0,7.1,3.2
401757222,2393,Middle Tennessee,Conference USA,home,14,16-37,0,13,1-4,0,,,,0,0,35,1,2,109,4,,2,21:25,0,15,3,5,22,0,44,3,34,7,0-12,,4-50,153,0,2.9,2.0
401757223,166,New Mexico State,Conference USA,home,19,14-31,0,19,0-0,0,0,0,13,1,0,36,2,7,227,4,1,1,28:10,0,5,1,11,32,1,78,3,45,7,4-16,1,8-80,305,1,7.3,2.4
401757223,2803,Bryant,CAA,away,3,20-33,0,16,0-2,0,0,0,-1,1,,,,3,187,4,1,0,31:18,0,13,1,5,35,0,68,2,32,6,6-18,1,11-99,255,1,5.7,1.9
401757224,2534,Sam Houston,Conference USA,home,21,19-35,0,20,3-6,0,0,0,0,1,0,96,4,1,187,2,1,1,30:18,0,0,1,0,35,2,145,1,38,5,1-12,1,5-48,332,1,5.3,4.1
401757224,2439,UNLV,Mountain West,away,38,19-23,1,20,1-1,0,0,1,52,1,0,30,1,8,249,2,1,2,29:42,0,4,1,2,33,2,155,4,50,7,5-9,2,8-92,404,1,10.8,4.7
401757225,328,Utah State,Mountain West,home,28,19-28,0,18,0-0,0,,0,0,0,0,35,2,8,233,2,1,1,30:37,0,22,5,2,31,2,129,2,41,7,2-12,,11-73,362,0,8.3,4.2
401757225,2638,UTEP,Conference USA,away,16,23-36,0,19,2-2,0,,,,1,0,49,3,4,181,4,,1,29:23,0,24,5,2,35,1,103,6,37,12,4-15,,7-63,284,1,5.0,2.9
401757226,98,Western Kentucky,Conference USA,home,55,30-39,0,26,1-2,0,1,,,0,,,,13,399,6,,6,30:11,0,10,1,3,32,1,165,2,42,7,5-12,0,12-130,564,0,10.2,5.2
401757226,2453,North Alabama,UAC,away,6,16-35,0,17,0-3,1,0,,,0,0,27,2,6,105,2,,0,29:49,0,-6,2,1,37,0,153,0,40,2,5-17,2,7-80,258,1,3.0,4.1
401760357,21,San Diego State,Mountain West,home,42,16-29,0,24,3-4,0,,,,0,,,,10,236,3,,1,37:25,0,89,9,10,54,4,228,3,16,5,9-19,,7-65,453,0,8.1,4.2
401760357,2619,Stony Brook,CAA,away,0,9-25,0,6,1-2,0,,,,0,0,35,2,,46,5,,0,22:35,,,,3,28,0,49,0,49,3,2-15,,4-28,95,0,1.8,1.8
401760358,23,San José State,Mountain West,home,14,24-43,0,19,0-0,1,0,,,2,0,66,4,2,308,3,,2,26:15,,,,1,24,0,75,0,37,3,8-16,1,4-39,383,3,7.2,3.1
401760358,2117,Central Michigan,Mid-American,away,16,8-13,0,20,1-2,0,1,0,0,0,,,,10,115,5,2,0,33:45,,,,3,50,1,247,1,34,3,2-13,0,7-33,362,0,8.8,4.9
401760359,2005,Air Force,Mountain West,home,49,6-9,1,23,1-1,0,1,0,3,0,,,,7,159,3,1,2,31:38,0,7,1,2,51,4,267,6,32,6,6-9,0,5-56,426,0,17.7,5.2
401760359,2083,Bucknell,Patriot,away,13,16-24,0,18,1-2,1,0,,,1,0,22,1,7,169,0,,1,28:22,,,,1,38,0,97,1,41,2,3-11,1,6-50,266,2,7.0,2.6
401760361,278,Fresno State,Mountain West,home,42,20-27,0,29,1-1,1,0,0,0,2,0,17,1,10,176,6,1,0,38:01,0,55,3,0,44,5,351,0,19,2,6-10,1,2-25,527,3,6.5,8.0
401760361,290,Georgia Southern,Sun Belt,away,14,17-28,0,13,0-0,0,1,0,0,1,0,64,4,2,158,1,2,2,21:59,,,,0,21,0,84,0,42,3,4-11,0,5-58,242,1,5.6,4.0
401760371,2439,UNLV,Mountain West,home,38,18-24,0,25,1-1,1,0,0,35,0,0,43,2,8,232,6,4,1,31:12,,,,3,44,4,300,1,36,6,3-12,1,8-90,532,1,9.7,6.8
401760371,304,Idaho State,Big Sky,away,31,31-52,0,30,1-3,0,1,,,4,0,53,2,7,395,0,,2,28:48,0,7,1,1,25,2,160,3,34,7,5-13,1,10-80,555,4,7.6,6.4
401761588,2433,UL Monroe,Sun Belt,home,29,14-26,0,22,2-2,0,0,0,0,1,,,,5,123,2,1,2,30:49,0,28,3,2,43,2,311,3,30,5,5-12,2,5-45,434,1,4.7,7.2
401761588,2598,St. Francis (PA),NEC,away,0,12-20,0,7,0-1,0,,0,22,1,0,54,6,,50,3,1,0,29:11,,,,0,27,0,81,2,39,8,2-12,,6-58,131,1,2.5,3.0
401761589,2026,App State,Sun Belt,away,34,33-50,0,32,2-2,1,1,0,0,0,0,10,2,10,404,5,1,3,33:58,0,6,5,3,38,1,182,0,28,6,7-15,1,9-98,586,1,8.1,4.8
401761589,2429,Charlotte,American Athletic,home,11,13-25,0,15,2-2,1,1,,,1,,,,3,142,3,,1,26:02,,,,2,29,0,76,1,51,3,4-14,1,7-54,218,2,5.7,2.6
401761590,256,James Madison,Sun Belt,home,45,17-27,0,23,1-3,1,0,0,49,1,0,46,2,9,145,6,3,2,32:27,0,13,2,3,44,4,313,0,32,5,7-13,1,6-75,458,2,5.4,7.1
401761590,2692,Weber State,Big Sky,away,10,10-26,0,10,0-1,0,1,0,0,3,0,112,7,4,84,4,1,1,27:33,,,,2,31,0,64,1,37,8,3-14,0,3-21,148,3,3.2,2.1
401761591,2032,Arkansas State,Sun Belt,home,42,26-32,0,25,1-2,1,1,,,0,0,30,1,6,345,1,,3,30:52,0,23,2,5,36,3,147,3,32,6,5-11,3,7-70,492,1,10.8,4.1
401761591,2546,Southeast Missouri State,Big South-OVC,away,24,26-36,0,20,2-3,1,1,,,0,0,7,1,6,272,2,,2,29:08,0,2,1,1,33,1,92,0,32,4,6-14,1,8-71,364,1,7.6,2.8
401761592,242,Rice,American Athletic,away,14,7-9,0,18,0-1,0,1,0,0,0,0,37,2,2,45,1,1,0,36:24,0,3,1,1,55,2,206,3,34,6,5-12,0,8-90,251,0,5.0,3.7
401761592,309,Louisiana,Sun Belt,home,12,10-28,0,16,0-2,1,0,,,1,,,,6,88,1,,0,23:36,0,23,3,0,31,1,151,2,53,7,7-15,1,6-44,239,2,3.1,4.9
401761593,6,South Alabama,Sun Belt,home,38,13-15,0,19,1-2,1,3,0,0,0,0,0,1,8,174,6,1,2,26:22,0,46,1,1,41,3,193,3,26,10,2-8,3,8-50,367,1,11.6,4.7
401761593,2415,Morgan State,MEAC,away,21,15-25,0,17,2-2,3,1,,,1,0,17,1,3,159,1,,0,22:46,,,,0,40,3,181,1,23,3,5-13,3,10-61,340,4,6.4,4.5
401761594,326,Texas State,Sun Belt,home,52,18-27,0,30,1-1,0,0,,,0,0,17,2,10,214,3,,4,30:58,0,33,2,6,39,3,392,2,40,7,7-10,1,6-42,606,0,7.9,10.1
401761594,2199,Eastern Michigan,Mid-American,away,27,23-34,0,23,2-2,0,,,,0,0,33,2,9,248,2,,1,29:02,,,,2,33,2,143,1,39,3,6-15,,6-50,391,0,7.3,4.3
401761595,2447,Nicholls,Southland,away,20,21-27,0,16,0-1,0,,,,1,,,,8,184,2,,1,29:13,0,32,1,3,25,1,65,1,22,2,4-11,,6-45,249,1,6.8,2.6
401761595,2653,Troy,Sun Belt,home,38,14-24,0,23,1-2,0,,0,1,0,0,67,5,8,144,1,1,3,30:47,,,,2,44,2,272,4,22,8,9-15,,8-100,416,0,6.0,6.2
401762430,5,UAB,American Athletic,home,52,18-23,0,24,1-2,0,1,,,0,0,143,7,8,247,2,,2,25:46,0,38,2,1,35,5,273,2,35,5,4-7,0,5-40,520,0,10.7,7.8
401762430,2011,Alabama State,SWAC,away,42,18-24,0,26,0-0,1,0,,,0,0,73,4,6,312,3,,4,34:14,,,,1,41,2,202,0,46,2,13-15,1,7-44,514,1,13.0,4.9
401762432,349,Army,American Athletic,home,27,8-16,0,24,1-2,1,0,,,2,0,17,1,9,131,5,,0,36:34,0,60,3,4,66,3,280,2,36,7,6-16,2,5-35,411,3,8.2,4.2
401762432,2627,Tarleton State,UAC,away,30,16-30,0,16,1-2,0,1,0,34,0,0,31,2,12,152,2,2,1,23:26,,,,4,42,2,192,0,45,9,6-18,2,9-73,344,0,5.1,4.6
401762433,235,Memphis,American Athletic,home,45,22-28,1,24,1-1,0,,1,27,1,0,20,1,9,199,1,2,1,28:26,0,16,1,4,33,4,233,2,30,10,5-9,,3-35,432,1,7.1,7.1
401762433,236,Chattanooga,Southern,away,10,12-19,0,14,1-1,0,0,0,20,2,0,15,1,4,114,0,1,1,31:33,,,,1,37,0,118,0,39,3,2-12,1,3-25,232,2,6.0,3.2
401762434,2426,Navy,American Athletic,home,52,9-14,0,26,0-0,0,0,,,0,0,64,2,10,92,4,,1,35:27,0,53,4,2,54,6,468,5,15,7,10-13,1,4-35,560,0,6.6,8.7
401762434,2678,VMI,Southern,away,7,16-28,0,9,1-2,0,,,,0,0,40,2,1,197,1,,1,24:33,,,,1,22,0,15,0,33,3,4-14,,5-35,212,0,7.0,0.7
401762435,249,North Texas,American Athletic,home,51,24-34,1,25,1-2,1,1,0,26,0,,,,9,329,0,1,3,33:28,0,24,4,6,41,3,133,3,32,8,7-12,1,3-20,462,1,9.7,3.2
401762435,2320,Lamar,Southland,away,0,13-27,0,8,0-1,1,1,,,1,0,30,3,,88,3,,0,26:32,0,7,1,3,27,0,31,0,37,8,3-13,1,14-99,119,2,3.3,1.1
401762456,113,Massachusetts,Mid-American,home,10,25-40,0,18,1-3,1,0,,,1,,,,4,199,2,,0,26:14,,,,0,22,1,103,0,30,2,3-11,1,5-32,302,2,5.0,4.7
401762456,218,Temple,American Athletic,away,42,22-29,0,24,0-0,0,1,0,0,0,0,50,3,6,276,6,1,6,33:46,0,24,1,1,37,0,191,2,27,4,9-12,1,5-57,467,0,9.5,5.2
401762457,202,Tulsa,American Athletic,home,35,22-34,0,25,4-4,0,,0,4,0,,,,9,236,2,1,2,33:05,0,9,1,1,43,2,268,5,27,9,8-19,,10-53,504,0,6.9,6.2
401762457,2000,Abilene Christian,UAC,away,7,13-19,0,13,1-3,0,0,,,1,0,74,2,1,140,3,,0,26:55,0,18,2,0,40,1,120,0,33,2,5-15,1,3-25,260,1,7.4,3.0
401762522,58,South Florida,American Athletic,home,34,17-25,0,15,1-2,0,3,,,0,,,,10,255,6,,1,23:39,0,8,1,5,28,3,117,1,36,5,5-14,1,7-56,372,0,10.2,4.2
401762522,68,Boise State,Mountain West,away,7,27-48,0,25,2-6,3,0,,,0,0,39,3,1,256,1,,1,36:21,,,,0,38,0,122,4,26,7,6-17,4,8-57,378,3,5.3,3.2
401762789,2006,Akron,Mid-American,home,0,16-38,0,13,2-3,0,,0,0,1,0,48,2,0,139,6,1,0,26:44,,,,2,28,0,89,0,35,6,3-15,,5-34,228,1,3.7,3.2
401762789,2751,Wyoming,Mountain West,away,10,19-36,0,19,1-3,0,,0,18,1,,,,4,260,4,1,1,33:16,0,11,2,3,39,0,166,3,30,3,9-20,,7-40,426,1,7.2,4.3
401762790,189,Bowling Green,Mid-American,home,26,12-18,1,17,0-1,0,,,,0,1,153,2,14,109,1,,0,32:20,0,9,1,1,43,1,157,3,32,8,5-13,,4-37,266,0,6.1,3.7
401762790,322,Lafayette,Patriot,away,7,16-29,0,11,1-3,0,,,,0,0,67,3,1,118,2,,1,27:40,,,,0,30,0,59,2,35,5,4-14,,4-35,177,0,4.1,2.0
401762791,193,Miami (OH),Mid-American,away,0,9-18,0,7,0-0,0,,0,0,2,,,,,83,5,1,0,20:47,0,16,1,2,22,0,34,3,50,4,0-9,,5-60,117,2,4.6,1.5
401762791,275,Wisconsin,Big Ten,home,17,18-32,0,23,1-2,0,,0,17,1,,,,5,188,2,2,1,39:13,,,,2,43,1,165,3,25,4,8-16,,5-40,353,1,5.9,3.8
401762792,2309,Kent State,Mid-American,home,21,12-19,1,15,0-1,1,0,,,0,1,117,3,3,209,2,,2,28:29,0,30,3,9,36,0,99,2,24,5,5-14,1,8-65,308,1,11.0,2.8
401762792,2771,Merrimack,FCS Independents,away,17,15-31,0,17,0-1,0,1,,,0,0,6,1,9,176,2,,1,31:31,0,-1,1,2,35,0,164,3,29,5,3-14,1,11-115,340,0,5.7,4.7
401762793,107,Holy Cross,Patriot,away,17,17-29,1,11,0-2,0,,0,0,1,1,201,5,5,155,2,1,1,26:34,0,7,1,1,25,0,63,0,38,3,3-12,,1-5,218,1,5.3,2.5
401762793,2459,Northern Illinois,Mid-American,home,19,14-24,1,17,2-3,0,0,0,0,1,1,139,4,7,109,4,1,0,33:26,,,,2,46,1,180,2,32,8,5-17,2,7-48,289,1,4.5,3.9
401766898,2065,Bethune-Cookman,SWAC,away,9,23-39,0,17,0-3,1,1,,,0,0,51,3,9,241,3,,0,27:59,0,9,2,3,30,0,105,0,36,6,5-15,2,8-75,346,1,6.2,3.5
401766898,2229,Florida International,Conference USA,home,42,22-35,0,28,1-2,1,1,,,0,0,103,4,6,233,2,,0,32:01,0,2,2,4,38,6,223,2,33,6,8-14,1,7-40,456,1,6.7,5.9
401767059,331,Eastern Washington,Big Sky,away,21,21-39,,15,1-2,1,1,,,1,0,96,4,3,183,,,0,25:41,0,14,2,,23,3,107,,,,4-13,1,3-25,290,2,4.7,4.7
401767059,2916,Incarnate Word,Southland,home,31,27-38,,27,2-2,1,1,0,0,0,,,,7,332,,1,1,34:19,0,27,2,,47,3,131,,,,7-16,3,7-65,463,1,8.7,2.8
401767070,13,Cal Poly,Big Sky,away,41,22-33,,32,0-0,0,,,,0,0,18,1,11,335,,,3,30:53,0,27,1,,38,2,134,,,,7-13,,8-54,469,0,10.2,3.5
