player_id,player_name,team,conference,week,comp,att,yds,td,int,qbr,completion_pct
4567149,KJ Jefferson,UCF,Big 12,6,12,22,165,0,1,16.8,0.5454545454545454
4426335,Graham Mertz,Florida,SEC,6,19,23,179,1,0,81.5,0.8260869565217391
5079555,D.J. Lagway,Florida,SEC,6,4,4,50,0,0,75.1,1.0
-5989, Team,Florida,SEC,6,0,1,0,0,0,,0.0
4431325,Taylen Green,Arkansas,SEC,6,19,27,266,0,0,79.7,0.7037037037037037
4870999,Malachi Singleton,Arkansas,SEC,6,2,3,31,0,0,3.7,0.6666666666666666
4870799,Nico Iamaleava,Tennessee,SEC,6,17,29,158,0,0,39.5,0.5862068965517241
4685574,Conner Weigman,Texas A&M,SEC,6,18,22,276,0,0,93.7,0.8181818181818182
4429435,Brady Cook,Missouri,SEC,6,13,31,186,1,0,25.6,0.41935483870967744
4430841,Carson Beck,Georgia,SEC,6,23,29,240,2,0,89.2,0.7931034482758621
4430590,Payton Thorne,Auburn,SEC,6,16,27,200,0,0,68.1,0.5925925925925926
-7352, Team,South Carolina,SEC,6,0,1,0,0,0,,0.0
4875127,Lanorris Sellers,South Carolina,SEC,6,20,32,162,0,1,54.0,0.625
4689114,Jaxson Dart,Ole Miss,SEC,6,14,27,285,0,0,90.5,0.5185185185185185
4868300,Nate Johnson,Vanderbilt,SEC,6,0,1,0,0,0,7.3,0.0
5084180,Diego Pavia,Vanderbilt,SEC,6,16,20,252,2,0,95.9,0.8
4432734,Jalen Milroe,Alabama,SEC,6,18,24,310,1,1,77.9,0.75
