,player_name,player_id,comp,att,yds,avg,td,int,qbr,week,completion_pct,yards_per_attempt,td_rate,int_rate,id
196,Santino Marucci,4570743,6,19,80,4.2,0,0,12.4,12,0.3157894736842105,4.2105263157894735,0.0,0.0,166
197,Sawyer Robertson,4432759,30,51,445,8.7,2,1,72.1,1,0.5882352941176471,8.72549019607843,0.0392156862745098,0.0196078431372549,239
198,Sean Atkins,4571563,1,1,12,12.0,1,0,100.0,4,1.0,12.0,1.0,0.0,58
199,Seth Henigan,4606194,25,38,272,7.2,2,1,71.1,3,0.6578947368421053,7.157894736842105,0.0526315789473684,0.0263157894736842,235
200,Skyler Locklear,5083042,10,19,50,2.6,0,1,58.0,13,0.5263157894736842,2.631578947368421,0.0,0.0526315789473684,2638
201,Stone Earle,4691272,13,36,131,3.6,1,1,13.8,2,0.3611111111111111,3.638888888888889,0.0277777777777777,0.0277777777777777,276
202,Suderian Harrison,5114331,1,1,27,27.0,0,0,100.0,11,1.0,27.0,0.0,0.0,258
203,TJ Finley,4431948,18,31,92,3.0,0,2,23.1,1,0.5806451612903226,2.967741935483871,0.0,0.064516129032258,98
204,Tahj Bullock,4684003,2,3,7,2.3,0,0,40.6,4,0.6666666666666666,2.333333333333333,0.0,0.0,2006
205,Tate Rodemaker,4433886,13,19,126,6.6,0,2,23.7,1,0.6842105263157895,6.631578947368421,0.0,0.1052631578947368,2572
206,Taylen Green,57607225,230,381,3153,112.2,15,9,911.1,88,7.934789214422341,112.17949963499854,0.5245700318125551,0.2929159288241192,104
207,Taylor Morin,4567044,0,1,0,0.0,0,0,2.5,2,0.0,0.0,0.0,0.0,154
208,Taylor Tatum,10159438,2,2,16,16.0,1,0,102.8,14,2.0,16.0,1.0,0.0,402
209,Thomas Castellanos,42965271,115,189,1615,80.9,21,7,348.9,47,5.43003663003663,80.76913919413919,1.1953754578754576,0.3523809523809522,927
210,Tony Muskett,33426848,45,76,545,53.9,3,3,531.6,54,4.6431623931623935,53.91697191697192,0.36263736263736257,0.38888888888888884,1806
211,Trebor Pena,4575862,0,1,0,0.0,0,0,19.4,10,0.0,0.0,0.0,0.0,183
212,Trent Pearman,15244302,2,5,8,4.0,0,1,70.6,19,1.0,4.0,0.0,1.0,684
213,Trey Goodman,4879298,1,2,27,13.5,0,1,96.3,13,0.5,13.5,0.0,0.5,2638
214,Trey Owens,5123665,2,4,19,4.8,0,0,39.0,3,0.5,4.75,0.0,0.0,251
215,Tucker Gleason,8859602,49,78,621,16.9,5,1,161.39999999999998,4,1.3414285714285714,16.89857142857143,0.1471428571428571,0.02,5298
216,Ty Simpson,18742088,14,25,167,20.4,0,0,231.29999999999998,29,1.8555555555555556,20.433333333333334,0.0,0.0,1332
217,Ty Thompson,8865548,12,30,132,11.3,2,3,110.6,4,1.3793103448275863,11.310344827586206,1.0344827586206895,0.1034482758620689,5310
218,Tyler Huff,4574356,17,27,160,5.9,1,1,81.8,2,0.6296296296296297,5.925925925925926,0.037037037037037,0.037037037037037,55
