Rk,Player ID,Player,Team,Team_id,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player-additional
340,5151218,Lucian Anderson III,Bowling Green,189,MAC,8,5,12,41.7,32,1,8.3,1,8.3,2.7,0.58,6.4,4,74.9,,lucian-anderson-iii-1
33,4427243,Brett Gabbert,Miami (OH),193,MAC,14,217,379,57.3,2921,21,5.5,11,2.9,7.7,7.51,13.5,208.6,134.5,,brett-gabbert-1
277,4701307,Henry Hesson,Miami (OH),193,MAC,5,7,17,41.2,93,1,5.9,0,0,5.5,6.65,13.3,18.6,106.5,,henry-hesson-1
446,4701312,Alec Bevelhimer,Miami (OH),193,MAC,14,0,1,0,0,0,0,1,100,0,-45,,0,-200,,alec-bevelhimer-1
344,4831976,Javon Tracy,Miami (OH),193,MAC,13,1,1,100,30,1,100,0,0,30,50,30,2.3,682,,javon-tracy-1
6,4429955,Will Howard,Ohio State,194,Big Ten,16,309,423,73,4010,35,8.3,10,2.4,9.5,10.07,13,250.6,175.3,,will-howard-2
269,4695709,Devin Brown,Ohio State,194,Big Ten,9,11,20,55,114,1,5,0,0,5.7,6.7,10.4,12.7,119.4,,devin-brown-2
281,5079712,Julian Sayin,Ohio State,194,Big Ten,4,5,12,41.7,84,1,8.3,0,0,7,8.67,16.8,21,128,,julian-sayin-1
73,4610131,Parker Navarro,Ohio,195,MAC,13,195,295,66.1,2423,13,4.4,11,3.7,8.2,7.42,12.4,186.4,142.2,,parker-navarro-1
223,5228762,Nick Poulos,Ohio,195,MAC,8,22,49,44.9,271,2,4.1,1,2,5.5,5.43,12.3,33.9,100.7,,nick-poulos-1
72,4362159,Alan Bowman,Oklahoma State,197,Big 12,11,204,340,60,2423,16,4.7,12,3.5,7.1,6.48,11.9,220.3,128.3,,alan-bowman-1
399,4431342,Brennan Presley,Oklahoma State,197,Big 12,12,1,1,100,16,1,100,0,0,16,36,16,1.3,564.4,,brennan-presley-1
241,4685521,Garret Rangel,Oklahoma State,197,Big 12,4,17,33,51.5,192,2,6.1,1,3,5.8,5.67,11.3,48,114.3,,garret-rangel-1
353,4711533,Ollie Gordon,Oklahoma State,197,Big 12,12,1,1,100,27,0,0,0,0,27,27,27,2.3,326.8,,ollie-gordon-1
178,5093922,Maealiuaki Smith,Oklahoma State,197,Big 12,4,44,74,59.5,489,2,2.7,4,5.4,6.6,4.72,11.1,122.3,113.1,,maealiuaki-smith-1
290,4427146,Luke Elzinga,Oklahoma,201,SEC,13,3,3,100,66,0,0,0,0,22,22,22,5.1,284.8,,luke-elzinga-1
452,4685553,Brenen Thompson,Oklahoma,201,SEC,11,0,1,0,0,0,0,0,0,0,0,,0,0,,brenen-thompson-1
120,4870607,Jackson Arnold,Oklahoma,201,SEC,10,154,246,62.6,1421,12,4.9,3,1.2,5.8,6.2,9.2,142.1,124.8,,jackson-arnold-1
450,4890373,Bauer Sharp,Oklahoma,201,SEC,12,0,1,0,0,0,0,1,100,0,-45,,0,-200,,bauer-sharp-1
156,5079465,Michael Hawkins Jr.,Oklahoma,201,SEC,7,76,120,63.3,783,3,2.5,2,1.7,6.5,6.28,10.3,111.9,123.1,,michael-hawkins-jr-1
400,5079719,Taylor Tatum,Oklahoma,201,SEC,11,2,2,100,16,1,50,0,0,8,18,8,1.5,332.2,,taylor-tatum-1
130,4430033,Cooper Legas,Tulsa,202,American,11,87,162,53.7,1144,12,7.4,6,3.7,7.1,6.88,13.1,104,130.1,,cooper-legas-1
332,4872721,Cardell Williams,Tulsa,202,American,7,5,11,45.5,37,0,0,0,0,3.4,3.36,7.4,5.3,73.7,,cardell-williams-1
307,4900934,Stephen Kittleman,Tulsa,202,American,12,3,3,100,51,0,0,0,0,17,17,17,4.3,242.8,,stephen-kittleman-1
316,5126465,Tim Carpenter,Tulsa,202,American,4,4,8,50,46,2,25,0,0,5.8,10.75,11.5,11.5,180.8,,tim-carpenter-2
113,5151618,Kirk Francis,Tulsa,202,American,11,149,253,58.9,1585,9,3.6,6,2.4,6.3,5.91,10.6,144.1,118.5,,kirk-francis-1
143,4431114,Ben Gulbranson,Oregon State,204,Ind,5,78,128,60.9,943,4,3.1,4,3.1,7.4,6.59,12.1,188.6,126.9,,ben-gulbranson-1
249,4870864,Gabarri Johnson,Oregon State,204,Ind,6,15,29,51.7,174,0,0,1,3.4,6,4.45,11.6,29,95.2,,gabarri-johnson-1
502,4879567,Trent Walker,Oregon State,204,Ind,12,0,1,0,0,0,0,0,0,0,0,,0,0,,trent-walker-1
125,4887446,Gevani McCoy,Oregon State,204,Ind,10,123,202,60.9,1300,3,1.5,6,3,6.4,5.4,10.6,130,113.9,,gevani-mccoy-1
336,4431459,Tyler Warren,Penn State,213,Big Ten,16,3,6,50,35,1,16.7,0,0,5.8,9.17,11.7,2.2,154,H-7,tyler-warren-1
221,4685696,Beau Pribula,Penn State,213,Big Ten,13,26,35,74.3,275,5,14.3,1,2.9,7.9,9.43,10.6,21.2,181.7,,beau-pribula-1
17,4714771,Drew Allar,Penn State,213,Big Ten,16,262,394,66.5,3327,24,6.1,8,2,8.4,8.75,12.7,207.9,153.5,,drew-allar-1
424,5144078,Ethan Grunkemeyer,Penn State,213,Big Ten,1,1,2,50,9,0,0,1,50,4.5,-18,9,9,-12.2,,ethan-grunkemeyer-1
91,4431387,Evan Simon,Temple,218,American,9,181,308,58.8,2032,15,4.9,9,2.9,6.6,6.26,11.2,225.8,124.4,,evan-simon-1
386,4600418,Kajiya Hollawayne,Temple,218,American,11,1,1,100,19,0,0,0,0,19,19,19,1.7,259.6,,kajiya-hollawayne-2
169,5151231,Forrest Brock,Temple,218,American,3,60,102,58.8,541,1,1,5,4.9,5.3,3.29,9,180.3,96.8,,forrest-brock-1
10,4685413,Cade Klubnik,Clemson,228,ACC,14,308,486,63.4,3639,36,7.4,6,1.2,7.5,8.41,11.8,259.9,148.2,,cade-klubnik-1
242,4899369,Christopher Vizzina,Clemson,228,ACC,7,19,34,55.9,190,0,0,0,0,5.6,5.59,10,27.1,102.8,,christopher-vizzina-1
295,5081432,Antonio Williams,Clemson,228,ACC,14,2,2,100,62,1,50,0,0,31,41,31,4.4,525.4,,antonio-williams-2
429,5081434,Trent Pearman,Clemson,228,ACC,3,2,5,40,8,0,0,1,20,1.6,-7.4,4,2.7,13.4,,trent-pearman-1
12,4606194,Seth Henigan,Memphis,235,American,13,309,477,64.8,3502,25,5.2,6,1.3,7.3,7.82,11.3,269.4,141.2,,seth-henigan-1
469,4899470,Ja'koby Banks,Memphis,235,American,9,0,1,0,0,0,0,0,0,0,0,,0,0,,jakoby-banks-1
404,5152163,Harris Boyd,Memphis,235,American,3,1,1,100,14,0,0,0,0,14,14,14,4.7,217.6,,harris-boyd-1
397,4431574,Eli Stowers,Vanderbilt,238,SEC,13,1,2,50,17,1,50,0,0,8.5,18.5,17,1.3,286.4,,eli-stowers-1
408,4868300,Nate Johnson,Vanderbilt,238,SEC,10,1,3,33.3,12,0,0,0,0,4,4,12,1.2,66.9,,nate-johnson-3
81,5084180,Diego Pavia,Vanderbilt,238,SEC,13,177,298,59.4,2293,20,6.7,4,1.3,7.7,8.43,13,176.4,143.5,,diego-pavia-1
493,5089070,Richie Hoskins,Vanderbilt,238,SEC,13,0,1,0,0,0,0,0,0,0,0,,0,0,,richie-hoskins-1
212,4427191,DeQuan Finn,Baylor,239,Big 12,3,23,43,53.5,307,3,7,2,4.7,7.1,6.44,13.3,102.3,127.2,,dequan-finn-1
25,4432759,Sawyer Robertson,Baylor,239,Big 12,12,229,368,62.2,3071,28,7.6,8,2.2,8.3,8.89,13.4,255.9,153.1,,sawyer-robertson-1
388,4698677,Nate Bennett,Baylor,239,Big 12,3,1,2,50,19,0,0,0,0,9.5,9.5,19,6.3,129.8,,nate-bennett-4
53,4916436,E.J. Warner,Rice,242,American,11,272,439,62,2710,17,3.9,13,3,6.2,5.62,10,246.4,120.7,,ej-warner-1
377,5082271,Quinton Jackson,Rice,242,American,12,1,1,100,21,0,0,0,0,21,21,21,1.8,276.4,,quinton-jackson-1
259,5219898,Drew Devillier,Rice,242,American,3,20,38,52.6,137,0,0,0,0,3.6,3.61,6.9,45.7,82.9,,drew-devillier-1
153,4685574,Conner Weigman,Texas A&M,245,SEC,6,64,114,56.1,819,3,2.6,5,4.4,7.2,5.74,12.8,136.5,116.4,,conner-weigman-1
99,4870971,Marcel Reed,Texas A&M,245,SEC,11,147,240,61.3,1864,15,6.3,6,2.5,7.8,7.89,12.7,169.5,142.1,,marcel-reed-1
306,5145396,Miles O'Neill,Texas A&M,245,SEC,1,5,6,83.3,51,1,16.7,0,0,8.5,11.83,10.2,51,209.7,,miles-oneil-1
347,4683227,Joseph Manjack,Houston,248,Big 12,11,2,3,66.7,29,0,0,1,33.3,9.7,-5.33,14.5,2.6,81.2,,joseph-manjack-iv-1
148,4690977,Donovan Smith,Houston,248,Big 12,9,87,133,65.4,867,4,3,8,6,6.5,4.41,10,96.3,118.1,,donovan-smith-2
152,4870518,Zeon Chriss,Houston,248,Big 12,11,83,130,63.8,824,4,3.1,8,6.2,6.3,4.18,9.9,74.9,114.9,,zeon-chriss-1
468,4872956,Holman Edwards,Houston,248,Big 12,1,0,1,0,0,0,0,0,0,0,0,,0,0,,holman-edwards-1
270,5150645,Ui Ale,Houston,248,Big 12,2,10,13,76.9,112,1,7.7,0,0,8.6,10.15,11.2,56,174.7,,ui-ale-1
9,4692530,Chandler Morris,North Texas,249,American,12,322,512,62.9,3774,31,6.1,12,2.3,7.4,7.53,11.7,314.5,140.1,,chandler-morris-1
343,5148787,Wyatt Young,North Texas,249,American,13,1,1,100,31,0,0,0,0,31,31,31,2.4,360.4,,wyatt-young-2
184,5219834,Drew Mestemaker,North Texas,249,American,5,30,46,65.2,462,2,4.3,2,4.3,10,8.96,15.4,92.4,155.2,,drew-mestemaker-1
345,4701936,Matthew Golden,Texas,251,SEC,16,1,2,50,30,0,0,0,0,15,15,30,1.9,176,,matthew-golden-1
144,4870906,Arch Manning,Texas,251,SEC,10,61,90,67.8,939,9,10,2,2.2,10.4,11.43,15.4,93.9,184,,arch-manning-1
14,4889929,Quinn Ewers,Texas,251,SEC,14,293,445,65.8,3472,31,7,12,2.7,7.8,7.98,11.8,248,149,,quinn-ewers-1
389,5123665,Trey Owens,Texas,251,SEC,2,2,4,50,19,0,0,0,0,4.8,4.75,9.5,9.5,89.9,,trey-owens-1
351,4362915,Gerry Bohannon,BYU,252,Big 12,4,3,4,75,27,0,0,1,25,6.8,-4.5,9,6.8,81.7,,gerry-bohanon-1
467,4687463,Hinckley Ropati,BYU,252,Big 12,8,0,1,0,0,0,0,1,100,0,-45,,0,-200,,hinckley-ropati-1
338,4888706,Parker Kingston,BYU,252,Big 12,13,1,3,33.3,33,1,33.3,0,0,11,17.67,33,2.5,235.7,,parker-kingston-1
32,5150611,Jake Retzlaff,BYU,252,Big 12,13,213,368,57.9,2947,20,5.4,12,3.3,8,7.63,13.8,226.7,136.6,,jake-retzlaff-1
165,4362075,Cameron Rising,Utah,254,Big 12,3,34,66,51.5,555,7,10.6,3,4.5,8.4,8.48,16.3,185,148.1,,cameron-rising-1
461,4605489,Damien Alford,Utah,254,Big 12,4,0,1,0,0,0,0,1,100,0,-45,,0,-200,,damien-alford-1
256,4804885,Brandon Rose,Utah,254,Big 12,3,19,36,52.8,157,2,5.6,2,5.6,4.4,2.97,8.3,52.3,96.6,,brandon-rose-1
117,5079771,Isaac Wilson,Utah,254,Big 12,9,127,225,56.4,1510,10,4.4,11,4.9,6.7,5.4,11.9,167.8,117.7,,isaac-wilson-1
252,5084828,Luke Bottari,Utah,254,Big 12,3,19,30,63.3,171,1,3.3,0,0,5.7,6.37,9,57,122.2,,luke-bottari-1
368,4567736,Taji Hudson,James Madison,256,Sun Belt,11,1,1,100,23,0,0,0,0,23,23,23,2.1,293.2,,taji-hudson-1
435,4569598,Dylan Morris,James Madison,256,Sun Belt,4,1,1,100,6,0,0,0,0,6,6,6,1.5,150.4,,dylan-morris-1
245,4877811,Billy Atkins,James Madison,256,Sun Belt,3,16,24,66.7,181,1,4.2,0,0,7.5,8.38,11.3,60.3,143.8,,billy-atkins-2
58,4911929,Alonza Barnett,James Madison,256,Sun Belt,12,213,355,60,2598,26,7.3,4,1.1,7.3,8.28,12.2,216.5,143.4,,alonza-barnett-iii-1
442,5172036,JC Evans,James Madison,256,Sun Belt,3,1,1,100,1,1,100,0,0,1,21,1,0.3,438.4,,jc-evans-1
305,4682648,Malachi Fields,Virginia,258,ACC,12,2,3,66.7,51,0,0,0,0,17,17,25.5,4.3,209.5,,malachi-fields-1
167,4775264,Tony Muskett,Virginia,258,ACC,8,45,76,59.2,545,3,3.9,3,3.9,7.2,6.18,12.1,68.1,124.6,,tony-muskett-1
86,5044387,Anthony Colandrea,Virginia,258,ACC,11,198,320,61.9,2125,13,4.1,11,3.4,6.6,5.91,10.7,193.2,124.2,,anthony-colandrea-1
354,5114331,Suderian Harrison,Virginia,258,ACC,8,1,1,100,27,0,0,0,0,27,27,27,3.4,326.8,,suderian-harrison-1
195,4428439,Collin Schlee,Virginia Tech,259,ACC,9,28,55,50.9,414,3,5.5,1,1.8,7.5,7.8,14.8,46,128.5,,collin-schlee-1
436,4602667,Jaylin Lane,Virginia Tech,259,ACC,12,1,1,100,6,1,100,0,0,6,26,6,0.5,480.4,,jaylin-lane-1
115,4678010,Kyron Drones,Virginia Tech,259,ACC,9,136,224,60.7,1562,10,4.5,6,2.7,7,6.66,11.5,173.6,128.7,,kyron-drones-1
510,4697496,Peter Moore,Virginia Tech,259,ACC,13,1,1,100,-1,0,0,0,0,-1,-1,-1,-0.1,91.6,,peter-moore-1
179,4920153,William Watson III,Virginia Tech,259,ACC,5,34,58,58.6,481,1,1.7,2,3.4,8.3,7.09,14.1,96.2,127.1,,william-watson-iii-1
69,102597,Will Rogers,Washington,264,Big Ten,11,220,311,70.7,2458,14,4.5,7,2.3,7.9,7.79,11.2,223.5,147.5,,will-rogers-1
142,5079653,Demond Williams Jr.,Washington,264,Big Ten,13,82,105,78.1,944,8,7.6,1,1,9,10.09,11.5,72.6,176.9,,demond-williams-jr-1
190,4876066,Zevi Eckhaus,Washington State,265,Ind,3,37,50,74,424,4,8,2,4,8.5,8.28,11.5,141.3,163.6,,zevi-eckhaus-1
22,4915980,John Mateer,Washington State,265,Ind,12,224,347,64.6,3139,29,8.4,7,2,9,9.81,14,261.6,164.1,,john-mateer-1
358,5091836,Jaxon Potter,Washington State,265,Ind,2,2,2,100,26,0,0,0,0,13,13,13,13,209.2,,jaxon-potter-1
191,4685186,Tyler Van Dyke,Wisconsin,275,Big Ten,3,43,68,63.2,422,1,1.5,0,0,6.2,6.5,9.8,140.7,120.2,,tyler-van-dyke-1
94,4702829,Braedyn Locke,Wisconsin,275,Big Ten,11,164,296,55.4,1936,13,4.4,10,3.4,6.5,5.9,11.8,176,118.1,,braedyn-locke-1
441,5079533,Mabrey Mettauer,Wisconsin,275,Big Ten,3,1,1,100,2,0,0,0,0,2,2,2,0.7,116.8,,mabrey-mettauer-1
107,4600403,Braylon Braxton,Marshall,276,Sun Belt,11,124,206,60.2,1624,19,9.2,2,1,7.9,9.29,13.1,147.6,154.9,,braylon-braxton-1
